,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률
0,(주)BNK금융지주,138930,2011,,,,,,
1,(주)BNK금융지주,138930,2012,,,,,,
2,(주)BNK금융지주,138930,2013,,,,,,
3,(주)BNK금융지주,138930,2014,,,,,,
4,(주)BNK금융지주,138930,2015,,,,,,
5,(주)BNK금융지주,138930,2016,,,,,,
6,(주)BNK금융지주,138930,2017,,,,,,
7,(주)BNK금융지주,138930,2018,,,,,,
8,(주)BNK금융지주,138930,2019,,,,,,
9,(주)BNK금융지주,138930,2020,,,,,,
10,(주)BNK금융지주,138930,2021,,,,,,
11,(주)BNK금융지주,138930,2022,,,,,,
12,(주)DB하이텍,990,2007,-347.17031058499856,119.42007550486969,-18.31596929462244,343.0,-1.690980261306322,-3.9464030202680758
13,(주)DB하이텍,990,2008,-125.13911301541371,-172.36478836783587,-14.245579312529124,-897.0,2.122034568207937,-0.28260043037132593
14,(주)DB하이텍,990,2009,-570.1479238609079,323.4550143115051,-37.0503679583929,-2102.0,31.960843125750273,-2.7899080721939216
15,(주)DB하이텍,990,2010,32.788826691068394,-58.32718747051463,-47.164037788884656,-376.0,-11.418818593570677,-0.2765226506963113
16,(주)DB하이텍,990,2011,-948.5791471463256,409.02352675148086,-18.012444004120113,-1115.0,39.50319342736452,-5.065781173359394
17,(주)DB하이텍,990,2012,-9.271473149851033,-283.34263902000345,-4.856243091850722,335.0,-16.42127322926001,0.9027541279541025
18,(주)DB하이텍,990,2013,-88.01709010714853,265.06893843424393,0.763696784778872,-231.0,2.4744286276371668,-0.28055566396908693
19,(주)DB하이텍,990,2014,19.636119929205933,470.1508604180137,2.8651308685601444,-740.0,103.74581726406188,1.4708864352220905
20,(주)DB하이텍,990,2015,75.89077590039358,23.735466690702715,24.37550999070368,773.0,-43.439316968001435,4.0182709191182635
21,(주)DB하이텍,990,2016,3.570967299477502,46.306188568082256,4.2968520866937965,669.0,-22.958117251545787,0.13777084095401548
22,(주)DB하이텍,990,2017,-26.681907624769185,-61.46844505277993,-6.1727446960215175,233.0,-2.040412217656268,-1.9652850113807716
23,(주)DB하이텍,990,2018,19.89271421670164,-3.6683858198201236,5.560601706946143,759.0,-10.384801822203599,2.669899796835848
24,(주)DB하이텍,990,2019,25.31248677089623,42.28934104145445,4.138424216018024,1028.0,-16.30121138579011,3.204108109831182
25,(주)DB하이텍,990,2020,-12.89354993937961,-6.57437921480205,-0.41558268807478527,1083.0,-4.1534619414607405,-0.8340427135725186
26,(주)DB하이텍,990,2021,46.18499298185091,56.94676316519495,19.584648155772655,2132.0,-1.7414334393051476,3.4262212908886838
27,(주)DB하이텍,990,2022,3.3583236589432204,6.140854718056602,2.6709490469037718,3930.0,-0.41268073442387987,0.6042469126297974
28,(주)JB금융지주,175330,2014,,,,,,
29,(주)JB금융지주,175330,2015,,,,,,
30,(주)JB금융지주,175330,2016,,,,,,
31,(주)JB금융지주,175330,2017,,,,,,
32,(주)JB금융지주,175330,2018,,,,,,
33,(주)JB금융지주,175330,2019,,,,,,
34,(주)JB금융지주,175330,2020,,,,,,
35,(주)JB금융지주,175330,2021,,,,,,
36,(주)JB금융지주,175330,2022,,,,,,
37,(주)KB금융지주,105560,2009,,,,,,
38,(주)KB금융지주,105560,2010,,,,,,
39,(주)KB금융지주,105560,2011,,,,,,
40,(주)KB금융지주,105560,2012,,,,,,
41,(주)KB금융지주,105560,2013,,,,,,
42,(주)KB금융지주,105560,2014,,,,,,
43,(주)KB금융지주,105560,2015,,,,,,
44,(주)KB금융지주,105560,2016,,,,,,
45,(주)KB금융지주,105560,2017,,,,,,
46,(주)KB금융지주,105560,2018,,,,,,
47,(주)KB금융지주,105560,2019,,,,,,
48,(주)KB금융지주,105560,2020,,,,,,
49,(주)KB금융지주,105560,2021,,,,,,
50,(주)KB금융지주,105560,2022,,,,,,
51,(주)강원랜드,35250,2007,2.8596333304643395,-1.4727831038139063,5.868762678481809,-791.0,-2.4344012637608685,-0.16397745287448373
52,(주)강원랜드,35250,2008,-0.1749157369211236,1.4696754508887864,8.033633510114441,459.0,-4.62310055982347,-0.4535401508388759
53,(주)강원랜드,35250,2009,18.635842514145605,20.747581392320605,6.68162278918585,607.0,-1.5129421568774504,0.995306862216701
54,(주)강원랜드,35250,2010,19.376799276897728,18.02355606331195,13.185206935274095,636.0,1.1667759975736267,0.8672821275613245
55,(주)강원랜드,35250,2011,18.33725771216429,9.962734484053136,10.616495370827964,-970.0,0.3259644668647006,-0.04303189722358525
56,(주)강원랜드,35250,2012,3.6995789082357025,1.1154031327001412,8.782338669694559,403.0,3.858579103097611,-0.946967329879314
57,(주)강원랜드,35250,2013,45.35483397849879,37.26106511754559,21.044775809099693,516.0,-2.3232086179524387,1.3441241351910662
58,(주)강원랜드,35250,2014,7.4150456648156435,4.900119060841778,10.78003774694565,520.0,-2.122379617928445,-0.7463278429497038
59,(주)강원랜드,35250,2015,6.744058800014148,22.21332820710431,6.327055549207071,-1133.0,-2.791871981463359,-0.26680496615188787
60,(주)강원랜드,35250,2016,0.8689929541759422,0.5291878872652376,6.385903321409465,-1314.0,-3.85295110068137,-1.0116622103216315
61,(주)강원랜드,35250,2017,1.6169669268661284,7.770814633216418,2.0873061853320385,-1185.0,2.3559906691743855,-0.6301342714702329
62,(주)강원랜드,35250,2018,7.7663092983971715,-1.3615792967828177,8.968532442478105,-913.0,0.23970974094753217,-0.012887978305215597
63,(주)강원랜드,35250,2019,-19.42401219271218,152.5274508182736,11.329598402538322,-757.0,-4.439801770523786,-2.0616552393049474
64,(주)강원랜드,35250,2020,-37.50436822462808,-10.323368176166213,121.22763504915008,995.0,-3.860590112259418,5.00646551646885
65,(주)강원랜드,35250,2021,798.353951353268,-2.359168683913744,20.44618538330785,99.0,1.258019472925211,12.934207401309934
66,(주)강원랜드,35250,2022,69.72369513050303,98.93757532975306,27.62353296625065,-156.0,2.0902799784771986,6.3324349708607315
67,(주)녹십자,6280,2007,17.82551673910296,24.349591349715222,11.86848957573765,-2709.0,-5.5278145822312865,0.5800087401694292
68,(주)녹십자,6280,2008,2.7108904108790046,-47.38291443501363,13.156969657363918,1115.0,12.218829165609364,0.37259007437512537
69,(주)녹십자,6280,2009,2.7006159425157197,5.844631164559434,12.894179406987003,1712.0,-6.496463154611504,0.1113465285524402
70,(주)녹십자,6280,2010,60.28053799442071,80.51604740654858,19.473978147417213,3273.0,-6.489303771540271,-1.9908027506190287
71,(주)녹십자,6280,2011,218.98167849895884,214.5120688674133,25.54651285499285,-2346.0,0.8012871852552763,4.2945409161770804
72,(주)녹십자,6280,2012,172.2557801151092,172.6805373211465,18.535818494912363,-2688.0,3.6742533896691327,3.3197911433297556
73,(주)녹십자,6280,2013,160.2370482770338,103.75467797908306,26.13916340281368,-3181.0,0.07030451082052025,3.8556550896997006
74,(주)녹십자,6280,2014,165.1381071252049,237.94200648159028,19.815410329583663,-3493.0,4.1676088274993575,4.178530932183655
75,(주)녹십자,6280,2015,59.4201184402946,96.59623280757395,9.912201673567113,-3520.0,-13.393180072983405,2.824100802995323
76,(주)녹십자,6280,2016,43.87116953165464,35.742780025776064,7.922806443734963,-1846.0,2.5964114067677713,1.574893175278298
77,(주)녹십자,6280,2017,21.53038395990248,5.724559428348229,7.844725801815816,-2612.0,0.48559204833092195,1.4182376776526295
78,(주)녹십자,6280,2018,110.30584134898352,481.5160975566746,3.0605110516161496,-1708.0,0.12521095232036572,1.2734300576777198
79,(주)녹십자,6280,2019,86.17622750222003,-255.35087439162376,2.8028266810019695,371.0,1.6847022539201078,2.415757419105195
80,(주)녹십자,6280,2020,224.77434585531984,357.3673852055112,16.54372685477138,-465.0,-3.2521700763497847,3.406219764949647
81,(주)녹십자,6280,2021,543.7457109793078,679.2196242118558,20.15279232131189,-1560.0,-3.98334025528726,5.3133711688099226
82,(주)녹십자,6280,2022,272.8101696346173,290.79230420079983,8.609314508557084,-1693.0,0.47911646444767086,1.436087576830369
83,(주)녹십자홀딩스,5250,2007,10.95717950166363,-57.72167241275016,28.18190957311962,-2645.0,-15.735723560209465,3.4095249274427957
84,(주)녹십자홀딩스,5250,2008,-91.7146018335438,-98.34427693125389,-28.674943736035697,65.0,3.6298674871185597,-15.87070113501705
85,(주)녹십자홀딩스,5250,2009,-40.05029664123818,-30.943671766342145,24.73863981708664,1789.0,-19.54100833374177,-8.327827714804258
86,(주)녹십자홀딩스,5250,2010,14.078765124019583,20.364527382993003,14.77269097360309,4938.0,-6.29606393496492,-0.9142070946726761
87,(주)녹십자홀딩스,5250,2011,74.4326354743379,85.02995839532673,15.340748910755824,-595.0,1.5543206845687223,0.5710408566923002
88,(주)녹십자홀딩스,5250,2012,145.68470471521263,138.21712290450046,16.6785875399316,-2183.0,0.12908906121462138,3.106147432665196
