,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,주당순손익,부채비율,매출액정상영업이익률
0,(주)BNK금융지주,138930,2011,,,,,,
1,(주)BNK금융지주,138930,2012,,,,,,
2,(주)BNK금융지주,138930,2013,,,,,,
3,(주)BNK금융지주,138930,2014,,,,,,
4,(주)BNK금융지주,138930,2015,,,,,,
5,(주)BNK금융지주,138930,2016,,,,,,
6,(주)BNK금융지주,138930,2017,,,,,,
7,(주)BNK금융지주,138930,2018,,,,,,
8,(주)BNK금융지주,138930,2019,,,,,,
9,(주)BNK금융지주,138930,2020,,,,,,
10,(주)BNK금융지주,138930,2021,,,,,,
11,(주)BNK금융지주,138930,2022,,,,,,
12,(주)DB하이텍,990,2007,,,,0.0,205.23283943672922,8.891757512994255
13,(주)DB하이텍,990,2008,-103.38074187284114,400.2229342873524,-10.284349780807126,-520.0,272.74716363088453,0.4493441067149286
14,(주)DB하이텍,990,2009,-246.93578366663797,-70.95698086796757,-56.5509666837998,-2617.0,312.04696327103557,-13.289875778952782
15,(주)DB하이텍,990,2010,-98.6378891987112,-113.77708753911095,5.219956246123983,57.0,310.86713877851764,-0.2680821259689462
16,(주)DB하이텍,990,2011,-101.81202496598122,-98.25793757871341,-190.73823013454728,-58.0,275.3342116578126,4.583374440583744
17,(주)DB하이텍,990,2012,-87.92843984947635,-63.2021545352492,7.632529477050078,-421.0,328.98018649838366,-2.9047680766942765
18,(주)DB하이텍,990,2013,-64.35252244450743,38.536449273651606,-13.839265214717258,-729.0,337.0496785533428,-6.106832953130692
19,(주)DB하이텍,990,2014,-105.22698965153403,-44.57656003013499,11.376802902603373,-578.0,473.23087362835815,0.7000445095508838
20,(주)DB하이텍,990,2015,-16.99952882337018,-426.0893588390628,-7.642001667231469,1516.0,438.6430495396577,12.650535606287342
21,(주)DB하이텍,990,2016,35.045770270348726,205.1832543495243,1.302575716461517,629.0,259.7397426005883,22.138516558138733
22,(주)DB하이텍,990,2017,24.044306111596,126.78099565894992,-5.241774331154712,649.0,175.50864878253668,27.16241775862422
23,(주)DB하이텍,990,2018,-4.991500660168731,-95.43205249482769,-8.12826131045396,48.0,116.80265198563376,9.156565419553395
24,(주)DB하이텍,990,2019,-13.296183185220665,-8.358688061756672,-7.775063076071039,0.0,93.8070608564881,14.019561824579249
25,(주)DB하이텍,990,2020,35.327330769839826,340.39572320905364,6.4949658320369155,1268.0,67.54995293304952,28.672468395311196
26,(주)DB하이텍,990,2021,99.29051278966253,252.43089013540975,6.986850859564093,1100.0,44.39064928643108,24.85914803081228
27,(주)DB하이텍,990,2022,31.414458948505825,35.19772702748975,7.385887521422715,3651.0,35.37156926879517,45.95784371971765
28,(주)JB금융지주,175330,2014,-100.0,-100.0,-100.0,,,
29,(주)JB금융지주,175330,2015,,,,,,
30,(주)JB금융지주,175330,2016,,,,,,
31,(주)JB금융지주,175330,2017,,,,,,
32,(주)JB금융지주,175330,2018,,,,,,
33,(주)JB금융지주,175330,2019,,,,,,
34,(주)JB금융지주,175330,2020,,,,,,
35,(주)JB금융지주,175330,2021,,,,,,
36,(주)JB금융지주,175330,2022,,,,,,
37,(주)KB금융지주,105560,2009,,,,,,
38,(주)KB금융지주,105560,2010,,,,,,
39,(주)KB금융지주,105560,2011,,,,,,
40,(주)KB금융지주,105560,2012,,,,,,
41,(주)KB금융지주,105560,2013,,,,,,
42,(주)KB금융지주,105560,2014,,,,,,
43,(주)KB금융지주,105560,2015,,,,,,
44,(주)KB금융지주,105560,2016,,,,,,
45,(주)KB금융지주,105560,2017,,,,,,
46,(주)KB금융지주,105560,2018,,,,,,
47,(주)KB금융지주,105560,2019,,,,,,
48,(주)KB금융지주,105560,2020,,,,,,
49,(주)KB금융지주,105560,2021,,,,,,
50,(주)KB금융지주,105560,2022,,,,,,
51,(주)강원랜드,35250,2007,,,,0.0,37.15958076219514,39.374777812361245
52,(주)강원랜드,35250,2008,20.745185039596606,104.80023761528825,12.630637299510743,421.0,41.706555765521394,40.10918999423257
53,(주)강원랜드,35250,2009,31.198920759194664,228.39744865820037,15.598362665890258,458.0,39.82750154744883,44.154341174836915
54,(주)강원랜드,35250,2010,122.68436173967979,64.41336320979102,11.310006328394353,550.0,37.35482410140699,45.89063073969214
55,(주)강원랜드,35250,2011,64.75453515531248,38.33681948909211,6.490920322790024,503.0,36.16880228425352,43.58354200752156
56,(주)강원랜드,35250,2012,29.167355695556076,17.33083022700486,12.170286194895175,0.0,34.46411632086197,35.697226434148725
57,(주)강원랜드,35250,2013,61.74221635454009,76.66645002359196,10.037050718045213,438.0,29.31666895120182,34.59846983928261
58,(주)강원랜드,35250,2014,232.1696700801088,279.96941704166414,11.223742461895863,523.0,27.585395571001243,36.865101729549096
59,(주)강원랜드,35250,2015,42.1384613439746,179.4832385854064,13.869191205530662,0.0,31.568012404053135,39.827915208280885
60,(주)강원랜드,35250,2016,47.99315261740974,53.610259784171596,7.560277110189725,0.0,32.26747873871295,40.7433619584447
61,(주)강원랜드,35250,2017,36.66969201613639,103.7205680083809,3.1567361435415497,0.0,26.870821258398742,38.39629818286446
62,(주)강원랜드,35250,2018,32.076607520382325,15.474935122659545,-5.264635399182272,0.0,26.69911708607664,33.297781377349054
63,(주)강원랜드,35250,2019,90.19834809433048,440.1037747979965,7.269574719365041,0.0,23.56154825390218,33.14253433252322
64,(주)강원랜드,35250,2020,-391.5036342455556,-396.68302012655903,-36.69990900298705,0.0,29.46108872484709,-79.13931178628418
65,(주)강원랜드,35250,2021,-21.678809234074674,22.654068913977635,-25.80497241433707,0.0,12.304130883781811,-61.18757942768224
66,(주)강원랜드,35250,2022,-152.5142899209548,-46.87618646737013,-6.313114614196682,0.0,17.06067052882995,4.641378901356694
67,(주)녹십자,6280,2007,-28.960013480271634,9.675548701768344,-70.57357241713534,0.0,80.68750372924049,13.250973888730528
68,(주)녹십자,6280,2008,23.818067151054194,191.3565730802841,1.3855229673057827,1176.0,85.18021572718166,10.624820352477569
69,(주)녹십자,6280,2009,-20.382976791189996,-22.112848931179897,-15.688253323085839,869.0,114.69473614265252,10.906837015917919
70,(주)녹십자,6280,2010,35.035783244084264,51.14143007365557,27.279508982431512,7237.0,65.3030170743555,30.828530370850327
71,(주)녹십자,6280,2011,110.68267236449758,328.53842168369624,1.707653842717712,0.0,41.26206710328157,10.815291766936708
72,(주)녹십자,6280,2012,93.35572825780997,-3621.2528870960477,-9.426581134420578,0.0,33.27337149670785,12.020169797377855
73,(주)녹십자,6280,2013,-271.0329513643051,-458.63267607900974,-7.817980759788276,0.0,40.51922180591129,6.616809220882954
74,(주)녹십자,6280,2014,153.27909363812105,1640.9704921141515,-17.806596431048067,0.0,35.79828431852064,6.964855327608384
75,(주)녹십자,6280,2015,5.43036891183862,-1227.3451928542877,-16.914960275215307,0.0,49.5992554384775,5.923456075807058
76,(주)녹십자,6280,2016,1800.7633841439954,-230.15309888186076,-8.976450432443956,0.0,46.783968553441454,4.421602919640026
77,(주)녹십자,6280,2017,52.7302887035025,-63.148994177340946,-14.207746229535214,0.0,46.91457536193661,4.967687447591599
78,(주)녹십자,6280,2018,12324.661288521182,-433.24885768252886,-9.879792431727504,0.0,53.42484369128341,4.917778056104797
79,(주)녹십자,6280,2019,-124.52045305199249,-281.7420162847997,-17.26225951016479,0.0,57.74002953559108,0.4803197933303931
80,(주)녹십자,6280,2020,-135.35005117612695,-83.60255222582863,-12.953568710184696,0.0,67.45299530168182,1.9888891054560203
81,(주)녹십자,6280,2021,-122.35567509781396,9.344058266827702,-32.27472849108919,0.0,74.91304552910559,1.761219243690167
82,(주)녹십자,6280,2022,-400.4876544734619,-66.52649075254095,3.6429258597152057,0.0,66.45490986740906,10.036853813605767
83,(주)녹십자홀딩스,5250,2007,-121.75040469176078,-266.5825238711753,-97.15246473718015,0.0,93.00780382869053,41.605658940624004
84,(주)녹십자홀딩스,5250,2008,-96.1349407684107,-98.90112608290784,-99.11745149826896,266.0,88.18054664976441,17.33977045992503
85,(주)녹십자홀딩스,5250,2009,-93.65191233115267,-99.50339621776554,-99.2150111100124,98.0,91.01255023539521,31.016644248824726
86,(주)녹십자홀딩스,5250,2010,-65.33677140512235,-39.5964619784598,-97.15758392134052,10198.0,63.08116328831809,91.05646999364777
87,(주)녹십자홀딩스,5250,2011,-61.66772060950889,-60.28387906634497,-38.255293545662525,0.0,399.60597942307396,7.529480883416937
88,(주)녹십자홀딩스,5250,2012,2934.758218626878,-1328.6191428415614,-131.66013191375768,0.0,42.160972290580546,12.424352556336725
89,(주)녹십자홀딩스,5250,2013,4118.131216253662,-147.9833100677562,-7.990935365920107,0.0,49.04339138048868,8.317790989746099
90,(주)녹십자홀딩스,5250,2014,105.98111988794592,808.6183537076664,-13.787568299534737,0.0,50.939285322980076,9.140826392113329
