,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률
0,(주)BNK금융지주,138930,2011,,,,,,
1,(주)BNK금융지주,138930,2012,,,,,,
2,(주)BNK금융지주,138930,2013,,,,,,
3,(주)BNK금융지주,138930,2014,,,,,,
4,(주)BNK금융지주,138930,2015,,,,,,
5,(주)BNK금융지주,138930,2016,,,,,,
6,(주)BNK금융지주,138930,2017,,,,,,
7,(주)BNK금융지주,138930,2018,,,,,,
8,(주)BNK금융지주,138930,2019,,,,,,
9,(주)BNK금융지주,138930,2020,,,,,,
10,(주)BNK금융지주,138930,2021,,,,,,
11,(주)BNK금융지주,138930,2022,,,,,,
12,(주)DB하이텍,990,2007,347.17031058499856,-119.42007550486969,18.31596929462244,-1151.0,52.010980261306315,-3.9235969797319243
13,(주)DB하이텍,990,2008,210.9091130154137,172.36478836783587,31.035579312529123,-8726.0,71.60796543179208,1.412600430371326
14,(주)DB하이텍,990,2009,570.1479238609079,-323.4550143115051,14.370367958392897,-317.0,12.509156874249754,-3.1700919278060784
15,(주)DB하이텍,990,2010,-32.788826691068394,58.32718747051463,8.004037788884652,-3416.0,13.058818593570692,-60.27347734930369
16,(주)DB하이텍,990,2011,948.5791471463256,-409.02352675148086,59.40244400412011,-1152.0,-10.95319342736451,-5.7142188266406055
17,(주)DB하이텍,990,2012,101.07147314985103,283.34263902000345,10.696243091850722,-526.0,-10.848726770739972,-3.7827541279541026
18,(주)DB하이텍,990,2013,88.01709010714853,-265.06893843424393,-17.183696784778874,-1043.0,64.19557137236279,-3.569444336030913
19,(주)DB하이텍,990,2014,-150.45611992920593,-470.1508604180137,8.734869131439856,-467.0,111.05418273593818,2.3291135647779084
20,(주)DB하이텍,990,2015,-217.0107759003936,-23.735466690702715,-20.11550999070368,237.0,-23.150683031998597,-0.7982709191182629
21,(주)DB하이텍,990,2016,-49.79096729947751,-30.956188568082254,-14.286852086693795,286.0,-6.70188274845421,-0.5477708409540156
22,(주)DB하이텍,990,2017,-4.258092375230815,70.90844505277994,-3.557255303978483,1060.0,-24.809587782343726,-3.4747149886192297
23,(주)DB하이텍,990,2018,10.917285783298357,15.518385819820121,7.319398293053857,406.0,-5.035198177796403,-0.6898997968358493
24,(주)DB하이텍,990,2019,-18.782486770896227,-52.63934104145444,-2.878424216018022,288.0,-6.748788614209886,0.03589189016881633
25,(주)DB하이텍,990,2020,-52.93645006062038,-56.71562078519794,-8.964417311925216,312.0,0.24346194146073685,-3.935957286427481
26,(주)DB하이텍,990,2021,20.455007018149097,32.56323683480505,-0.7046481557726523,2701.0,1.1814334393051524,2.043778709111315
27,(주)DB하이텍,990,2022,-88.76832365894322,-128.9208547180566,-25.010949046903768,1574.0,-0.6973192655761196,-2.2342469126298
28,(주)JB금융지주,175330,2014,,,,,,
29,(주)JB금융지주,175330,2015,,,,,,
30,(주)JB금융지주,175330,2016,,,,,,
31,(주)JB금융지주,175330,2017,,,,,,
32,(주)JB금융지주,175330,2018,,,,,,
33,(주)JB금융지주,175330,2019,,,,,,
34,(주)JB금융지주,175330,2020,,,,,,
35,(주)JB금융지주,175330,2021,,,,,,
36,(주)JB금융지주,175330,2022,,,,,,
37,(주)KB금융지주,105560,2009,,,,,,
38,(주)KB금융지주,105560,2010,,,,,,
39,(주)KB금융지주,105560,2011,,,,,,
40,(주)KB금융지주,105560,2012,,,,,,
41,(주)KB금융지주,105560,2013,,,,,,
42,(주)KB금융지주,105560,2014,,,,,,
43,(주)KB금융지주,105560,2015,,,,,,
44,(주)KB금융지주,105560,2016,,,,,,
45,(주)KB금융지주,105560,2017,,,,,,
46,(주)KB금융지주,105560,2018,,,,,,
47,(주)KB금융지주,105560,2019,,,,,,
48,(주)KB금융지주,105560,2020,,,,,,
49,(주)KB금융지주,105560,2021,,,,,,
50,(주)KB금융지주,105560,2022,,,,,,
51,(주)강원랜드,35250,2007,-2.8596333304643395,1.4727831038139063,-5.868762678481809,1383.0,3.6344012637608714,-0.5860225471255163
52,(주)강원랜드,35250,2008,-0.29508426307887703,-5.8396754508887865,-7.723633510114441,140.0,3.80310055982347,-0.6264598491611224
53,(주)강원랜드,35250,2009,-23.515842514145604,-27.757581392320603,-10.16162278918585,334.0,5.4329421568774485,-5.185306862216699
54,(주)강원랜드,35250,2010,-16.286799276897728,-21.643556063311948,-12.805206935274095,364.0,6.493224002426373,-4.427282127561327
55,(주)강원랜드,35250,2011,-30.417257712164293,-20.532734484053137,-14.276495370827964,1875.0,4.354035533135299,-2.4569681027764148
56,(주)강원랜드,35250,2012,-8.169578908235701,-8.995403132700142,-10.102338669694559,249.0,2.5014208969023883,-2.423032670120687
57,(주)강원랜드,35250,2013,-43.08483397849879,-34.891065117545594,-15.804775809099695,138.0,6.503208617952438,-5.2841241351910675
58,(주)강원랜드,35250,2014,1.2549543351843582,-9.240119060841778,-12.76003774694565,233.0,6.132379617928446,-0.7936721570502954
59,(주)강원랜드,35250,2015,-12.214058800014147,-10.533328207104312,-8.867055549207072,2178.0,2.2618719814633614,-2.2631950338481133
60,(주)강원랜드,35250,2016,-3.518992954175942,-13.619187887265237,-6.725903321409465,2242.0,4.482951100681369,-2.388337789678367
61,(주)강원랜드,35250,2017,-3.886966926866128,-1.6408146332164182,-2.987306185332038,2159.0,1.004009330825614,-3.049865728529767
62,(주)강원랜드,35250,2018,-7.546309298397173,-7.718420703217184,-7.878532442478104,1467.0,1.050290259052467,-3.6471120216947845
63,(주)강원랜드,35250,2019,12.184012192712178,-122.87745081827359,-9.05959840253832,1651.0,6.429801770523785,-5.12834476069505
64,(주)강원랜드,35250,2020,235.06436822462808,241.8033681761662,-126.23763504915007,-1361.0,-1.7194098877405821,12.183534483531147
65,(주)강원랜드,35250,2021,-798.353951353268,2.359168683913744,33.053814616692144,-52.0,2.9419805270747883,-0.704207401309934
66,(주)강원랜드,35250,2022,-69.72369513050303,-98.93757532975306,-45.28353296625065,570.0,3.8197200215228015,-4.16243497086073
67,(주)녹십자,6280,2007,-17.82551673910296,-24.349591349715222,-11.86848957573765,5041.0,-0.6221854177687192,-1.4900087401694275
68,(주)녹십자,6280,2008,6.749109589120996,35.03291443501363,-9.066969657363916,1116.0,8.51117083439064,-0.6025900743751258
69,(주)녹십자,6280,2009,67.96938405748428,82.87536883544057,1.7758205930129947,4813.0,-0.053536845388507004,5.658653471447559
70,(주)녹십자,6280,2010,-292.1105379944207,-347.8060474065486,-92.34397814741722,-284.0,-12.840696228459734,-3.359197249380969
71,(주)녹십자,6280,2011,-218.98167849895884,-214.5120688674133,-25.54651285499285,5544.0,-2.181287185255279,-1.9545409161770806
72,(주)녹십자,6280,2012,-206.2757801151092,-193.0905373211465,-22.805818494912362,5305.0,0.08574661033086528,-3.9997911433297553
73,(주)녹십자,6280,2013,-132.2070482770338,-101.48467797908305,-19.02916340281368,6140.0,-0.5903045108205198,-2.4856550896997014
74,(주)녹십자,6280,2014,-157.39810712520492,-233.92200648159027,-22.86541032958366,7260.0,0.062391172500639414,-1.8985309321836557
75,(주)녹십자,6280,2015,-93.63011844029461,-84.22623280757396,-13.472201673567113,8213.0,3.6931800729834094,-2.9641008029953237
76,(주)녹십자,6280,2016,-39.631169531654635,-21.882780025776064,-7.392806443734962,5451.0,-5.616411406767767,-1.3748931752782978
77,(주)녹십자,6280,2017,-44.54038395990248,-60.82455942834822,-10.564725801815817,4665.0,-0.23559204833092195,-2.3682376776526297
78,(주)녹십자,6280,2018,-112.37584134898353,-482.2460975566746,-4.430511051616149,3017.0,-0.8152109523203634,-1.88343005767772
79,(주)녹십자,6280,2019,-81.56622750222003,266.50087439162377,-1.8428266810019696,-319.0,-0.1547022539201066,-2.725757419105195
80,(주)녹십자,6280,2020,-203.41434585531982,-357.3673852055112,-10.043726854771377,7101.0,-1.2878299236502215,-3.3262197649496468
81,(주)녹십자,6280,2021,-471.10571097930784,-858.1796242118559,-18.212792321311888,10796.0,-7.706659744712738,-2.923371168809922
82,(주)녹십자,6280,2022,-504.08016963461733,-346.2423042007998,-22.759314508557082,5735.0,-4.419116464447676,-3.226087576830369
83,(주)녹십자홀딩스,5250,2007,-10.95717950166363,57.72167241275016,-28.18190957311962,6884.0,478.9057235602095,-59.519524927442795
84,(주)녹십자홀딩스,5250,2008,76.0546018335438,56.90427693125389,30.044943736035698,2538.0,610.1701325128814,-40.57929886498295
85,(주)녹십자홀딩스,5250,2009,162.24029664123816,130.77367176634215,18.44136018291336,6196.0,477.07100833374176,-49.37217228519574
86,(주)녹십자홀딩스,5250,2010,-301.2687651240196,-379.49452738299306,-267.9626909736031,-17380.0,326.20606393496496,-68.48579290532733
87,(주)녹십자홀딩스,5250,2011,-115.92263547433791,-146.96995839532673,-18.290748910755823,571.0,18.525679315431262,5.158959143307699
