회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),연구개발비(IFRS연결),매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결)
(주)엘엑스인터내셔널,001120,2015/12,33800,0,0,1.45,0.77,20.53,10.9,0.46,0.25,20.92,-17.93,5383467294,-217094759,432051899,0,13224458801,81691891
(주)엘엑스인터내셔널,001120,2016/12,29250,26.88,17.68,1.33,0.88,49.57,32.62,0.55,0.36,48.06,4.75,5177266513,84750676,571796193,0,11966717412,174073739
(주)엘엑스인터내셔널,001120,2017/12,27150,21.76,16.45,1.2,0.91,17.13,12.95,0.49,0.37,45.95,4.93,4967601556,88184961,538326980,0,12827237444,212254345
(주)엘엑스인터내셔널,001120,2018/12,15350,0,0,1.11,0.52,35.43,16.65,0.42,0.2,0,-6.06,5038072461,-35991404,545398288,0,9988224866,165659350
(주)엘엑스인터내셔널,001120,2019/12,15050,12.8,9.48,0.64,0.47,48.61,35.99,0.24,0.18,0,2.48,4875982304,-14860961,578722571,0,10530857112,134784428
(주)엘엑스인터내셔널,001120,2020/12,24700,3.94,0.87,0.87,0.19,57.05,12.53,0.36,0.08,0,23.72,5395942204,361606499,572541351,0,11282632390,159835471
(주)엘지,003550,2015/12,70800,38.69,26.59,1.74,1.2,37.29,25.63,23.31,16.02,29.83,7.49,18123400000,943775000,489238000,41303000,9968190000,1137986000
(주)엘지,003550,2016/12,60000,39.24,29.06,1.71,1.27,33.16,24.55,21.74,16.1,23.34,8.01,19489442000,1091258000,456357000,26035000,10725374000,1344692000
(주)엘지,003550,2017/12,91000,16.87,10.76,1.88,1.2,34.92,22.27,22.49,14.34,29.95,16.04,21647697000,2435559000,361334000,16763000,11841058000,2185820000
(주)엘지,003550,2018/12,69900,30.71,19.54,1.94,1.24,45.58,29,22.41,14.26,21.24,10.96,22835911000,1882897000,423159000,33731000,11944790000,1963803000
(주)엘지,003550,2019/12,73800,24.06,20.06,1.57,1.31,23.63,19.7,15.99,13.33,19.07,5.87,22434630000,1106755000,334584000,36661000,6575339000,1024098000
(주)엘지,003550,2020/12,87500,12.91,5.89,1.75,0.8,28.77,13.13,16.91,7.72,18.11,7.5,24282268000,1540658000,365341000,32883000,6632137000,1702238000
(주)엘지생활건강,051900,2015/12,1050000,61.73,34.4,14.26,7.94,48.46,27,6.23,3.47,35.62,25.06,4214636964,470362045,2418222039,18005000,5328492268,684095164
(주)엘지생활건강,051900,2016/12,857000,41.72,25.75,12.68,7.83,40.18,24.8,5.8,3.58,21.46,24.87,4502162482,579239822,2779084592,23862000,6094059406,880936618
(주)엘지생활건강,051900,2017/12,1189000,38.37,23.02,10.79,6.47,34.2,20.52,6.04,3.62,26.89,21.94,4777969500,618549515,2879187494,21650000,6270463510,930348986
(주)엘지생활건강,051900,2018/12,1101000,43.78,29.54,10.37,6.99,40.68,27.45,6.53,4.41,22.59,20.98,5275874284,692278706,3011872574,21171000,6747536802,1039250136
(주)엘지생활건강,051900,2019/12,1261000,41.7,30.29,8.76,6.36,33.11,24.05,5.73,4.16,22.45,20.32,6493669663,788173092,3591766709,26047000,7685424230,1176411247
(주)엘지생활건강,051900,2020/12,1620000,47.24,29.94,9.41,5.96,40.1,25.41,6.61,4.19,30.62,17.92,6801415784,813101140,3660710772,34058000,7844506057,1220864731
(주)엘지에너지솔루션,373220,2020/12,,,,,,,,,,,,19941795000,-451771000,699254000,4101000,1461068000,-475206000
(주)엘지유플러스,032640,2015/12,10400,15.39,10.69,1.66,1.15,3.14,2.18,0.52,0.36,3.93,8.15,11950998000,351232000,10162887000,0,10795218000,632331000
(주)엘지유플러스,032640,2016/12,11450,11.07,7.73,1.57,1.1,2.49,1.74,0.48,0.34,3.61,10.63,11989117000,492739000,10704563000,0,11451046000,746483000
(주)엘지유플러스,032640,2017/12,14000,13.7,8.53,1.88,1.17,3.43,2.13,0.64,0.4,3.58,10.88,11935453000,547118000,11453087000,0,12279382000,826295000
(주)엘지유플러스,032640,2018/12,17650,16.76,10.71,1.59,1.02,3.86,2.47,0.66,0.42,4.31,7.97,13939948000,481609000,11394106000,0,12125051000,730945000
(주)엘지유플러스,032640,2019/12,14200,18.32,11.76,1.46,0.94,3.62,2.33,0.66,0.42,4,6.3,17941050000,438831000,11695725000,0,12381969000,686244000
(주)엘지유플러스,032640,2020/12,11750,14.13,8.89,1.01,0.63,2.72,1.71,0.52,0.33,3.63,6.46,18350190000,478065000,12531476000,0,13417627000,886151000
(주)엘지화학,051910,2015/12,328500,21.09,10.01,2.15,1.02,9.22,4.38,1.46,0.69,9.04,9.18,18578728000,1148531000,1842474000,84901000,20206583000,1823568000
(주)엘지화학,051910,2016/12,261000,18.45,11.54,2,1.25,11.37,7.11,1.47,0.92,6.52,9.51,20487060000,1280994000,2072316000,125976000,20659296000,1991920000
(주)엘지화학,051910,2017/12,405000,20.77,12.07,2.32,1.35,11.66,6.77,1.6,0.93,8.92,12.92,25041221000,2021973000,2635069000,146645000,25698014000,2928457000
(주)엘지화학,051910,2018/12,347000,22.16,14.95,2.28,1.54,17.3,11.68,1.5,1.01,8.99,8.86,28944137000,1519312000,3100127000,186286000,28183013000,2246070000
(주)엘지화학,051910,2019/12,317500,85.57,61.29,2.04,1.46,16.11,11.54,1.4,1.01,16.29,1.84,34024426000,376104000,3950159000,242618000,28625042000,895648000
(주)엘지화학,051910,2020/12,824000,0,0,4.42,1.18,12.9,3.44,3.24,0.86,26.88,2.93,41388894000,682408000,4514065000,217778000,30076510000,1798159000
(주)영원무역,111770,2015/12,42100,57.75,32.87,4.03,2.29,25.57,14.56,2.82,1.6,20.85,12.09,2221028528,144523885,252444567,0,1584939206,196818558
(주)영원무역,111770,2016/12,30650,37.55,17.53,2.98,1.39,22.13,10.33,2.03,0.95,13.39,9.08,2389711953,108970651,347531565,0,2001607172,179446187
(주)영원무역,111770,2017/12,31500,36.55,25.04,1.88,1.29,17.5,11.99,1.36,0.93,13.36,8.78,2274891069,94672822,355986775,0,2009311225,181147430
(주)영원무역,111770,2018/12,38350,43.71,27.98,1.66,1.06,24.86,15.91,1.57,1.01,15.9,8.15,2638946077,111285166,368105865,0,2101268459,201037987
(주)영원무역,111770,2019/12,34250,28.22,20.2,1.48,1.06,31.51,22.55,1.39,0.99,11,9.82,3104545848,174282787,368318138,0,2388266483,237561338
(주)영원무역,111770,2020/12,31700,26.54,12.06,1.28,0.58,10.67,4.85,1.38,0.63,9.95,8.03,3038285285,182425908,368645574,0,2466374429,259688519
(주)영풍,000670,2015/12,1097000,51.39,33.46,1.84,1.2,29.03,18.9,2.79,1.82,19.03,5.13,3987888361,89940121,117095720,36773,2615383130,-5522303
(주)영풍,000670,2016/12,1064000,27.07,19.65,1.31,0.95,36.2,26.28,1.91,1.39,16.85,6.12,4134902349,127379031,110098099,0,2654083285,-4150401
(주)영풍,000670,2017/12,1074000,41.12,27.05,1.43,0.94,140.77,92.62,1.69,1.11,25.34,8.6,4803738859,272291255,125277955,0,3724854999,159425137
(주)영풍,000670,2018/12,745000,58.15,31.95,1.22,0.67,20.33,11.17,1.54,0.85,58.65,3.69,4721553263,46236892,116790150,0,2971432405,-108918579
(주)영풍,000670,2019/12,645000,21.08,13.26,0.89,0.56,11.88,7.48,1.19,0.75,11.42,7.4,4832690296,207399649,133253327,0,3084133444,84396705
(주)영풍,000670,2020/12,538000,27.19,15.16,0.69,0.39,6.37,3.55,1.02,0.57,13.16,4.03,5000855951,85349631,121024859,0,3183432777,46683479
(주)오뚜기,007310,2015/12,1225000,53.65,17.14,6.69,2.14,47.04,15.03,2.76,0.88,27.79,11.86,1484303072,104933462,324526723,0,1883098975,133409191
(주)오뚜기,007310,2016/12,662000,41.22,17.36,5.89,2.48,38.83,16.36,2.52,1.06,13.95,13.94,1592713366,137991306,344391283,0,2010658196,142501147
(주)오뚜기,007310,2017/12,806000,29.72,20.54,3.32,2.29,34.46,23.81,1.51,1.04,16.35,12.34,1721705316,132382443,330870613,0,2126150492,146055183
(주)오뚜기,007310,2018/12,724000,22.48,15.96,2.95,2.1,19.19,13.63,1.49,1.06,14.77,13.87,2063478708,160829137,247289097,0,2246764231,151725095
(주)오뚜기,007310,2019/12,554000,30.16,19.31,2.58,1.65,20.26,12.97,1.37,0.88,11.08,7.79,2152123515,99795075,260194349,0,2359651225,148278491
(주)오뚜기,007310,2020/12,577000,16.41,10.52,1.81,1.16,50.32,32.27,0.98,0.63,10.19,7.93,2339299659,110380199,263839302,0,2595880912,198445222
(주)오리온,271560,2017/12,104500,,,,,,,,,,,2257997920,76680272,416317375,671063,1117220559,107426613
(주)오리온,271560,2018/12,120000,89.39,46.98,9.7,5.1,51.5,27.07,8.89,4.67,38.44,10.31,2351350662,143026320,594797734,1131566,1926947889,282175029
(주)오리온,271560,2019/12,105500,66.69,39.24,7.27,4.28,42.05,24.74,6.96,4.09,29.53,14.24,2452307264,220467908,585627402,1166988,2023296057,327588745
(주)오리온,271560,2020/12,124000,85.96,45.62,8.6,4.56,49.5,26.27,8.45,4.49,32.15,15.5,2665406434,274562274,576939975,1138091,2229819934,376122013
(주)오리온홀딩스,001800,2015/12,1166000,539.02,327.7,10.41,6.33,74.68,45.4,11.7,7.11,57.08,12.36,2998838793,177107597,815402670,1335222,2382377301,299320248
(주)오리온홀딩스,001800,2016/12,655000,142.79,74.51,8.25,4.31,96.02,50.11,10.71,5.59,37.07,15.89,2908864465,249049644,824426208,1326014,2386269282,326246561
(주)오리온홀딩스,001800,2017/12,26650,15.15,0.4,17.94,0.47,921.36,24.25,2483.61,65.36,174.03,85.88,4302849629,1486406464,22603276,0,112748278,4900910
(주)오리온홀딩스,001800,2018/12,17100,81.6,40.87,0.99,0.5,114.42,57.31,71.08,35.6,65.14,3.03,4342134128,118294878,666882673,1131566,1997682828,230512591
(주)오리온홀딩스,001800,2019/12,17800,163.97,114.43,0.7,0.49,80.57,56.23,45.08,31.46,61.21,2.54,4366333653,156389781,661569466,1166988,2103591289,266659513
(주)오리온홀딩스,001800,2020/12,13200,83.64,48.32,0.61,0.35,211.42,122.16,43.28,25.01,59.21,3.98,4497550946,218531879,654773140,1138091,2280487378,308628635
(주)우리금융지주,316140,2019/12,11600,,,,,,,,,,,,,,,,
(주)우리금융지주,316140,2020/12,9730,,,,,,,,,,,,,,,,
(주)유한양행,000100,2015/12,272500,32.48,17.22,2.78,1.48,25.79,13.68,3.11,1.65,32.65,9.55,1880328618,126046995,254831450,39015549,1128731292,85837374
(주)유한양행,000100,2016/12,199500,32.33,16.98,2.92,1.53,41.93,22.02,3.02,1.58,22.04,11.27,2045941041,161248744,291648453,52666534,1320797335,97793027
(주)유한양행,000100,2017/12,219000,28.22,19.94,2.16,1.53,64.39,45.5,2.15,1.52,22.45,7.04,2094673424,109636659,335914499,71434811,1462248030,88709620
(주)유한양행,000100,2018/12,204500,44.29,25.66,2.4,1.39,44.6,25.84,2.4,1.39,24.67,3.55,2173812633,58334962,363665581,74066998,1518822858,50126443
(주)유한양행,000100,2019/12,236500,64.88,48.84,2.3,1.73,93.88,70.67,2.39,1.8,36.43,2.43,2117200258,36612326,418315414,96899629,1480353607,12535759
(주)유한양행,000100,2020/12,75100,18.02,3.21,2.09,0.37,73.05,13.01,2.22,0.4,31.58,11.06,2393522101,190401937,474167419,142633622,1619865303,84255098
(주)이마트,139480,2015/12,189000,14.66,10.72,1.03,0.76,7.93,5.8,0.64,0.47,9.07,6.55,14493751838,455879563,3292388437,0,13639993102,503780001
(주)이마트,139480,2016/12,183000,14.23,11.03,0.71,0.55,7.47,5.8,0.47,0.36,8.54,5.12,15428184325,381637145,3607133484,0,14777876304,546854596
(주)이마트,139480,2017/12,271000,12.48,7.72,0.97,0.6,11.05,6.83,0.64,0.4,10.67,7.73,16066507597,627938627,3954403119,0,15876686561,566919510
(주)이마트,139480,2018/12,182500,24.91,13.78,1.11,0.61,13.95,7.72,0.69,0.38,9.33,5.49,16753863685,476179033,4133468452,0,17049079117,462827003
(주)이마트,139480,2019/12,127500,19.48,10.01,0.67,0.34,9.22,4.73,0.43,0.22,9.41,2.75,21094758780,223836243,4741774874,0,19062879818,150652509
(주)이마트,139480,2020/12,151500,8.4,4.84,0.52,0.3,5.37,3.09,0.33,0.19,8.45,4.05,22340423719,362572648,5571651991,0,22033009981,237151679
(주)제일기획,030000,2015/12,20700,109.97,69.27,5.59,3.52,70.29,44.28,3.56,2.25,45.48,9.55,1866861902,81740961,821452164,0,2806713644,127217996
(주)제일기획,030000,2016/12,15750,52.2,33.65,4.78,3.08,97.52,62.88,2.56,1.65,21.63,11.4,2151431627,90648134,847885557,0,3232593889,149549496
(주)제일기획,030000,2017/12,21200,28.62,20.17,4.54,3.2,58.5,41.24,2.4,1.69,33.81,15.8,2238293235,128372886,856009825,0,3374986899,156535958
(주)제일기획,030000,2018/12,22500,35.19,25.61,4.92,3.58,14.82,10.79,2.33,1.69,37.27,15.01,2172078164,131868993,901653924,0,3477880994,181096627
(주)제일기획,030000,2019/12,24050,32.31,22.91,5.89,4.17,32.1,22.76,2.99,2.12,37.42,15.09,2252767352,139453304,959116203,0,3421672988,205813034
(주)제일기획,030000,2020/12,20600,23.35,11.24,4.47,2.15,17.95,8.64,3.17,1.53,26.61,16.11,2242463952,158280184,899539438,0,2747921881,204917150
(주)종근당,185750,2015/12,96100,0,0,3.69,1.74,148.8,70.13,1.83,0.86,15.54,,,,,,,
(주)종근당,185750,2016/12,104500,42.74,20.45,5.29,2.53,30.29,14.49,2.1,1.01,12.75,,,,,,,
(주)종근당,185750,2017/12,138500,25.52,17.03,3.61,2.41,17.06,11.39,1.55,1.03,13.49,13.39,677205335,53728254,281891354,65051785,884362808,77764992
(주)종근당,185750,2018/12,102000,36.44,19.89,3.83,2.09,34.29,18.72,1.62,0.89,10.62,10.21,711494874,41704405,304663418,77034472,956218889,75739894
(주)종근당,185750,2019/12,97000,21.36,15.01,2.57,1.8,14.24,10.01,1.07,0.75,10.32,11.94,801352143,52975285,329702941,98623649,1079337662,74575613
(주)종근당,185750,2020/12,226500,35.23,7.48,6.02,1.28,29.19,6.19,2.4,0.51,16.66,17.88,946333120,90404889,365203940,146663978,1303005524,123935879
(주)지누스,013890,2015/12,,,,,,,,,,,,,,,,,
(주)지누스,013890,2016/12,,,,,,,,,,,,,,,,,
(주)지누스,013890,2017/12,,0,0,0,0,0,0,0,0,0.25,34.33,340368616,45151696,91953587,3531406,602754834,87200984
(주)지누스,013890,2018/12,,0,0,0,0,0,0,0,0,1.07,28.34,514784303,43608873,123277724,3523278,621764301,53086658
(주)지누스,013890,2019/12,92800,28.41,21.95,4.41,3.41,0,0,4.78,3.69,22.28,26.32,755067850,72426384,156326378,5422143,817137677,103868178
(주)지누스,013890,2020/12,103000,19.77,6.7,4.67,1.58,99.95,33.89,8.13,2.76,21.76,11.61,896807386,45789825,230832090,2301996,989524782,86722514
(주)지에스,078930,2015/12,50700,53.11,36.93,1.1,0.76,45.8,31.84,28.44,19.77,39.5,8.05,19023008000,509319000,1297940000,0,12301179000,1581778000
(주)지에스,078930,2016/12,54100,25.74,19.6,1.21,0.92,18.98,14.46,15.18,11.56,17.69,12.13,20341172000,923311000,1435200000,0,13462426000,1754224000
(주)지에스,078930,2017/12,62200,19.46,12.66,1.5,0.98,17.38,11.31,14.91,9.7,15.13,13.42,22003689000,1091904000,1689562000,0,16209942000,2071234000
(주)지에스,078930,2018/12,51600,16.05,10.6,1.32,0.87,15.56,10.27,13.38,8.83,11.83,11.14,22630978000,1030460000,1883936000,0,17744385000,2209837000
(주)지에스,078930,2019/12,51600,18.84,15.39,1,0.82,19.09,15.59,14.31,11.69,17.59,6.26,24739276000,668945000,1949278000,0,17786063000,2033142000
(주)지에스,078930,2020/12,37550,0,0,0.97,0.57,22.86,13.48,15.89,9.37,16.99,-2.82,24476843000,-187776000,1838123000,0,15444214000,920569000
(주)지에스리테일,007070,2015/12,53800,33.17,11.51,3.41,1.18,12.18,4.23,0.87,0.3,12.41,9.45,4735505772,166229574,1013230520,0,6273142140,225793504
(주)지에스리테일,007070,2016/12,47600,18.22,12.1,2.94,1.95,14.87,9.87,0.72,0.48,9.95,14.5,4721361657,273539185,1168829721,0,7402005718,218058674
(주)지에스리테일,007070,2017/12,40300,30.79,17.49,2.41,1.37,12.07,6.86,0.56,0.32,9.55,5.88,5092274321,115101857,1393598389,0,8266567148,165713644
(주)지에스리테일,007070,2018/12,40500,30.64,19.72,1.83,1.18,14.79,9.52,0.42,0.27,9.68,5.86,5098880173,132335837,1658488782,0,8691612313,180259204
(주)지에스리테일,007070,2019/12,39250,28.7,22.64,1.64,1.29,4.75,3.75,0.38,0.3,7.14,6.22,7049658160,143624028,1703247179,0,9006928793,238835956
(주)지에스리테일,007070,2020/12,34450,18.9,10.57,1.61,0.9,4.71,2.63,0.4,0.23,5.93,7.52,7177767176,154521823,1578728588,0,8862318939,252567216
(주)카카오,035720,2015/12,,0,0,0,0,0,0,0,0,36.87,3.02,3188477733,78764758,843563530,0,932151827,88588297
(주)카카오,035720,2016/12,,0,0,0,0,0,0,0,0,40.99,1.93,5484117180,65455117,1348097735,0,1464232790,116135056
(주)카카오,035720,2017/12,137000,52.32,30.39,3.41,1.98,46.16,26.82,11.63,6.76,57.84,2.91,6349428455,125093899,1806946952,0,1972326479,165379528
(주)카카오,035720,2018/12,103000,140.56,74.39,3.04,1.61,28.18,14.91,10.8,5.72,44.31,1.04,7959542105,15888859,2344043551,0,2416992441,72948890
(주)카카오,035720,2019/12,153500,0,0,3.07,1.8,24.94,14.63,8.79,5.16,41.13,-5.81,8737255756,-341924578,2863325143,0,3070111365,206786222
(주)카카오,035720,2020/12,389500,0,0,7.66,2.35,58.18,17.83,20.62,6.32,78.37,2.7,11953970239,173359672,3700960606,0,4156816121,455855515
(주)카카오뱅크,323410,2017/12,,,,,,,,,,,,,,,,,
(주)카카오뱅크,323410,2018/12,,,,,,,,,,,,,,,,,
(주)카카오뱅크,323410,2019/12,,,,,,,,,,,,,,,,,
(주)카카오뱅크,323410,2020/12,,,,,,,,,,,,,,,,,
(주)카카오페이,377300,2018/12,,,,,,,,,,,,387331388,-93482830,166030911,0,69525627,-96505284
(주)카카오페이,377300,2019/12,,0,0,0,0,0,0,0,0,0,-139.48,524626347,-65011343,206411114,0,141103395,-65307719
(주)카카오페이,377300,2020/12,,0,0,0,0,0,0,0,0,-537.63,-17.97,1207982676,-25050768,302280263,0,284370769,-17909494
(주)케이씨씨,002380,2015/12,417500,40.34,23.36,1.13,0.65,27.89,16.15,2.07,1.2,14.41,3.05,8668411154,185052521,576555330,70445025,3414387967,309210486
(주)케이씨씨,002380,2016/12,359500,35.51,28.6,0.82,0.66,12.22,9.85,1.49,1.2,11.46,2.58,9162368432,152961874,602516355,75155461,3490487871,326583102
(주)케이씨씨,002380,2017/12,381000,0,0,0.84,0.58,12.33,8.49,1.38,0.95,12.31,0.71,9543776838,42299634,595090238,75988541,3863990045,329834971
(주)케이씨씨,002380,2018/12,309000,0,0,0.82,0.47,9.08,5.23,1.35,0.78,10.59,-0.41,8965418419,-23103553,602080896,80958156,3782162956,243524365
(주)케이씨씨,002380,2019/12,233500,0,0,0.88,0.48,15.21,8.36,1.6,0.88,13.52,-4.37,9382221503,-221877262,505576308,83165309,2719563984,133209522
(주)케이씨씨,002380,2020/12,197500,3.29,1.34,0.47,0.19,5.48,2.23,1.12,0.45,15.39,12.79,12347572328,560873031,907999321,151405463,5083631493,133845504
(주)케이티,030200,2015/12,28250,11.15,9.56,1.01,0.86,2.41,2.06,0.51,0.43,3.65,5.22,29341185000,631288000,20988277000,183821000,22281221000,1292944000
(주)케이티,030200,2016/12,29400,10.84,8.4,1.02,0.79,1.99,1.54,0.52,0.4,3.31,6.38,30587733000,797844000,21303686000,167881000,22743665000,1439979000
(주)케이티,030200,2017/12,30250,20.04,16.15,1.03,0.83,2.67,2.15,0.54,0.43,3.22,4.12,29580628000,561526000,22011981000,168635000,23387267000,1375286000
(주)케이티,030200,2018/12,29800,14.54,12.35,0.84,0.71,2.29,1.95,0.47,0.4,3.14,5.53,32188830000,762305000,22198621000,176758000,23460143000,1261522000
(주)케이티,030200,2019/12,27000,18.77,16.02,0.78,0.66,2.87,2.45,0.45,0.38,3.33,4.61,34061292000,669347000,23190999000,165028000,24342064000,1151065000
(주)케이티,030200,2020/12,24000,10.57,6.77,0.62,0.4,1.59,1.02,0.39,0.25,3.07,4.75,33662545000,703392000,22732560000,156940000,23916667000,1184107000
(주)케이티앤지,033780,2015/12,104500,17.04,10.56,3.06,1.9,12.55,7.78,5.86,3.63,10.51,17.8,8586509523,1046154494,1163088096,36032000,4134035080,1366334874
(주)케이티앤지,033780,2016/12,101000,17.46,11.73,3.16,2.12,14.16,9.51,6.45,4.33,9.48,18.37,9729918448,1203742347,1225734579,37468000,4468855746,1468833906
(주)케이티앤지,033780,2017/12,115500,17.4,13.05,2.63,1.98,15.74,11.81,5.79,4.34,11.23,16.37,10020315627,1211446576,1320371581,43552000,4667193482,1441057250
(주)케이티앤지,033780,2018/12,101500,18.51,15.3,2.32,1.92,24.09,19.92,6.04,5,11.98,11.39,10197870417,903359164,1382025085,43148000,4471515592,1253459370
(주)케이티앤지,033780,2019/12,93800,16.87,14.43,2.1,1.8,19.52,16.7,5.11,4.37,9.84,12.32,10752439456,1037198625,1495035712,49673000,4963202297,1379590578
(주)케이티앤지,033780,2020/12,83100,12.53,8.04,1.82,1.17,11.35,7.29,3.92,2.52,7.06,13.22,11468383152,1171643099,1489051054,52725000,5301617654,1481051152
(주)크래프톤,259960,2015/12,,,,,,,,,,,,,,,,,
(주)크래프톤,259960,2016/12,,,,,,,,,,,,,,,,,
(주)크래프톤,259960,2017/12,,,,,,,,,,,,,,,,,
(주)크래프톤,259960,2018/12,,0,0,0,0,0,0,0,0,0,0,619059582,251007112,819782495,0,1120033964,300251469
(주)크래프톤,259960,2019/12,,0,0,0,0,0,0,0,0,0,99.21,990056372,278859373,728183214,0,1087479500,359296287
(주)크래프톤,259960,2020/12,,0,0,0,0,0,0,0,0,0,61.86,1719105732,556267189,896557166,0,1670427919,773870752
(주)포스코인터내셔널,047050,2015/12,16350,44.17,22.19,5.31,2.67,3.28,1.65,0.21,0.11,11.11,5.35,8043303770,108577876,920151638,4081000,17526906326,368804258
(주)포스코인터내셔널,047050,2016/12,27000,27.11,10.86,4.09,1.64,3.95,1.58,0.22,0.09,13.32,4.49,8288782432,122212627,817736458,1344000,16492090197,318139080
(주)포스코인터내셔널,047050,2017/12,18150,23.36,14.21,2.82,1.72,10.1,6.15,0.17,0.1,10.27,6.61,9169985984,166818739,907230886,2594000,22571653747,401313863
(주)포스코인터내셔널,047050,2018/12,18200,33.19,21.33,2.37,1.53,0,0,0.14,0.09,10.44,5.45,9881020333,115741119,501432847,2992000,25173939721,472623104
(주)포스코인터내셔널,047050,2019/12,18650,13.45,10.43,1.54,1.19,1.65,1.28,0.11,0.09,5.89,7.06,8959415088,202398051,519276554,2637000,24422574846,605317746
(주)포스코인터내셔널,047050,2020/12,14550,12.04,5.23,1.3,0.56,2.8,1.22,0.13,0.06,5.27,7.69,8328038736,229524209,450586904,495000,21472386358,474478289
(주)포스코퓨처엠,003670,2015/12,,0,0,0,0,0,0,0,0,9.85,6.68,717505711,32168380,56289174,4679077,1221228001,56012560
(주)포스코퓨처엠,003670,2016/12,,0,0,0,0,0,0,0,0,6.48,8,723863094,44528773,55462927,5046568,1117704662,85342098
(주)포스코퓨처엠,003670,2017/12,,0,0,0,0,0,0,0,0,19.66,17.16,835840209,103959563,51603856,5340143,1197158861,103960742
(주)포스코퓨처엠,003670,2018/12,,0,0,0,0,0,0,0,0,30.93,18.96,947629179,132752044,59686853,6715224,1383593537,106299428
(주)포스코퓨처엠,003670,2019/12,49250,39.5,27.68,3.98,2.79,60.15,42.16,2.47,1.73,24.88,11.57,1730132565,101163401,76677503,10798464,1483769012,89854950
(주)포스코퓨처엠,003670,2020/12,104000,120.11,36.03,7.36,2.21,235.83,70.75,4.4,1.32,56.78,2.96,2088053324,29747509,84122853,14023233,1566235713,60269660
(주)풍산,103140,2015/12,27550,11.56,8.03,0.78,0.54,2.88,2,0.44,0.31,9.04,4.83,2607569919,51652436,129205867,5622000,2819677315,111054254
(주)풍산,103140,2016/12,40500,9.21,4.58,1.06,0.53,7.03,3.49,0.62,0.31,8.06,11.84,2714949032,137705683,153289620,13358000,2831770052,217800764
(주)풍산,103140,2017/12,47500,11.11,6.99,1.31,0.82,15.56,9.79,0.73,0.46,7.97,11.86,2729495592,150694835,167373351,9340000,2944963083,241068224
(주)풍산,103140,2018/12,27350,23.91,10.24,1.1,0.47,19.1,8.18,0.69,0.29,8.21,4.62,2668117561,62100098,159654226,13640000,2774499775,107501137
(주)풍산,103140,2019/12,23800,61.38,37.09,0.69,0.41,5.16,3.12,0.49,0.3,9.86,1.28,2562507866,17625569,146472059,11777000,2451305535,41142663
(주)풍산,103140,2020/12,27950,11.2,5.08,0.59,0.27,12.36,5.61,0.43,0.19,7.68,5.09,2552025017,71907051,149861918,12664000,2593636026,121208787
(주)하나금융지주,086790,2015/12,23600,,,,,,,,,,,,,,,,
(주)하나금융지주,086790,2016/12,31250,,,,,,,,,,,,,,,,
(주)하나금융지주,086790,2017/12,49800,,,,,,,,,,,,,,,,
(주)하나금융지주,086790,2018/12,36250,,,,,,,,,,,,,,,,
(주)하나금융지주,086790,2019/12,36900,,,,,,,,,,,,,,,,
(주)하나금융지주,086790,2020/12,34500,,,,,,,,,,,,,,,,
(주)하나투어,039130,2015/12,115000,82.96,31.08,14.72,5.51,69.04,25.87,6.61,2.48,31.59,16.83,504354080,34161709,414676177,0,459425683,44749505
(주)하나투어,039130,2016/12,66100,140.68,74.01,8.58,4.51,28.59,15.04,3.46,1.82,17.4,4.16,520249642,7527451,574606757,0,595538710,20931953
(주)하나투어,039130,2017/12,103000,52.02,27.91,8.16,4.38,26.53,14.24,3.04,1.63,19.46,6.58,604729719,12714207,641476905,0,682307266,40830361
(주)하나투어,039130,2018/12,68800,110.99,48.47,9.2,4.02,71.27,31.12,2.74,1.2,20.91,4.32,716121751,10586798,803404831,0,828273952,24869121
(주)하나투어,039130,2019/12,51100,0,0,9.23,4.62,0,0,1.96,0.98,29.61,-4.22,1007555858,-11951852,757258614,0,763194958,5936343
(주)하나투어,039130,2020/12,56000,0,0,6.98,2.98,0,0,11.45,4.88,0,-108.93,703260915,-218571040,224438313,0,109571614,-114866698
(주)하이브,352820,2016/12,,,,,,,,,,,,,,,,,
(주)하이브,352820,2017/12,,,,,,,,,,,,,,,,,
(주)하이브,352820,2018/12,,,,,,,,,,,,,,,,,
(주)하이브,352820,2019/12,,0,0,0,0,0,0,0,0,-0.76,42.38,362989836,72424095,102795121,1323898,587224478,98742469
(주)하이브,352820,2020/12,160000,10.56,4.24,0.51,0.21,7.7,3.09,1.29,0.52,51.45,12.52,1924442638,87061118,229229622,1654168,796283397,145515649
(주)한샘,009240,2015/12,231500,75.88,24.71,21.05,6.86,41.14,13.4,5.01,1.63,36.36,29.67,768849170,114715975,378737104,4667496,1710544310,146732992
(주)한샘,009240,2016/12,199000,57.33,26.5,14.65,6.77,47.57,21.99,3.87,1.79,26.89,26.12,899418181,127527432,439183723,3925625,1934547149,159593399
