회사명,거래소코드,회계년도,당기순이익(순손실)(연결)(천원),영업이익(손실)(연결)(천원),매출액(영업수익)(*)(연결)(천원)
(주)BNK금융지주,138930,2011/12,,,
(주)BNK금융지주,138930,2012/12,,,
(주)BNK금융지주,138930,2013/12,,,
(주)BNK금융지주,138930,2014/12,,,
(주)BNK금융지주,138930,2015/12,,,
(주)BNK금융지주,138930,2016/12,,,
(주)BNK금융지주,138930,2017/12,,,
(주)BNK금융지주,138930,2018/12,,,
(주)BNK금융지주,138930,2019/12,,,
(주)BNK금융지주,138930,2020/12,,,
(주)BNK금융지주,138930,2021/12,,,
(주)BNK금융지주,138930,2022/12,,,
(주)DB하이텍,000990,2006/12,2276757,23646591,1144404300
(주)DB하이텍,000990,2007/12,-53586804,-38254428,1462818466
(주)DB하이텍,000990,2008/12,-299266983,33826453,1880810771
(주)DB하이텍,000990,2009/12,-183352446,-136195840,1236478565
(주)DB하이텍,000990,2010/12,-70971977,-279258370,700952114
(주)DB하이텍,000990,2011/12,-97946584,-35388322,552216245
(주)DB하이텍,000990,2012/12,-31341318,-15621631,590786488
(주)DB하이텍,000990,2013/12,-83046768,-9610612,493752028
(주)DB하이텍,000990,2014/12,-77008844,45560248,567718224
(주)DB하이텍,000990,2015/12,126733352,124968815,666594987
(주)DB하이텍,000990,2016/12,88344018,172427930,773140180
(주)DB하이텍,000990,2017/12,110175089,143195168,679737744
(주)DB하이텍,000990,2018/12,86828768,112993143,669279136
(주)DB하이텍,000990,2019/12,104637012,181292188,807416423
(주)DB하이텍,000990,2020/12,166025591,239335181,935919766
(주)DB하이텍,000990,2021/12,316891852,399106778,1214682040
(주)DB하이텍,000990,2022/12,558836662,768746686,1675287534
(주)JB금융지주,175330,2013/12,,,
(주)JB금융지주,175330,2014/12,,,
(주)JB금융지주,175330,2015/12,,,
(주)JB금융지주,175330,2016/12,,,
(주)JB금융지주,175330,2017/12,,,
(주)JB금융지주,175330,2018/12,,,
(주)JB금융지주,175330,2019/12,,,
(주)JB금융지주,175330,2020/12,,,
(주)JB금융지주,175330,2021/12,,,
(주)JB금융지주,175330,2022/12,,,
(주)KB금융지주,105560,2008/12,,,
(주)KB금융지주,105560,2009/12,,,
(주)KB금융지주,105560,2010/12,,,
(주)KB금융지주,105560,2011/12,,,
(주)KB금융지주,105560,2012/12,,,
(주)KB금융지주,105560,2013/12,,,
(주)KB금융지주,105560,2014/12,,,
(주)KB금융지주,105560,2015/12,,,
(주)KB금융지주,105560,2016/12,,,
(주)KB금융지주,105560,2017/12,,,
(주)KB금융지주,105560,2018/12,,,
(주)KB금융지주,105560,2019/12,,,
(주)KB금융지주,105560,2020/12,,,
(주)KB금융지주,105560,2021/12,,,
(주)KB금융지주,105560,2022/12,,,
(주)강원랜드,035250,2006/12,,,
(주)강원랜드,035250,2007/12,,,
(주)강원랜드,035250,2008/12,,,
(주)강원랜드,035250,2009/12,390000453,463657864,1206658712
(주)강원랜드,035250,2010/12,421119501,565893599,1314090565
(주)강원랜드,035250,2011/12,381175313,489646463,1265686425
(주)강원랜드,035250,2012/12,306228988,404867665,1296191223
(주)강원랜드,035250,2013/12,297596347,388041305,1361286598
(주)강원랜드,035250,2014/12,359348568,513172052,1496541441
(주)강원랜드,035250,2015/12,441629101,595400403,1633716839
(주)강원랜드,035250,2016/12,454533659,618616289,1696532511
(주)강원랜드,035250,2017/12,437540507,530897334,1604470055
(주)강원랜드,035250,2018/12,297236881,430699990,1438059299
(주)강원랜드,035250,2019/12,334653892,501153152,1520080449
(주)강원랜드,035250,2020/12,-275879104,-431583874,478578866
(주)강원랜드,035250,2021/12,-10582086,-52695286,788432830
(주)강원랜드,035250,2022/12,115612768,217565214,1270685819
(주)녹십자,006280,2006/12,34763353,54864115,405117677
(주)녹십자,006280,2007/12,,,
(주)녹십자,006280,2008/12,,,
(주)녹십자,006280,2009/12,,,
(주)녹십자,006280,2010/12,104688642,145628693,791015317
(주)녹십자,006280,2011/12,57600774,85386142,767911771
(주)녹십자,006280,2012/12,55611788,74355683,811774313
(주)녹십자,006280,2013/12,72027708,78808461,888168207
(주)녹십자,006280,2014/12,86789123,96965896,975327106
(주)녹십자,006280,2015/12,95687082,91680270,1047812247
(주)녹십자,006280,2016/12,65152451,78451576,1197903918
(주)녹십자,006280,2017/12,56711043,90297778,1287916286
(주)녹십자,006280,2018/12,34249900,50150708,1334877810
(주)녹십자,006280,2019/12,-11287400,40254540,1369709727
(주)녹십자,006280,2020/12,89270741,50252526,1504115279
(주)녹십자,006280,2021/12,136949879,73661621,1537825750
(주)녹십자,006280,2022/12,69414785,81263666,1711312740
(주)녹십자홀딩스,005250,2006/12,17835837,48783065,928417829
(주)녹십자홀딩스,005250,2007/12,41042947,69475304,1132916307
(주)녹십자홀딩스,005250,2008/12,36316890,62969194,1233147505
(주)녹십자홀딩스,005250,2009/12,75264340,131491079,1523878840
(주)녹십자홀딩스,005250,2010/12,118549436,154795038,1790987048
(주)녹십자홀딩스,005250,2011/12,57069439,105781013,817952804
(주)녹십자홀딩스,005250,2012/12,90112725,88978262,856575203
(주)녹십자홀딩스,005250,2013/12,80790983,94901863,938298393
(주)녹십자홀딩스,005250,2014/12,101469183,115192884,1044768160
(주)녹십자홀딩스,005250,2015/12,112848610,107609076,1132876997
(주)녹십자홀딩스,005250,2016/12,74263537,99255537,1354466206
(주)녹십자홀딩스,005250,2017/12,70728142,111971957,1465489007
(주)녹십자홀딩스,005250,2018/12,19378934,49332045,1548714795
(주)녹십자홀딩스,005250,2019/12,-30476552,30379583,1524799074
(주)녹십자홀딩스,005250,2020/12,179995784,70732030,1719325650
(주)녹십자홀딩스,005250,2021/12,127657537,86244224,1840558603
(주)녹십자홀딩스,005250,2022/12,58897359,71159596,2079559971
(주)농심,004370,2006/12,112900722,141391858,1671732377
(주)농심,004370,2007/12,103385136,115117833,1561684847
(주)농심,004370,2008/12,78652078,104601467,1760099644
(주)농심,004370,2009/12,127583646,114799754,2006931305
(주)농심,004370,2010/12,124293893,117393404,2069615167
(주)농심,004370,2011/12,83877581,102305653,2170883423
(주)농심,004370,2012/12,-9166417,96891951,2175710560
(주)농심,004370,2013/12,86896539,92602717,2086651379
(주)농심,004370,2014/12,64454972,73543113,2041702670
(주)농심,004370,2015/12,117412116,118287933,2181623581
(주)농심,004370,2016/12,199229661,89702884,2217015272
(주)농심,004370,2017/12,90685629,96383976,2208260640
(주)농심,004370,2018/12,84301647,88559996,2236436215
(주)농심,004370,2019/12,71068947,78816049,2343942952
(주)농심,004370,2020/12,149048288,160297492,2639795633
(주)농심,004370,2021/12,99637363,106139721,2662982988
(주)농심,004370,2022/12,116033570,112172857,3129065208
(주)대우건설,047040,2006/12,418827990,643667326,5807228759
(주)대우건설,047040,2007/12,991686927,581915884,6155423847
(주)대우건설,047040,2008/12,251267586,358005850,6591467489
(주)대우건설,047040,2009/12,104005325,239665947,7108206290
(주)대우건설,047040,2010/12,-761216275,-362240747,6780478137
(주)대우건설,047040,2011/12,173553923,328177440,7019591544
(주)대우건설,047040,2012/12,173028930,345686550,8223432761
(주)대우건설,047040,2013/12,-718036005,-244664406,8782195639
(주)대우건설,047040,2014/12,102110187,426972474,9995022699
(주)대우건설,047040,2015/12,142037371,343433751,9935734306
(주)대우건설,047040,2016/12,-754927284,-467242255,11105930098
(주)대우건설,047040,2017/12,257893627,429026367,11766840488
(주)대우건설,047040,2018/12,297330432,628733744,10605493845
(주)대우건설,047040,2019/12,201239572,364061075,8651852221
(주)대우건설,047040,2020/12,282603723,558257521,8136705737
(주)대우건설,047040,2021/12,484926502,738313485,8685207680
(주)대우건설,047040,2022/12,508010239,760006515,10419213132
(주)대웅,003090,2006/03,38448641,56276715,413135906
(주)대웅,003090,2007/03,55032900,77093081,500880459
(주)대웅,003090,2008/03,66999438,81512401,607247194
(주)대웅,003090,2009/03,47505256,30619693,695010620
(주)대웅,003090,2010/03,33573300,97710208,766644083
(주)대웅,003090,2011/12,44470947,51319479,294259306
(주)대웅,003090,2012/12,46344365,43504653,320770921
(주)대웅,003090,2013/12,74723609,97202104,843315008
(주)대웅,003090,2014/12,37877138,78669953,893952807
(주)대웅,003090,2015/12,54590416,79718754,996816140
(주)대웅,003090,2016/12,34573862,60994092,1014965932
(주)대웅,003090,2017/12,85706875,84543011,1123956914
(주)대웅,003090,2018/12,32736376,85774627,1231290089
(주)대웅,003090,2019/12,71342383,107543718,1365679369
(주)대웅,003090,2020/12,118379527,98055318,1355337387
(주)대웅,003090,2021/12,99957306,182627158,1511373581
(주)대웅,003090,2022/12,120268044,207334243,1697338483
(주)대웅제약,069620,2006/03,,,
(주)대웅제약,069620,2007/03,,,
(주)대웅제약,069620,2008/03,58826031,73399665,484346075
(주)대웅제약,069620,2009/03,32725336,41980605,548326626
(주)대웅제약,069620,2010/03,,,
(주)대웅제약,069620,2011/12,50728105,59288726,710547146
(주)대웅제약,069620,2012/12,33512864,36882819,669013833
(주)대웅제약,069620,2013/12,57974401,71371633,682508016
(주)대웅제약,069620,2014/12,30469956,51944394,735889424
(주)대웅제약,069620,2015/12,35673702,43564445,839686478
(주)대웅제약,069620,2016/12,26125871,25893485,883920425
(주)대웅제약,069620,2017/12,35436337,38957149,960307423
(주)대웅제약,069620,2018/12,-15417245,24566167,1031427426
(주)대웅제약,069620,2019/12,28865606,44687097,1113425921
(주)대웅제약,069620,2020/12,24148066,16979724,1055423690
(주)대웅제약,069620,2021/12,30257003,88902177,1152975698
(주)대웅제약,069620,2022/12,39163169,95797149,1280091851
(주)대한항공,003490,2006/12,384287040,566239996,8308298344
(주)대한항공,003490,2007/12,37252749,726909293,9068344698
(주)대한항공,003490,2008/12,-1917366465,-44209615,10484449012
(주)대한항공,003490,2009/12,-103796635,174913445,9660211343
(주)대한항공,003490,2010/12,501752567,1169497613,11820897830
(주)대한항공,003490,2011/12,-199751062,460163461,12269083442
(주)대한항공,003490,2012/12,256371132,318556879,12719636524
(주)대한항공,003490,2013/12,-383555366,-19562089,11848707841
(주)대한항공,003490,2014/12,-457822464,395047444,11909748648
(주)대한항공,003490,2015/12,-562967287,883088281,11544831301
(주)대한항공,003490,2016/12,-556844431,1120809171,11731852589
(주)대한항공,003490,2017/12,801897025,939782250,12092211498
(주)대한항공,003490,2018/12,-198649078,623919297,13011645224
(주)대한항공,003490,2019/12,-622761502,257473679,12683407265
(주)대한항공,003490,2020/12,-230018635,108918119,7606224079
(주)대한항공,003490,2021/12,578782033,1417968633,9016824640
(주)대한항공,003490,2022/12,1729502852,2830586754,14096094819
(주)더블유게임즈,192080,2014/12,,,
(주)더블유게임즈,192080,2015/12,,,
(주)더블유게임즈,192080,2016/12,48718418,44859615,155636444
(주)더블유게임즈,192080,2017/12,35641749,81019758,319345253
(주)더블유게임즈,192080,2018/12,87761134,135754821,483010036
(주)더블유게임즈,192080,2019/12,110292805,154608044,513847375
(주)더블유게임즈,192080,2020/12,124794300,194184072,658175939
(주)더블유게임즈,192080,2021/12,156282035,190364411,624060773
(주)더블유게임즈,192080,2022/12,-221064093,183857430,617262020
(주)동서,026960,2006/12,65919412,28823253,245637147
(주)동서,026960,2007/12,78971143,31272546,260484605
(주)동서,026960,2008/12,92714258,37389044,308885345
(주)동서,026960,2009/12,110728709,49093214,335947445
(주)동서,026960,2010/12,120078137,52651072,386064418
(주)동서,026960,2011/12,99811942,49423331,443158569
(주)동서,026960,2012/12,125452016,51332875,459681978
(주)동서,026960,2013/12,126490088,50960346,470368827
(주)동서,026960,2014/12,131013543,54146019,502655538
(주)동서,026960,2015/12,124966404,48842390,509394172
(주)동서,026960,2016/12,122358706,45602522,513790349
(주)동서,026960,2017/12,126070591,47673463,559080361
(주)동서,026960,2018/12,120396957,43217607,563524574
(주)동서,026960,2019/12,140545752,38471986,502235935
(주)동서,026960,2020/12,120588759,45114690,493040722
(주)동서,026960,2021/12,115145659,38374680,535327319
(주)동서,026960,2022/12,169611049,39175078,556486609
(주)두산,000150,2006/12,149776636,780282347,13037914375
(주)두산,000150,2007/12,424175959,1184323183,15279304266
(주)두산,000150,2008/12,-200755091,1039102182,21427957903
(주)두산,000150,2009/12,-266822223,533585940,20507049053
(주)두산,000150,2010/12,379525941,1625656335,23044504559
(주)두산,000150,2011/12,352411421,408852539,4033312612
(주)두산,000150,2012/12,109803056,204947798,3833824003
(주)두산,000150,2013/12,130167997,1154877484,21936534160
(주)두산,000150,2014/12,33249467,1008069752,20468238468
(주)두산,000150,2015/12,-1700809954,264583147,18960372476
(주)두산,000150,2016/12,50416444,917242620,16410692546
(주)두산,000150,2017/12,45949111,1179916207,17585204592
(주)두산,000150,2018/12,-340510995,1215881396,18172166697
(주)두산,000150,2019/12,433106773,1261859934,18535738102
(주)두산,000150,2020/12,-963891957,274996525,16969330882
(주)두산,000150,2021/12,656730965,945931227,13204153076
(주)두산,000150,2022/12,-581168718,1126028726,16995760103
(주)메리츠금융지주,138040,2011/03,,,
(주)메리츠금융지주,138040,2012/03,,,
(주)메리츠금융지주,138040,2013/03,,,
(주)메리츠금융지주,138040,2014/12,,,
(주)메리츠금융지주,138040,2015/12,,,
(주)메리츠금융지주,138040,2016/12,,,
(주)메리츠금융지주,138040,2017/12,,,
(주)메리츠금융지주,138040,2018/12,,,
(주)메리츠금융지주,138040,2019/12,,,
(주)메리츠금융지주,138040,2020/12,,,
(주)메리츠금융지주,138040,2021/12,,,
(주)메리츠금융지주,138040,2022/12,,,
(주)보령,003850,2006/12,,,
(주)보령,003850,2007/12,,,
(주)보령,003850,2008/12,,,
(주)보령,003850,2009/12,,,
(주)보령,003850,2010/12,,,
(주)보령,003850,2011/12,,,
(주)보령,003850,2012/12,,,
(주)보령,003850,2013/12,,,
(주)보령,003850,2014/12,,,
(주)보령,003850,2015/12,,,
(주)보령,003850,2016/12,,,
(주)보령,003850,2017/12,56478219,1020087,422721052
(주)보령,003850,2018/12,20306902,24955682,460401670
(주)보령,003850,2019/12,32221803,39063789,524268670
(주)보령,003850,2020/12,26859762,39986311,561866592
(주)보령,003850,2021/12,43119260,41448228,627279390
(주)보령,003850,2022/12,41938309,56602877,760475845
(주)비지에프리테일,282330,2017/12,27983935,26516480,938735225
(주)비지에프리테일,282330,2018/12,154186683,189516686,5775862323
(주)비지에프리테일,282330,2019/12,151377054,196623294,5946068220
(주)비지에프리테일,282330,2020/12,122711267,162204244,6181269419
(주)비지에프리테일,282330,2021/12,147642852,199441704,6781161259
(주)비지에프리테일,282330,2022/12,193538863,252407574,7615769468
(주)셀트리온,068270,2006/12,,,
(주)셀트리온,068270,2007/12,2141999,1649833,60083990
(주)셀트리온,068270,2008/12,,,
(주)셀트리온,068270,2009/12,,,
(주)셀트리온,068270,2010/12,,,
(주)셀트리온,068270,2011/12,167808722,178657358,279041704
(주)셀트리온,068270,2012/12,174431166,195449916,350196210
(주)셀트리온,068270,2013/12,102454821,99845427,226207869
(주)셀트리온,068270,2014/12,117481628,201468888,471045511
(주)셀트리온,068270,2015/12,158281750,258954319,603412769
(주)셀트리온,068270,2016/12,149418661,221243035,670580962
(주)셀트리온,068270,2017/12,377725081,499585551,949079965
(주)셀트리온,068270,2018/12,237476361,323131558,982074960
(주)셀트리온,068270,2019/12,301442694,381532473,1128459878
(주)셀트리온,068270,2020/12,525702910,718577360,1849115532
(주)셀트리온,068270,2021/12,595779439,756857107,1911601263
(주)셀트리온,068270,2022/12,542566233,647198175,2283967480
(주)신세계,004170,2006/12,495541074,769370732,9354732125
(주)신세계,004170,2007/12,520833775,823820454,10382281378
(주)신세계,004170,2008/12,562943711,906016927,11052091420
(주)신세계,004170,2009/12,582554360,933147870,11493650591
(주)신세계,004170,2010/12,1105864931,1029984514,13005151948
(주)신세계,004170,2011/12,3522095019,254370467,2185477973
(주)신세계,004170,2012/12,193732437,236495656,2296702972
(주)신세계,004170,2013/12,194652961,306389938,2441636907
(주)신세계,004170,2014/12,186056566,273446693,2492306887
(주)신세계,004170,2015/12,433181913,262134022,2563985168
(주)신세계,004170,2016/12,323364949,251398879,2947485624
(주)신세계,004170,2017/12,213610457,345695651,3871416071
(주)신세계,004170,2018/12,284880100,397350381,5185683014
(주)신세계,004170,2019/12,593123360,467798273,6394223582
(주)신세계,004170,2020/12,-69137655,88483189,4769279392
(주)신세계,004170,2021/12,388866619,517400648,6316435934
(주)신세계,004170,2022/12,547639875,645448994,7812755199
(주)신세계인터내셔날,031430,2006/12,,,
(주)신세계인터내셔날,031430,2007/12,,,
(주)신세계인터내셔날,031430,2008/12,,,
(주)신세계인터내셔날,031430,2009/12,,,
(주)신세계인터내셔날,031430,2010/12,,,
(주)신세계인터내셔날,031430,2011/12,,,
(주)신세계인터내셔날,031430,2012/12,49347205,30864252,790245518
(주)신세계인터내셔날,031430,2013/12,31491814,22109169,803129633
(주)신세계인터내셔날,031430,2014/12,19253675,15874157,911892490
(주)신세계인터내셔날,031430,2015/12,20988506,19939139,1005239641
(주)신세계인터내셔날,031430,2016/12,17454544,27040431,1021123056
(주)신세계인터내셔날,031430,2017/12,24138483,25439302,1102544876
(주)신세계인터내셔날,031430,2018/12,57678052,55523592,1262650382
(주)신세계인터내셔날,031430,2019/12,74001043,84491939,1425001392
(주)신세계인터내셔날,031430,2020/12,50958180,33764332,1325499684
(주)신세계인터내셔날,031430,2021/12,82629050,91971396,1450778573
(주)신세계인터내셔날,031430,2022/12,118792238,115270512,1553877317
(주)신한금융지주회사,055550,2006/12,,,
(주)신한금융지주회사,055550,2007/12,,,
(주)신한금융지주회사,055550,2008/12,,,
(주)신한금융지주회사,055550,2009/12,,,
(주)신한금융지주회사,055550,2010/12,,,
(주)신한금융지주회사,055550,2011/12,,,
(주)신한금융지주회사,055550,2012/12,,,
(주)신한금융지주회사,055550,2013/12,,,
(주)신한금융지주회사,055550,2014/12,,,
(주)신한금융지주회사,055550,2015/12,,,
(주)신한금융지주회사,055550,2016/12,,,
(주)신한금융지주회사,055550,2017/12,,,
(주)신한금융지주회사,055550,2018/12,,,
(주)신한금융지주회사,055550,2019/12,,,
(주)신한금융지주회사,055550,2020/12,,,
(주)신한금융지주회사,055550,2021/12,,,
(주)신한금융지주회사,055550,2022/12,,,
(주)아모레퍼시픽,090430,2006/12,56070887,81468340,787300005
(주)아모레퍼시픽,090430,2007/12,177855984,232165703,1463416366
(주)아모레퍼시픽,090430,2008/12,170235476,246380272,1678343674
(주)아모레퍼시픽,090430,2009/12,225877686,309201651,1940423104
(주)아모레퍼시픽,090430,2010/12,284481232,355903241,2252183766
(주)아모레퍼시픽,090430,2011/12,327268765,372850841,2554722780
(주)아모레퍼시픽,090430,2012/12,268443803,364265131,2849462499
(주)아모레퍼시픽,090430,2013/12,267359054,369838194,3100413236
(주)아모레퍼시픽,090430,2014/12,385133728,563751120,3874007758
(주)아모레퍼시픽,090430,2015/12,584796055,772909945,4766627213
(주)아모레퍼시픽,090430,2016/12,645728660,848103454,5645440161
(주)아모레퍼시픽,090430,2017/12,398003012,596399137,5123825882
(주)아모레퍼시픽,090430,2018/12,334844564,481980828,5277844562
(주)아모레퍼시픽,090430,2019/12,223761028,427834597,5580142193
(주)아모레퍼시픽,090430,2020/12,21869012,143009119,4432179039
(주)아모레퍼시픽,090430,2021/12,180857694,343357809,4863128497
(주)아모레퍼시픽,090430,2022/12,129264245,214233256,4134932512
(주)아모레퍼시픽그룹,002790,2006/12,126928913,145860441,779326398
(주)아모레퍼시픽그룹,002790,2007/12,175601192,221153960,1644119573
(주)아모레퍼시픽그룹,002790,2008/12,186355672,233072258,1906675965
(주)아모레퍼시픽그룹,002790,2009/12,238133798,310096401,2219044890
(주)아모레퍼시픽그룹,002790,2010/12,288133479,370082984,2674134340
(주)아모레퍼시픽그룹,002790,2011/12,376119479,434663291,3058512976
(주)아모레퍼시픽그룹,002790,2012/12,345699260,449090733,3431733414
(주)아모레퍼시픽그룹,002790,2013/12,355004957,469750589,3895390626
(주)아모레퍼시픽그룹,002790,2014/12,497423837,659091330,4711946901
(주)아모레퍼시픽그룹,002790,2015/12,673945276,913640954,5661205541
(주)아모레퍼시픽그룹,002790,2016/12,811528531,1082811426,6697560670
(주)아모레퍼시픽그룹,002790,2017/12,489547958,731492193,6029063927
(주)아모레퍼시픽그룹,002790,2018/12,376271212,549473516,6078179209
(주)아모레퍼시픽그룹,002790,2019/12,282404952,498249818,6284255176
(주)아모레퍼시픽그룹,002790,2020/12,22047682,150661048,4930083150
(주)아모레퍼시픽그룹,002790,2021/12,291978846,356171274,5326080007
(주)아모레퍼시픽그룹,002790,2022/12,149222413,271900712,4494956807
(주)에스원,012750,2006/12,83250986,113637207,715713262
(주)에스원,012750,2007/12,106151258,143697857,780346924
(주)에스원,012750,2008/12,117410329,147880941,799436854
(주)에스원,012750,2009/12,98056279,117871751,775642452
(주)에스원,012750,2010/12,114778030,130592415,897280070
(주)에스원,012750,2011/12,134921358,167188188,1026118270
(주)에스원,012750,2012/12,109190571,134645501,1096463350
(주)에스원,012750,2013/12,87300037,130897195,1274104352
(주)에스원,012750,2014/12,116318470,169244557,1718331685
(주)에스원,012750,2015/12,155434905,172558272,1799570545
(주)에스원,012750,2016/12,140545798,205677783,1830176817
(주)에스원,012750,2017/12,143326120,202574357,1942266128
(주)에스원,012750,2018/12,102968775,199128130,2018339271
(주)에스원,012750,2019/12,146641282,196822007,2151521516
(주)에스원,012750,2020/12,142089585,204462688,2223340509
(주)에스원,012750,2021/12,128990896,179664944,2312489059
(주)에스원,012750,2022/12,151030833,204138904,2467960277
(주)에프앤에프,383220,2021/12,231925930,322683779,1089172087
(주)에프앤에프,383220,2022/12,442664517,524882680,1808894547
(주)엔씨소프트,036570,2006/12,38946419,43277832,338679397
(주)엔씨소프트,036570,2007/12,45943462,49484008,329715802
(주)엔씨소프트,036570,2008/12,27667593,50058865,346834057
(주)엔씨소프트,036570,2009/12,188294650,233999339,634742379
(주)엔씨소프트,036570,2010/12,167396414,242510706,649748807
(주)엔씨소프트,036570,2011/12,117676060,135722444,608878406
(주)엔씨소프트,036570,2012/12,153666726,151252046,753520026
(주)엔씨소프트,036570,2013/12,158695768,205235211,756655651
(주)엔씨소프트,036570,2014/12,227519296,278188111,838718200
(주)엔씨소프트,036570,2015/12,166350442,237466378,838297603
(주)엔씨소프트,036570,2016/12,271381872,328762462,983556874
(주)엔씨소프트,036570,2017/12,444043112,585018962,1758721722
(주)엔씨소프트,036570,2018/12,421467651,614929312,1715115508
(주)엔씨소프트,036570,2019/12,359154723,478992419,1701185423
(주)엔씨소프트,036570,2020/12,586612599,824793706,2416184212
(주)엔씨소프트,036570,2021/12,395734616,375213171,2308817409
(주)엔씨소프트,036570,2022/12,435990309,559006121,2571792282
(주)엘에스,006260,2006/12,403703000,512783000,8408354000
(주)엘에스,006260,2007/12,361471000,576147000,9193838000
(주)엘에스,006260,2008/12,137592000,854431000,10456031000
(주)엘에스,006260,2009/12,374390000,510760000,13442391000
(주)엘에스,006260,2010/12,412472000,600142000,16979825000
(주)엘에스,006260,2011/12,121205000,255087000,12351573000
(주)엘에스,006260,2012/12,213736000,333766000,11881204000
(주)엘에스,006260,2013/12,165153000,366076000,11445455000
(주)엘에스,006260,2014/12,86705000,315327000,10886348000
(주)엘에스,006260,2015/12,-73454000,314309000,9999749000
(주)엘에스,006260,2016/12,215138000,359986000,9621313000
(주)엘에스,006260,2017/12,364831000,407208000,9515114000
(주)엘에스,006260,2018/12,487659000,354301000,10110159000
(주)엘에스,006260,2019/12,92824000,272431000,10176243000
(주)엘에스,006260,2020/12,194725000,336561000,10444316000
(주)엘에스,006260,2021/12,352129000,478477000,13089102000
(주)엘에스,006260,2022/12,505486000,561561000,17491338000
(주)엘엑스인터내셔널,001120,2006/12,103421597,178515984,9408174335
(주)엘엑스인터내셔널,001120,2007/12,44412386,100054888,8814009927
(주)엘엑스인터내셔널,001120,2008/12,36197192,207478717,11262600973
(주)엘엑스인터내셔널,001120,2009/12,96340643,185897731,10325580887
(주)엘엑스인터내셔널,001120,2010/12,296487537,193455179,13501084096
(주)엘엑스인터내셔널,001120,2011/12,261782349,162527303,13986834138
(주)엘엑스인터내셔널,001120,2012/12,229271751,205487044,12793756148
(주)엘엑스인터내셔널,001120,2013/12,44089940,98285199,12072685790
(주)엘엑스인터내셔널,001120,2014/12,-13774775,171974137,11372192850
(주)엘엑스인터내셔널,001120,2015/12,-217094759,81691891,13224458801
(주)엘엑스인터내셔널,001120,2016/12,84750676,174073739,11966717412
(주)엘엑스인터내셔널,001120,2017/12,88184961,212254345,12827237444
(주)엘엑스인터내셔널,001120,2018/12,-35991404,165659350,9988224866
(주)엘엑스인터내셔널,001120,2019/12,-14860961,134784428,10530857112
(주)엘엑스인터내셔널,001120,2020/12,361606499,159835471,11282632390
(주)엘엑스인터내셔널,001120,2021/12,540331627,656217087,16686532634
(주)엘엑스인터내셔널,001120,2022/12,779310808,965543470,18759549404
(주)엘지,003550,2006/12,933529000,1558040000,65641631000
(주)엘지,003550,2007/12,3632135000,5070769000,76288334000
(주)엘지,003550,2008/12,2966795000,6921431000,90222484000
(주)엘지,003550,2009/12,5225699000,7877726000,100668069000
(주)엘지,003550,2010/12,1601561000,1929094000,9480342000
(주)엘지,003550,2011/12,1029832000,1349781000,10059024000
(주)엘지,003550,2012/12,954278000,1183337000,9827154000
(주)엘지,003550,2013/12,830863000,1153922000,9799213000
(주)엘지,003550,2014/12,834264000,1044108000,9865402000
(주)엘지,003550,2015/12,943775000,1137986000,9968190000
(주)엘지,003550,2016/12,1091258000,1344692000,10725374000
(주)엘지,003550,2017/12,2435559000,2185820000,11841058000
(주)엘지,003550,2018/12,1882897000,1963803000,11944790000
(주)엘지,003550,2019/12,1106755000,1024098000,6575339000
(주)엘지,003550,2020/12,1540658000,1702238000,6632137000
(주)엘지,003550,2021/12,2683974000,2460104000,6859010000
(주)엘지,003550,2022/12,2115750000,1941380000,7185987000
(주)엘지생활건강,051900,2006/12,54252663,96945319,1101506433
(주)엘지생활건강,051900,2007/12,80530699,117495316,1707960997
(주)엘지생활건강,051900,2008/12,123275748,182681698,1967694470
(주)엘지생활건강,051900,2009/12,167387489,237809956,2217149570
(주)엘지생활건강,051900,2010/12,236952286,327476025,2826483495
(주)엘지생활건강,051900,2011/12,271518436,360385294,3452434428
(주)엘지생활건강,051900,2012/12,311987780,445531112,3896218098
(주)엘지생활건강,051900,2013/12,365652541,496411686,4326255199
(주)엘지생활건강,051900,2014/12,354564707,511039842,4677009785
(주)엘지생활건강,051900,2015/12,470362045,684095164,5328492268
(주)엘지생활건강,051900,2016/12,579239822,880936618,6094059406
(주)엘지생활건강,051900,2017/12,618549515,930348986,6270463510
(주)엘지생활건강,051900,2018/12,692278706,1039250136,6747536802
(주)엘지생활건강,051900,2019/12,788173092,1176411247,7685424230
(주)엘지생활건강,051900,2020/12,813101140,1220864731,7844506057
(주)엘지생활건강,051900,2021/12,861127852,1289630424,8091511298
(주)엘지생활건강,051900,2022/12,258340047,711122934,7185759184
(주)엘지에너지솔루션,373220,2020/12,-451771000,-475206000,1461068000
(주)엘지에너지솔루션,373220,2021/12,929868000,768470000,17851906000
(주)엘지에너지솔루션,373220,2022/12,779826000,1213719000,25598609000
(주)엘지유플러스,032640,2006/12,,,
(주)엘지유플러스,032640,2007/12,,,
(주)엘지유플러스,032640,2008/12,,,
(주)엘지유플러스,032640,2009/12,,,
(주)엘지유플러스,032640,2010/12,570021000,655296000,8500751000
(주)엘지유플러스,032640,2011/12,84663000,214530000,9185166000
(주)엘지유플러스,032640,2012/12,-59615000,126756000,10904634000
(주)엘지유플러스,032640,2013/12,279461000,542129000,11450300000
(주)엘지유플러스,032640,2014/12,227721000,576338000,10999828000
(주)엘지유플러스,032640,2015/12,351232000,632331000,10795218000
