회사명,거래소코드,회계년도,정상영업이익증가율(IFRS),순이익증가율(IFRS),1주당순이익(IFRS)(원),부채비율(IFRS),매출액정상영업이익률(IFRS),매출액증가율(IFRS)
(주)BNK금융지주,138930,2011/12,,,,,,
(주)BNK금융지주,138930,2012/12,,,,,,
(주)BNK금융지주,138930,2013/12,,,,,,
(주)BNK금융지주,138930,2014/12,,,,,,
(주)BNK금융지주,138930,2015/12,,,,,,
(주)BNK금융지주,138930,2016/12,,,,,,
(주)BNK금융지주,138930,2017/12,,,,,,
(주)BNK금융지주,138930,2018/12,,,,,,
(주)BNK금융지주,138930,2019/12,,,,,,
(주)BNK금융지주,138930,2020/12,,,,,,
(주)BNK금융지주,138930,2021/12,,,,,,
(주)BNK금융지주,138930,2022/12,,,,,,
(주)DB하이텍,000990,2007/12,0,0,-682,263.15,-1.11,0
(주)DB하이텍,000990,2008/12,0,0,-8646,287.47,-6.57,-1.79
(주)DB하이텍,000990,2009/12,0,0,-5361,288.09,-11.31,-14.45
(주)DB하이텍,000990,2010/12,0,0,-5435,261.8,-61.14,-48.53
(주)DB하이텍,000990,2011/12,0,0,-2414,305.87,-7.48,-9.96
(주)DB하이텍,000990,2012/12,0,0,-799,318.52,-2.47,9.28
(주)DB하이텍,000990,2013/12,0,0,-1823,431.96,-1.9,-15.44
(주)DB하이텍,000990,2014/12,0,0,-1450,636.17,7.98,14.98
(주)DB하이텍,000990,2015/12,174.49,0,3131,262.19,18.66,17.42
(주)DB하이텍,000990,2016/12,38.12,-30.96,2034,176.13,22.22,15.98
(주)DB하이텍,000990,2017/12,-17.13,-15.45,1719,121.4,20.94,-12.08
(주)DB하이텍,000990,2018/12,-20.7,27.8,2192,93.66,16.87,-1.54
(주)DB하이텍,000990,2019/12,60.48,27.42,2790,68.82,22.44,20.64
(주)DB하이텍,000990,2020/12,32.03,36.73,3814,48.29,25.56,15.92
(주)DB하이텍,000990,2021/12,66.79,91.31,7293,39.99,32.84,29.78
(주)DB하이텍,000990,2022/12,92.65,76.24,12852,29.48,45.88,37.92
(주)JB금융지주,175330,2013/12,,,,,,
(주)JB금융지주,175330,2014/12,,,,,,
(주)JB금융지주,175330,2015/12,,,,,,
(주)JB금융지주,175330,2016/12,,,,,,
(주)JB금융지주,175330,2017/12,,,,,,
(주)JB금융지주,175330,2018/12,,,,,,
(주)JB금융지주,175330,2019/12,,,,,,
(주)JB금융지주,175330,2020/12,,,,,,
(주)JB금융지주,175330,2021/12,,,,,,
(주)JB금융지주,175330,2022/12,,,,,,
(주)KB금융지주,105560,2008/12,,,,,,
(주)KB금융지주,105560,2009/12,,,,,,
(주)KB금융지주,105560,2010/12,,,,,,
(주)KB금융지주,105560,2011/12,,,,,,
(주)KB금융지주,105560,2012/12,,,,,,
(주)KB금융지주,105560,2013/12,,,,,,
(주)KB금융지주,105560,2014/12,,,,,,
(주)KB금융지주,105560,2015/12,,,,,,
(주)KB금융지주,105560,2016/12,,,,,,
(주)KB금융지주,105560,2017/12,,,,,,
(주)KB금융지주,105560,2018/12,,,,,,
(주)KB금융지주,105560,2019/12,,,,,,
(주)KB금융지주,105560,2020/12,,,,,,
(주)KB금융지주,105560,2021/12,,,,,,
(주)KB금융지주,105560,2022/12,,,,,,
(주)강원랜드,035250,2007/12,0,0,1383,28.85,39.21,0
(주)강원랜드,035250,2008/12,12.58,5.63,1472,27.28,40.96,7.76
(주)강원랜드,035250,2009/12,-1.22,26.11,1902,26.29,38.54,4.99
(주)강원랜드,035250,2010/12,21.29,11.4,2128,24.12,42.95,8.84
(주)강원랜드,035250,2011/12,-11.17,-9.45,1935,19.84,39.65,-3.79
(주)강원랜드,035250,2012/12,-16.82,-24.63,1461,22.33,32.24,2.31
(주)강원랜드,035250,2013/12,-4.37,-1.14,1446,23.04,29.37,4.95
(주)강원랜드,035250,2014/12,32.05,24.11,1795,24.46,35.27,9.98
(주)강원랜드,035250,2015/12,14.74,18.32,2123,23.04,37.03,9.29
(주)강원랜드,035250,2016/12,3.48,5.7,2244,22.23,36.88,3.9
(주)강원랜드,035250,2017/12,-14.25,-3.93,2156,19.47,33.43,-5.41
(주)강원랜드,035250,2018/12,-18.84,-31.98,1467,17.93,30.28,-10.41
(주)강원랜드,035250,2019/12,15.61,12.88,1655,19.31,33.13,5.68
(주)강원랜드,035250,2020/12,0,0,-1375,12.06,-90.24,-68.54
(주)강원랜드,035250,2021/12,0,0,-59,17.49,-6.71,64.9
(주)강원랜드,035250,2022/12,0,0,572,21.86,17.17,61.22
(주)녹십자,006280,2007/12,0,0,5041,80.35,13.21,0
(주)녹십자,006280,2008/12,16.23,10.18,5525,105.62,13.16,16.69
(주)녹십자,006280,2009/12,75.75,64.76,9021,98.71,18.56,24.63
(주)녹십자,006280,2010/12,28.18,42.21,12127,38.93,19.35,22.98
(주)녹십자,006280,2011/12,-46.27,-52.78,5415,31.61,11.77,-11.65
(주)녹십자,006280,2012/12,-19.41,0.85,5393,34.1,9.26,2.39
(주)녹십자,006280,2013/12,6.57,25.52,5999,26.43,8.9,10.92
(주)녹십자,006280,2014/12,22.92,-11.38,5246,42.01,10.16,7.62
(주)녹십자,006280,2015/12,-2.19,82.33,9565,37.54,9.3,6.87
(주)녹십자,006280,2016/12,-18.27,-43.13,5445,44.88,6.72,13.17
(주)녹십자,006280,2017/12,13.58,-12.94,4798,52.6,7.18,6.33
(주)녹십자,006280,2018/12,-41.24,-12.48,4200,49.63,4.06,3.91
(주)녹십자,006280,2019/12,-9.61,-75.3,1037,66.05,3.65,0.41
(주)녹십자,006280,2020/12,0.39,350.11,4670,69.3,3.42,7.13
(주)녹십자,006280,2021/12,43.2,165.31,12389,57.14,5.14,-4.68
(주)녹십자,006280,2022/12,16.83,-61.59,4758,55.41,5.65,6.38
(주)녹십자홀딩스,005250,2007/12,0,0,3594,120.88,62.4,0
(주)녹십자홀딩스,005250,2008/12,2.72,65.26,5975,108.86,58.43,9.7
(주)녹십자홀딩스,005250,2009/12,79.02,76.06,10549,67.25,78.77,32.79
(주)녹십자홀딩스,005250,2010/12,-59.15,-60.3,373,71.7,67.46,-52.31
(주)녹십자홀딩스,005250,2011/12,-35.76,7.33,368,71.74,41.23,5.12
(주)녹십자홀딩스,005250,2012/12,19.36,132.66,861,29.71,54.27,-9.32
(주)녹십자홀딩스,005250,2013/12,0.42,-56.56,372,35.09,48.77,11.75
(주)녹십자홀딩스,005250,2014/12,8.17,21.28,433,28.8,49.44,6.7
(주)녹십자홀딩스,005250,2015/12,4.79,-9.36,392,48.84,39.86,29.96
(주)녹십자홀딩스,005250,2016/12,61.57,50.52,590,48.54,31.3,105.76
(주)녹십자홀딩스,005250,2017/12,0.59,-23.21,453,62.88,26.84,17.32
(주)녹십자홀딩스,005250,2018/12,14.4,-5.18,430,70.23,25.29,21.43
(주)녹십자홀딩스,005250,2019/12,-22.38,43.78,618,55.87,43.26,-54.63
(주)녹십자홀딩스,005250,2020/12,50.26,79.57,1110,71.31,52.44,23.97
(주)녹십자홀딩스,005250,2021/12,-13.83,-29.21,785,63.09,48.15,-6.16
(주)녹십자홀딩스,005250,2022/12,-26.35,-54.8,355,66.02,39.27,-9.69
(주)농심,004370,2007/12,0,0,17870,52.08,7.54,0
(주)농심,004370,2008/12,-11.12,-24.1,13569,55.46,6.04,10.97
(주)농심,004370,2009/12,3.88,62.44,22041,50.09,5.69,10.13
(주)농심,004370,2010/12,47.76,8.31,23874,46.95,8.19,2.69
(주)농심,004370,2011/12,-29.08,-37.58,14902,46.81,5.59,3.98
(주)농심,004370,2012/12,-7.6,-99.76,36,44.02,5.19,-0.6
(주)농심,004370,2013/12,-9.49,44542.04,16016,41.32,4.92,-4.5
(주)농심,004370,2014/12,-22.99,-26.51,11770,37.31,3.94,-3.71
(주)농심,004370,2015/12,48.45,69.23,19919,38.54,5.61,4.29
(주)농심,004370,2016/12,-34.38,68.64,33591,30.06,3.71,-0.88
(주)농심,004370,2017/12,10.08,-58.62,13902,25.46,4.1,-0.37
(주)농심,004370,2018/12,-11.99,-5.87,13085,27.05,3.6,0.13
(주)농심,004370,2019/12,-26.29,-25.63,9731,30.29,2.59,2.58
(주)농심,004370,2020/12,83.12,64.89,16046,25.8,4.29,10.5
(주)농심,004370,2021/12,-31.01,-23.35,12299,25.05,2.96,-0.15
(주)농심,004370,2022/12,1.54,8.5,13344,27.47,2.64,13.95
(주)대우건설,047040,2007/12,0,0,2774,118.97,9.25,0
(주)대우건설,047040,2008/12,-38.67,-73.67,770,181.55,5.23,8.43
(주)대우건설,047040,2009/12,-36.2,-67.61,250,189.38,3.09,7.9
(주)대우건설,047040,2010/12,0,0,-2535,190.6,-14.7,-5.33
(주)대우건설,047040,2011/12,0,0,552,167.37,5.19,4.66
(주)대우건설,047040,2012/12,0.1,-29.71,388,175.57,4.46,16.33
(주)대우건설,047040,2013/12,0,0,-1810,270.82,-3.01,2.89
(주)대우건설,047040,2014/12,0,0,261,273.31,4.22,17.06
(주)대우건설,047040,2015/12,-19.48,36.31,356,246.58,3.39,0.25
(주)대우건설,047040,2016/12,0,0,-1855,365.13,-4.25,11.01
(주)대우건설,047040,2017/12,0,0,542,272.34,3.15,3.35
(주)대우건설,047040,2018/12,59.55,11.15,603,269.61,5.58,-9.95
(주)대우건설,047040,2019/12,-72.58,-96.86,19,301.63,1.93,-20.7
(주)대우건설,047040,2020/12,141.49,2173.88,431,254.38,4.94,-5.62
(주)대우건설,047040,2021/12,51.93,101.75,869,237.4,7.09,5.87
(주)대우건설,047040,2022/12,-24.35,-28.63,620,222.94,4.65,15.25
(주)대웅,003090,2007/03,0,0,4348,5.97,49.74,0
(주)대웅,003090,2008/03,29.73,22.62,5362,3.56,51.41,25.52
(주)대웅,003090,2009/03,-94.45,-47.26,4266,4.69,1.88,51.41
(주)대웅,003090,2010/03,2085.19,102.2,3954,4.79,54.35,-24.22
(주)대웅,003090,2011/12,0,0,1181,7.18,25.58,0
(주)대웅,003090,2012/12,3.51,125.42,2586,6.07,27.18,-2.59
(주)대웅,003090,2013/12,-11.13,-54.53,1170,5.74,24.54,-1.54
(주)대웅,003090,2014/12,10.68,14.78,1334,5.64,25.7,5.65
(주)대웅,003090,2015/12,9.18,-22.3,1037,8.33,25.79,8.81
(주)대웅,003090,2016/12,-63.58,-32.55,691,5.93,9.57,-1.85
(주)대웅,003090,2017/12,181.4,89.23,261,5.86,24.22,11.2
(주)대웅,003090,2018/12,-9.78,9.21,285,5.41,24.98,-12.51
(주)대웅,003090,2019/12,0.42,-48.67,146,5.49,24.4,2.79
(주)대웅,003090,2020/12,297.97,626.51,1094,5.98,54.56,77.97
(주)대웅,003090,2021/12,6.53,5.61,1167,5.03,52.91,9.85
(주)대웅,003090,2022/12,6.99,11.16,1297,5,53.2,6.41
(주)대웅제약,069620,2007/03,0,0,5294,51.46,17.55,0
(주)대웅제약,069620,2008/03,5.63,21.56,6277,46.7,15.33,20.93
(주)대웅제약,069620,2009/03,-41.82,-44.26,3444,75.49,7.89,13.1
(주)대웅제약,069620,2010/03,72.93,50.46,5096,58.01,12.17,12.07
(주)대웅제약,069620,2011/12,0,0,5310,37.33,9.16,0
(주)대웅제약,069620,2012/12,-41.57,-33.25,3448,24.07,5.69,-5.94
(주)대웅제약,069620,2013/12,90.46,69.81,5685,30.86,10.67,1.54
(주)대웅제약,069620,2014/12,-25.46,-45.81,3080,51.05,7.38,7.76
(주)대웅제약,069620,2015/12,2.57,54.86,4770,66.3,6.88,10.08
(주)대웅제약,069620,2016/12,-35.74,-33.02,3195,96.12,4.46,-0.81
(주)대웅제약,069620,2017/12,26.13,11.37,3558,92.48,5.15,9.16
(주)대웅제약,069620,2018/12,-31.07,-95.97,144,99.92,3.26,8.86
(주)대웅제약,069620,2019/12,2.22,1265.61,1960,98.91,3.13,6.53
(주)대웅제약,069620,2020/12,-59.85,-84.48,294,106.02,1.34,-6.01
(주)대웅제약,069620,2021/12,656.35,1040.42,3253,105.07,9.05,11.69
(주)대웅제약,069620,2022/12,10.96,35.67,4387,108.23,9.12,10.05
(주)대한항공,003490,2007/12,0,0,148,243.69,7.23,0
(주)대한항공,003490,2008/12,0,0,-28762,462.01,-0.97,15.89
(주)대한항공,003490,2009/12,0,0,-1464,453.45,1.42,-8.02
(주)대한항공,003490,2010/12,768.87,0,5570,591.35,10.27,20.07
(주)대한항공,003490,2011/12,-65.99,0,-4458,824.92,3.34,4.67
(주)대한항공,003490,2012/12,-31.08,0,3844,771.14,2.21,3.88
(주)대한항공,003490,2013/12,0,0,-4540,823.31,-0.15,-4.5
(주)대한항공,003490,2014/12,0,0,-3502,982,3.19,-0.27
(주)대한항공,003490,2015/12,130.66,0,-5749,903.75,7.6,-3.18
(주)대한항공,003490,2016/12,25.58,0,-7997,1273.5,9.38,1.72
(주)대한항공,003490,2017/12,-11.39,0,9909,537.86,8.1,2.61
(주)대한항공,003490,2018/12,-31.91,0,-1255,744.67,5.15,7.15
(주)대한항공,003490,2019/12,-57.09,0,-5928,813.93,2.33,-2.87
(주)대한항공,003490,2020/12,-16.78,0,-1854,634.47,3.22,-39.76
(주)대한항공,003490,2021/12,514.45,0,1933,275.36,16.73,18.21
(주)대한항공,003490,2022/12,96.91,178.64,4931,204.21,21.5,53.23
(주)더블유게임즈,192080,2014/12,,,,,,
(주)더블유게임즈,192080,2015/12,0,0,2527,3.88,26.05,0
(주)더블유게임즈,192080,2016/12,41.83,42.97,2952,3.85,29.16,26.72
(주)더블유게임즈,192080,2017/12,31.48,-27.59,2204,3.74,36.9,3.91
(주)더블유게임즈,192080,2018/12,28.82,148.16,5279,4.22,39.69,19.74
(주)더블유게임즈,192080,2019/12,2.3,25.67,6541,6.94,39.14,3.74
(주)더블유게임즈,192080,2020/12,22.07,20.51,7851,6.1,40.06,19.27
(주)더블유게임즈,192080,2021/12,-21.13,-5.7,7383,15.75,35.37,-10.68
(주)더블유게임즈,192080,2022/12,-24.51,0,-427,12.63,27.54,-3.04
(주)동서,026960,2007/12,0,0,2603,16.56,10.19,0
(주)동서,026960,2008/12,22.71,17.85,3068,14.74,10.42,20.04
(주)동서,026960,2009/12,37.03,19.64,3670,12.38,13.05,9.39
(주)동서,026960,2010/12,2.88,-21.56,2879,10.74,11.87,13.15
(주)동서,026960,2011/12,6.32,7.25,3088,12.26,10.83,16.51
(주)동서,026960,2012/12,-9.86,7.36,1657,10.05,9.43,3.52
(주)동서,026960,2013/12,-0.52,-1.42,967,9.49,9.29,1.02
(주)동서,026960,2014/12,2.65,3.03,996,7.63,8.95,6.57
(주)동서,026960,2015/12,-12.12,-5.67,940,8.27,7.72,1.89
(주)동서,026960,2016/12,-7.31,27.57,1199,10.65,7.08,0.96
(주)동서,026960,2017/12,1.66,2.7,1232,10.77,6.68,7.83
(주)동서,026960,2018/12,-14.42,-4.58,1179,10.32,5.81,-1.62
(주)동서,026960,2019/12,-10.47,17.39,1388,8.89,5.83,-10.75
(주)동서,026960,2020/12,31.05,-14.66,1184,8.79,7.65,-0.18
(주)동서,026960,2021/12,-1.89,-3,1149,8.91,6.67,12.62
(주)동서,026960,2022/12,4.8,48.08,1701,4.9,6.71,4.06
(주)두산,000150,2007/12,0,0,1523,216.12,4.92,0
(주)두산,000150,2008/12,-61.67,215.34,4739,78.27,2.36,-20.2
(주)두산,000150,2009/12,0,111.69,10006,51.38,-3.16,-19.86
(주)두산,000150,2010/12,0,-42.14,5752,46.81,9.93,16.85
(주)두산,000150,2011/12,39.83,15.57,6914,61.46,10.12,37.29
(주)두산,000150,2012/12,-26.42,-47.9,3737,61.08,7.8,-4.61
(주)두산,000150,2013/12,36.05,84.98,7088,67.27,11.83,-10.27
(주)두산,000150,2014/12,31.22,24.53,8942,66.29,12.85,20.78
(주)두산,000150,2015/12,-16.79,-33.84,6090,64.9,11.39,-6.1
(주)두산,000150,2016/12,5.61,24.71,7800,77.26,10.9,10.33
(주)두산,000150,2017/12,22.8,33.35,10426,79.57,10.54,26.98
(주)두산,000150,2018/12,-8.45,-22.67,8060,105.34,8.68,11.22
(주)두산,000150,2019/12,-36.09,299.59,33023,121.59,7.86,-29.41
(주)두산,000150,2020/12,-32.77,-71.57,10117,104.04,7.03,-24.82
(주)두산,000150,2021/12,-38.81,127.96,23070,74.25,6.89,-37.56
(주)두산,000150,2022/12,8.62,-57.29,9848,57.46,6.72,11.34
(주)메리츠금융지주,138040,2011/03,,,,,,
(주)메리츠금융지주,138040,2012/03,,,,,,
(주)메리츠금융지주,138040,2013/03,,,,,,
(주)메리츠금융지주,138040,2014/12,,,,,,
(주)메리츠금융지주,138040,2015/12,,,,,,
(주)메리츠금융지주,138040,2016/12,,,,,,
(주)메리츠금융지주,138040,2017/12,,,,,,
(주)메리츠금융지주,138040,2018/12,,,,,,
(주)메리츠금융지주,138040,2019/12,,,,,,
(주)메리츠금융지주,138040,2020/12,,,,,,
(주)메리츠금융지주,138040,2021/12,,,,,,
(주)메리츠금융지주,138040,2022/12,,,,,,
(주)보령,003850,2007/12,0,0,2964,39.49,6.95,0
(주)보령,003850,2008/12,-42.9,-38.17,1797,38.76,3.51,13.04
(주)보령,003850,2009/12,29.87,-0.45,1668,42.55,3.8,19.97
(주)보령,003850,2010/12,106.41,176.89,2200,80.23,6.98,12.36
(주)보령,003850,2011/12,-53.44,-56.94,951,90.18,3.18,2.34
(주)보령,003850,2012/12,-65.53,52.17,1387,87.26,1.08,1.32
(주)보령,003850,2013/12,467.58,50.27,1901,67.25,5.85,4.87
(주)보령,003850,2014/12,27.69,52.84,2774,59.23,6.8,9.84
(주)보령,003850,2015/12,12.76,-5.97,2484,68.89,6.86,11.64
(주)보령,003850,2016/12,-20.1,-72.35,656,103.69,5.38,1.94
(주)보령,003850,2017/12,-92.8,885.94,1302,61.54,0.37,3.32
(주)보령,003850,2018/12,1478.93,-58.62,544,75.33,5.44,8.91
(주)보령,003850,2019/12,56.23,49.98,817,78.45,7.46,13.87
(주)보령,003850,2020/12,3.11,-21.25,558,86.69,7.45,3.28
(주)보령,003850,2021/12,24.32,0.27,434,75.06,8.43,9.78
(주)보령,003850,2022/12,20.23,84.37,759,72.26,8.35,21.47
(주)비지에프리테일,282330,2017/12,,,,,,
(주)비지에프리테일,282330,2018/12,0,0,8923,190.47,3.3,0
(주)비지에프리테일,282330,2019/12,2.72,-2.84,8670,256.17,3.29,2.93
(주)비지에프리테일,282330,2020/12,-16.26,-15.94,7288,243.77,2.65,3.78
(주)비지에프리테일,282330,2021/12,20.47,16.14,8464,222.57,2.92,9.64
(주)비지에프리테일,282330,2022/12,26.41,30.42,11039,206.8,3.29,12.06
(주)셀트리온,068270,2007/12,0,0,390,98.12,6.03,0
(주)셀트리온,068270,2008/12,942.39,536.89,148,127.23,36.77,70.87
(주)셀트리온,068270,2009/12,133.18,301.79,573,95.75,49.3,73.92
(주)셀트리온,068270,2010/12,48.55,87.06,990,44.95,58.91,24.32
(주)셀트리온,068270,2011/12,70.57,55.28,1465,55.77,65.26,53.96
(주)셀트리온,068270,2012/12,8.4,0.92,993,64.59,56.48,25.26
(주)셀트리온,068270,2013/12,-48.76,-39.54,1053,81.19,44.97,-35.64
(주)셀트리온,068270,2014/12,93.86,23.43,1264,66.64,48.38,80.17
(주)셀트리온,068270,2015/12,29.81,57.74,1847,43.73,48.06,30.69
(주)셀트리온,068270,2016/12,-3.11,5.56,1839,31.35,42.63,9.23
(주)셀트리온,068270,2017/12,94.09,69.8,2965,30.49,57.65,43.52
(주)셀트리온,068270,2018/12,-33.16,-34.19,1911,29.44,37.06,3.98
(주)셀트리온,068270,2019/12,13.77,21.61,2280,28,37.01,13.92
(주)셀트리온,068270,2020/12,95.32,77.48,3847,39.75,42,72.1
(주)셀트리온,068270,2021/12,1.04,12,4219,32.89,44.38,-4.38
(주)셀트리온,068270,2022/12,-13.7,-11.22,3703,33.61,31.94,19.9
(주)신세계,004170,2007/12,0,0,26541,148.53,9.11,0
(주)신세계,004170,2008/12,9.69,14.63,30424,161.88,9.45,5.72
(주)신세계,004170,2009/12,9.45,-1,30118,134.53,9.19,12.49
(주)신세계,004170,2010/12,-78.31,97.12,29684,88.56,15.21,-86.89
(주)신세계,004170,2011/12,7.29,202.03,177233,93.69,14.95,9.1
(주)신세계,004170,2012/12,-14.51,-95.92,14021,147.44,12.02,6.33
(주)신세계,004170,2013/12,11.19,-12.78,12229,136.81,13.17,1.48
(주)신세계,004170,2014/12,-6.54,10.91,13563,126.65,12.65,-2.7
(주)신세계,004170,2015/12,-2.86,196.31,40189,90.05,12.42,-1.06
(주)신세계,004170,2016/12,7.15,-59.77,16168,96.51,12.04,10.61
(주)신세계,004170,2017/12,11.11,-10.65,14447,93.44,13.2,1.33
(주)신세계,004170,2018/12,10.21,31.42,18106,93.93,13.93,4.43
(주)신세계,004170,2019/12,-8.32,278.01,70908,92.67,14.26,-10.45
(주)신세계,004170,2020/12,-42.91,-69.67,21275,108.94,8.69,-6.28
(주)신세계,004170,2021/12,106.24,2.12,22226,105.3,15.64,14.51
(주)신세계,004170,2022/12,33.08,13.25,25171,110.77,18.65,11.61
(주)신세계인터내셔날,031430,2007/12,0,0,4152,115.16,9.97,0
(주)신세계인터내셔날,031430,2008/12,6.25,-0.66,4124,124.34,8.16,29.89
(주)신세계인터내셔날,031430,2009/12,-2.7,33.13,5491,105.48,6.49,22.27
(주)신세계인터내셔날,031430,2010/12,39.07,34.33,6829,95.68,6.83,32.28
(주)신세계인터내셔날,031430,2011/12,42.1,37.87,7536,47.8,7.11,36.44
(주)신세계인터내셔날,031430,2012/12,-40.93,1.45,6559,52.54,4.22,-0.5
(주)신세계인터내셔날,031430,2013/12,-20.39,-36.46,4168,73.59,3.35,0.21
(주)신세계인터내셔날,031430,2014/12,-21.8,-77.14,953,90.34,2.45,7.11
(주)신세계인터내셔날,031430,2015/12,-17.62,79.89,1714,91.24,1.93,4.53
(주)신세계인터내셔날,031430,2016/12,34.14,-35.91,1099,98.11,2.56,1.05
(주)신세계인터내셔날,031430,2017/12,26.69,188.07,3165,89.79,3.02,7.48
(주)신세계인터내셔날,031430,2018/12,133.99,68.26,5325,82.15,6.05,16.67
(주)신세계인터내셔날,031430,2019/12,27.81,60.8,8563,92.43,6.76,14.43
(주)신세계인터내셔날,031430,2020/12,-53.01,0.77,8629,83.23,3.36,-5.54
(주)신세계인터내셔날,031430,2021/12,98.01,-8.86,7864,67.47,6.09,9.34
(주)신세계인터내셔날,031430,2022/12,23.4,59.38,2507,59.18,6.96,8.01
(주)신한금융지주회사,055550,2007/12,,,,,,
(주)신한금융지주회사,055550,2008/12,,,,,,
(주)신한금융지주회사,055550,2009/12,,,,,,
(주)신한금융지주회사,055550,2010/12,,,,,,
(주)신한금융지주회사,055550,2011/12,,,,,,
(주)신한금융지주회사,055550,2012/12,,,,,,
(주)신한금융지주회사,055550,2013/12,,,,,,
(주)신한금융지주회사,055550,2014/12,,,,,,
(주)신한금융지주회사,055550,2015/12,,,,,,
(주)신한금융지주회사,055550,2016/12,,,,,,
(주)신한금융지주회사,055550,2017/12,,,,,,
(주)신한금융지주회사,055550,2018/12,,,,,,
(주)신한금융지주회사,055550,2019/12,,,,,,
(주)신한금융지주회사,055550,2020/12,,,,,,
(주)신한금융지주회사,055550,2021/12,,,,,,
(주)신한금융지주회사,055550,2022/12,,,,,,
(주)아모레퍼시픽,090430,2007/12,0,0,29529,33.06,18.32,0
(주)아모레퍼시픽,090430,2008/12,2.65,-4.28,28225,30.47,16.67,12.85
(주)아모레퍼시픽,090430,2009/12,17.78,32.69,37658,28.03,16.99,15.52
(주)아모레퍼시픽,090430,2010/12,18.45,27.52,41751,29.47,17.3,16.35
(주)아모레퍼시픽,090430,2011/12,3.88,10.68,46212,24.77,16.13,11.42
(주)아모레퍼시픽,090430,2012/12,1.06,-13.58,39933,22.2,14.89,9.46
(주)아모레퍼시픽,090430,2013/12,0.47,-1.7,39253,21.92,14.08,6.26
(주)아모레퍼시픽,090430,2014/12,33.66,31.69,51694,22,15.77,19.29
(주)아모레퍼시픽,090430,2015/12,37.01,49.8,7744,19.99,18.3,18.09
(주)아모레퍼시픽,090430,2016/12,10.72,11.17,8610,21.38,17.83,13.65
(주)아모레퍼시픽,090430,2017/12,-37.7,-46.5,4606,18.87,13.08,-15.06
(주)아모레퍼시픽,090430,2018/12,-21.52,-13.57,3981,10.44,10.14,1.19
(주)아모레퍼시픽,090430,2019/12,18.32,19.89,4795,13.14,11.25,6.62
(주)아모레퍼시픽,090430,2020/12,-63.95,-68.28,1524,10.85,5.26,-22.92
(주)아모레퍼시픽,090430,2021/12,114.22,168.18,4078,11.96,9.79,15.19
(주)아모레퍼시픽,090430,2022/12,-30.8,-34.3,2667,8.59,8.19,-17.29
(주)아모레퍼시픽그룹,002790,2007/12,0,0,7236,9.96,68.64,0
(주)아모레퍼시픽그룹,002790,2008/12,6.36,28.62,9354,7.98,84.29,-13.4
(주)아모레퍼시픽그룹,002790,2009/12,64.39,14.69,10736,7.51,91.44,51.54
(주)아모레퍼시픽그룹,002790,2010/12,-81.97,-75.17,2441,4.02,64.43,-74.41
(주)아모레퍼시픽그룹,002790,2011/12,67.94,25.61,3074,4.15,75.72,42.89
(주)아모레퍼시픽그룹,002790,2012/12,20.65,55.42,4808,3.11,69.38,31.67
(주)아모레퍼시픽그룹,002790,2013/12,22.13,-4.13,4589,3.3,65.41,29.55
(주)아모레퍼시픽그룹,002790,2014/12,55.32,48.06,6844,2.75,60.56,67.77
(주)아모레퍼시픽그룹,002790,2015/12,-20.49,-23.87,516,2.79,57.27,-15.92
(주)아모레퍼시픽그룹,002790,2016/12,20.78,5.81,557,2.82,57.05,21.23
(주)아모레퍼시픽그룹,002790,2017/12,36.9,64.42,888,2.86,64.77,20.59
(주)아모레퍼시픽그룹,002790,2018/12,-31,-33.18,593,2.82,61.09,-26.84
(주)아모레퍼시픽그룹,002790,2019/12,179.17,139.28,1273,2.56,81.38,109.58
(주)아모레퍼시픽그룹,002790,2020/12,-75.35,0,-163,2.87,58.85,-65.91
(주)아모레퍼시픽그룹,002790,2021/12,-63.54,0,1235,4.08,31.15,-31.11
(주)아모레퍼시픽그룹,002790,2022/12,1054.39,44.46,1772,2.62,84.55,325.25
(주)에스원,012750,2007/12,0,0,3034,41.23,18.59,0
(주)에스원,012750,2008/12,2.89,10.45,3337,35.84,18.89,1.27
(주)에스원,012750,2009/12,-18.79,-15.7,2804,30.7,15.65,-2
(주)에스원,012750,2010/12,13.08,13.92,3215,35.38,15.45,14.57
(주)에스원,012750,2011/12,6.97,6.35,3479,38.31,14.62,13.02
(주)에스원,012750,2012/12,-19.27,-21.45,2728,32.84,11.18,5.56
(주)에스원,012750,2013/12,-2.28,-19.44,2197,35.58,9.48,15.25
(주)에스원,012750,2014/12,37.27,37.79,3026,60.23,9.32,39.63
(주)에스원,012750,2015/12,12.52,83.95,5566,40.48,9.5,10.43
(주)에스원,012750,2016/12,19.29,-26.42,4095,31.16,11.15,1.65
(주)에스원,012750,2017/12,-1.18,1.79,4169,29.53,10.38,6.14
(주)에스원,012750,2018/12,-3.78,-28.29,2989,31.07,9.64,3.54
(주)에스원,012750,2019/12,-1.26,39.52,4171,32.83,8.97,6.11
(주)에스원,012750,2020/12,1.44,-5.73,3932,35.5,8.82,3.24
(주)에스원,012750,2021/12,-14.29,-12.51,3440,34.8,7.27,4.02
(주)에스원,012750,2022/12,16.54,21.7,4186,34.77,7.94,6.59
(주)에프앤에프,383220,2021/12,,,,,,
(주)에프앤에프,383220,2022/12,0,0,10100,45.15,32.42,0
(주)엔씨소프트,036570,2007/12,0,0,2259,13.25,21.07,0
(주)엔씨소프트,036570,2008/12,-2.78,-39.37,1429,14.02,18.97,7.94
