회사명,거래소코드,회계년도,정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),부채비율(IFRS연결),매출액정상영업이익률(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS)
(주)DB하이텍,000990,2003/12,,,,,,,,,,,
(주)DB하이텍,000990,2004/12,,,,,,,,,,,
(주)DB하이텍,000990,2005/12,,,,,,,,,,,
(주)DB하이텍,000990,2006/12,,,,,,,,,,,
(주)DB하이텍,000990,2007/12,0,0,-1151,319.3,-2.62,0,0,1.11,0.39,0,0
(주)DB하이텍,000990,2008/12,0,0,-8904,342.61,1.8,0,0,0.57,0.13,0,0
(주)DB하이텍,000990,2009/12,0,0,-5481,348.79,-11.01,0,0,0.81,0.2,5.02,1.24
(주)DB하이텍,000990,2010/12,0,0,-5072,247.03,-61.04,0,0,1.71,0.72,9.28,3.88
(주)DB하이텍,000990,2011/12,0,0,-2541,289.22,-7.81,0,0,3.66,1.21,13.09,4.32
(주)DB하이텍,000990,2012/12,0,0,-780,298,-2.64,0,0,2.49,1.35,7.23,3.92
(주)DB하이텍,000990,2013/12,0,0,-2066,416.9,-1.95,0,0,3.25,1.79,14.01,7.73
(주)DB하이텍,000990,2014/12,0,0,-1915,715.95,8.03,0,0,5.25,2.02,8.22,3.17
(주)DB하이텍,000990,2015/12,174.29,0,3112,287.57,18.75,6.74,1.47,3.53,0.77,5.71,1.25
(주)DB하이텍,000990,2016/12,37.98,-30.29,2042,188.6,22.3,10.6,5.92,2.75,1.54,3.78,2.11
(주)DB하이텍,000990,2017/12,-16.95,24.71,2546,118.07,21.07,14.03,6.76,2.58,1.24,5.73,2.76
(주)DB하이텍,000990,2018/12,-21.09,-21.19,2002,91,16.88,9.74,4.68,1.84,0.88,5.07,2.44
(주)DB하이텍,000990,2019/12,60.45,20.51,2410,68.91,22.45,10.6,3.67,2.12,0.73,7.99,2.76
(주)DB하이텍,000990,2020/12,32.02,58.67,3822,48.33,25.57,14.05,3.9,3.07,0.85,7.5,2.08
(주)DB하이텍,000990,2021/12,66.76,90.87,7292,40.13,32.86,11.12,6.84,3.3,2.03,9.01,5.54
(주)DB하이텍,000990,2022/12,92.62,76.35,12858,29.57,45.89,6.81,2.77,2.43,0.99,5.22,2.13
(주)HJ중공업,097230,2007/12,,,,,,,,,,,
(주)HJ중공업,097230,2008/12,0,0,1331,282.03,10.75,54.78,8.64,1.65,0.26,0,0
(주)HJ중공업,097230,2009/12,6.7,-18.02,1081,292.8,10.61,39.7,18.84,1,0.47,0,0
(주)HJ중공업,097230,2010/12,-69.33,0,-1512,284.77,3.78,0,0,1.19,0.49,9.47,3.92
(주)HJ중공업,097230,2011/12,-9.82,0,-2007,276.93,3.73,0,0,1.13,0.38,0,0
(주)HJ중공업,097230,2012/12,-50.99,0,-1095,283.85,2.08,88.04,39.68,0.62,0.28,0,0
(주)HJ중공업,097230,2013/12,0,0,-2931,307.77,-2.75,0,0,0.52,0.26,0,0
(주)HJ중공업,097230,2014/12,0,0,-3674,311.31,-5.75,0,0,0.68,0.2,0,0
(주)HJ중공업,097230,2015/12,0,0,-2551,332.17,-2.55,0,0,0.55,0.26,6.86,3.27
(주)HJ중공업,097230,2016/12,0,0,-3216,487.19,-2.82,0,0,0.55,0.33,6.28,3.81
(주)HJ중공업,097230,2017/12,0,0,-2622,628.81,-4.76,0,0,0.99,0.54,1.5,0.82
(주)HJ중공업,097230,2018/12,0,0,0,0,3.63,0,0,0,0,2.34,0.95
(주)HJ중공업,097230,2019/12,35.93,0,5185,908.28,5.15,0,0,3.63,0.32,6.32,0.56
(주)HJ중공업,097230,2020/12,-38.42,-74.39,940,585.57,3.04,11.15,3.91,2.68,0.94,3.38,1.18
(주)HJ중공업,097230,2021/12,0,0,-1679,452.13,-6.39,0,0,2.03,1.3,0,0
(주)HJ중공업,097230,2022/12,0,0,-602,566.95,0.37,0,0,1.84,0.7,8.4,3.22
(주)MH에탄올,023150,2003/12,,,,,,,,,,,
(주)MH에탄올,023150,2004/12,,,,,,,,,,,
(주)MH에탄올,023150,2005/12,,,,,,,,,,,
(주)MH에탄올,023150,2006/12,,,,,,,,,,,
(주)MH에탄올,023150,2007/12,,,,,,19.13,7.83,2.01,0.82,22.49,9.21
(주)MH에탄올,023150,2008/12,0,0,-923,226.64,-3.44,0,0,1.8,0.77,5.98,2.56
(주)MH에탄올,023150,2009/12,0,0,188,191.56,7.63,40.34,26.84,1.18,0.79,9.04,6.02
(주)MH에탄올,023150,2010/12,-29.87,0,-225,189.26,6.26,8.86,3.97,0.77,0.34,6.82,3.06
(주)MH에탄올,023150,2011/12,-82.51,0,-611,214.54,1.35,8.42,3.75,0.5,0.22,6.71,2.99
(주)MH에탄올,023150,2012/12,803.71,0,59,238.69,9.12,16.3,7.08,0.71,0.31,15.03,6.53
(주)MH에탄올,023150,2013/12,-44.79,1640.29,1022,182.66,4.84,0,0,0.62,0.41,5.15,3.44
(주)MH에탄올,023150,2014/12,190.55,0,-26,62.03,17.85,17.89,4.54,1.63,0.41,16.12,4.09
(주)MH에탄올,023150,2015/12,26.84,0,1063,36.47,22.01,16.01,6.76,2.24,0.95,9.28,3.92
(주)MH에탄올,023150,2016/12,7.05,4.71,1129,13.77,24.28,7.94,5.99,1.06,0.8,5.28,3.98
(주)MH에탄올,023150,2017/12,-31.65,-17.16,942,368.17,15.62,10.39,7.36,0.99,0.7,5.7,4.04
(주)MH에탄올,023150,2018/12,-84.87,-108.83,-87,380.62,1.69,7.8,5.07,0.78,0.51,7.67,4.98
(주)MH에탄올,023150,2019/12,537.44,0,-79,468.69,9.68,0,0,0.91,0.71,8.03,6.25
(주)MH에탄올,023150,2020/12,101.58,0,1049,459.13,16.67,87.73,37.65,1.85,0.79,13.28,5.7
(주)MH에탄올,023150,2021/12,47.86,-13.4,908,432.99,22.86,29.13,11.35,2.62,1.02,70.86,27.62
(주)MH에탄올,023150,2022/12,-6.04,-15.66,766,369.03,19.8,17.72,9.28,1.68,0.88,0,0
(주)SH에너지화학,002360,2003/06,,,,,,,,,,,
(주)SH에너지화학,002360,2004/06,,,,,,,,,,,
(주)SH에너지화학,002360,2005/06,,,,,,,,,,,
(주)SH에너지화학,002360,2006/12,,,,,,,,,,,
(주)SH에너지화학,002360,2007/12,0,0,256,87.68,1.46,44.81,16.66,1.93,0.72,90.62,33.68
(주)SH에너지화학,002360,2008/12,0,0,-104,81.23,-5.69,0,0,15.04,0.56,155.52,5.78
(주)SH에너지화학,002360,2009/12,0,0,41,43.21,4.21,21.02,8.78,1.37,0.57,18.83,7.87
(주)SH에너지화학,002360,2010/12,0,0,-58.6,55.41,-4.51,0,0,1.13,0.68,112.84,67.89
(주)SH에너지화학,002360,2011/12,0,0,18.6,60.5,2.41,14.66,8.42,0.73,0.42,6.63,3.81
(주)SH에너지화학,002360,2012/12,-47.6,-81.28,3.5,59.82,1.13,162.25,31.83,2.74,0.54,481.86,94.54
(주)SH에너지화학,002360,2013/12,194.26,1146.78,43.5,58.75,2.77,32.02,16.07,2.32,1.16,20.67,10.37
(주)SH에너지화학,002360,2014/12,231.12,238.32,147.2,31.46,9.21,15.13,5.05,3.07,1.02,9.73,3.25
(주)SH에너지화학,002360,2015/12,7.89,-22.92,113.4,26.05,10.6,22.07,10.6,3.3,1.59,11.36,5.45
(주)SH에너지화학,002360,2016/12,5.02,42.44,161.6,19.6,11.04,13.72,7.21,2.52,1.32,20.82,10.94
(주)SH에너지화학,002360,2017/12,-41.16,-46.61,86.3,16.36,7.54,22.84,16.66,2.03,1.48,12.48,9.11
(주)SH에너지화학,002360,2018/12,-85.19,-75.89,20.8,16.17,1.14,74.92,32.62,2.06,0.9,48.38,21.06
(주)SH에너지화학,002360,2019/12,-249.05,-223.7,-25.8,24.66,-2.22,0,0,1.75,1.02,11.61,6.75
(주)SH에너지화학,002360,2020/12,0,0,-61.9,30.38,-8.39,0,0,2.17,0.62,51.03,14.66
(주)SH에너지화학,002360,2021/12,0,0,5.7,30.4,0.25,213.18,122.6,1.79,1.03,0,0
(주)SH에너지화학,002360,2022/12,134.88,196.29,16.8,31.94,0.48,160.64,74.09,2.17,1,0,0
(주)SIMPAC,009160,2003/12,,,,,,,,,,,
(주)SIMPAC,009160,2004/12,,,,,,,,,,,
(주)SIMPAC,009160,2005/12,,,,,,,,,,,
(주)SIMPAC,009160,2006/12,,,,,,,,,,,
(주)SIMPAC,009160,2007/12,,,,,,9.42,3.78,1.72,0.69,9.84,3.94
(주)SIMPAC,009160,2008/12,,,,,,7.19,1.53,2.03,0.43,37.16,7.91
(주)SIMPAC,009160,2009/12,0,0,555,69.88,9.55,7.99,4.54,1.07,0.61,8.5,4.83
(주)SIMPAC,009160,2010/12,83.91,49.82,768,85.41,11.85,10.14,5.1,1.14,0.57,6.43,3.23
(주)SIMPAC,009160,2011/12,26.96,21.75,925,84.02,12.7,11.05,5.59,1.54,0.78,12.88,6.52
(주)SIMPAC,009160,2012/12,-7.88,-22.78,714,69.63,11.18,10.55,5.98,1.37,0.77,18.3,10.37
(주)SIMPAC,009160,2013/12,-6.32,3.93,742,73.34,11.47,11.59,7.92,1.14,0.78,19,12.99
(주)SIMPAC,009160,2014/12,-26.52,-28.56,530,74.3,6.59,21.72,14.17,1.11,0.72,7.64,4.98
(주)SIMPAC,009160,2015/12,22.48,14.79,608,82.25,7.88,11.96,6.98,1.08,0.63,22.18,12.95
(주)SIMPAC,009160,2016/12,10.95,-1.54,603,73.81,8.82,10.51,7.61,0.77,0.56,5.67,4.1
(주)SIMPAC,009160,2017/12,-50.36,-20.32,509,58.27,5.07,21.2,16.19,0.68,0.52,0,0
(주)SIMPAC,009160,2018/12,-12.89,436.6,1678,56.71,3.33,2.44,0.93,0.38,0.14,4.19,1.6
(주)SIMPAC,009160,2019/12,9.33,-86.29,157,53.93,2.59,23.11,13.08,0.64,0.36,5.89,3.33
(주)SIMPAC,009160,2020/12,-30.1,259.84,586,58.9,2.13,7.45,4.14,0.46,0.25,451.62,251.07
(주)SIMPAC,009160,2021/12,1266.33,166.06,1621,65.23,17.36,9.89,2.45,1.36,0.34,14.08,3.49
(주)SIMPAC,009160,2022/12,11.79,-16.18,1381,60.93,17.69,12.87,6.07,1.21,0.57,26.7,12.6
(주)SNT에너지,100840,2008/12,,,,,,,,,,,
(주)SNT에너지,100840,2009/12,,,,,,7.7,2.42,1.64,0.51,7.9,2.48
(주)SNT에너지,100840,2010/12,,,,,,90.41,36.08,1.81,0.72,0,0
(주)SNT에너지,100840,2011/12,,,,,,0,0,0.99,0.54,0,0
(주)SNT에너지,100840,2012/12,,,,,,19.06,11.03,0.97,0.56,6.5,3.76
(주)SNT에너지,100840,2013/12,,,,,,9.04,6.39,0.76,0.54,7.27,5.14
(주)SNT에너지,100840,2014/12,,,,,,11.57,9.28,0.65,0.52,0,0
(주)SNT에너지,100840,2015/12,,,,,,8.58,3.96,1.03,0.48,105.23,48.52
(주)SNT에너지,100840,2016/12,,,,,,126.99,71.71,0.93,0.52,6.02,3.4
(주)SNT에너지,100840,2017/12,,,,,,32.32,20.87,0.64,0.41,0,0
(주)SNT에너지,100840,2018/12,,,,,,68.56,41.57,0.55,0.33,8.67,5.26
(주)SNT에너지,100840,2019/12,0,0,2148,36.31,8.19,10.43,5.41,0.64,0.33,0,0
(주)SNT에너지,100840,2020/12,32.35,-36.66,1414,42.24,9.74,15.88,8.18,0.64,0.33,2.25,1.16
(주)SNT에너지,100840,2021/12,0,0,1957,35.65,7.76,16.42,8.76,0.88,0.47,7.6,4.05
(주)SNT에너지,100840,2022/12,-73.18,20.76,2292,68.25,1.76,31.13,16.14,0.84,0.44,10.48,5.43
(주)SNT홀딩스,036530,2003/12,,,,,,,,,,,
(주)SNT홀딩스,036530,2004/12,,,,,,,,,,,
(주)SNT홀딩스,036530,2005/12,,,,,,,,,,,
(주)SNT홀딩스,036530,2006/12,,,,,,,,,,,
(주)SNT홀딩스,036530,2007/12,0,0,1603,106.4,6.58,40.81,13.43,3.25,1.07,0,0
(주)SNT홀딩스,036530,2008/12,-21.89,24.31,1946,72.68,5.87,18.43,1.93,1.06,0.11,34.65,3.62
(주)SNT홀딩스,036530,2009/12,59.24,-14.76,1659,78.78,8.67,14.95,4.55,0.71,0.22,88.59,26.95
(주)SNT홀딩스,036530,2010/12,18.46,60.29,1833,59.55,8.05,59.67,35.93,0.73,0.44,287.9,173.36
(주)SNT홀딩스,036530,2011/12,-0.27,13.66,2132,62.08,7.24,42.06,25.88,0.64,0.39,25.93,15.96
(주)SNT홀딩스,036530,2012/12,-28.89,-14.76,1870,57.43,5.14,23.68,14.51,0.56,0.34,24.61,15.08
(주)SNT홀딩스,036530,2013/12,-1.04,-16.31,1542,56.38,5.38,37.69,17.76,0.77,0.36,37.92,17.86
(주)SNT홀딩스,036530,2014/12,-22.75,30.84,1999,50.39,4.22,47.42,31.29,0.83,0.55,47.73,31.49
(주)SNT홀딩스,036530,2015/12,146.6,10.19,2141,41.85,10.02,17.69,10.55,1.18,0.7,61.71,36.79
(주)SNT홀딩스,036530,2016/12,-55.25,-91.61,174,44.37,4.7,70.43,32.7,1.16,0.54,640.17,297.22
(주)SNT홀딩스,036530,2017/12,-16.11,146.91,430,41.26,4.02,69.81,54.44,0.69,0.54,47.1,36.73
(주)SNT홀딩스,036530,2018/12,19.81,303.74,1701,40.62,5.18,41.82,28.32,0.62,0.42,38.86,26.31
(주)SNT홀딩스,036530,2019/12,73.82,127.87,4072,37.56,8.35,29.1,20.64,0.66,0.47,26.64,18.89
(주)SNT홀딩스,036530,2020/12,0.64,-40.18,2533,40.37,8.85,11.93,7.14,0.66,0.39,11.95,7.15
(주)SNT홀딩스,036530,2021/12,0,0,5329,33.27,8.94,23.61,14.19,0.93,0.56,23.29,14.01
(주)SNT홀딩스,036530,2022/12,15.23,-33.42,3556,40.86,8.88,18.68,11.4,0.83,0.51,18.52,11.3
(주)STX,011810,2003/12,,,,,,,,,,,
(주)STX,011810,2004/12,,,,,,,,,,,
(주)STX,011810,2005/12,,,,,,,,,,,
(주)STX,011810,2006/12,,,,,,,,,,,
(주)STX,011810,2007/12,0,0,2572,272.52,7.69,64.12,6.91,13.23,1.43,0,0
(주)STX,011810,2008/12,31.26,-82.53,423,475.73,5.18,133.91,20.52,3.39,0.52,0,0
(주)STX,011810,2009/12,0,0,-4312,554.07,-1.13,0,0,1.69,0.67,20.43,8.07
(주)STX,011810,2010/12,0,0,4651,275.44,2.21,196.52,84.34,1.93,0.83,28.67,12.3
(주)STX,011810,2011/12,162.45,1.24,4089,173.19,3.93,26.13,8,1.94,0.59,0,0
(주)STX,011810,2012/12,0,0,-8599,236.31,-6.67,0,0,0.94,0.41,6.51,2.82
(주)STX,011810,2013/12,0,0,-26644,0,-39.27,0,0,0,0,6.13,0.77
(주)STX,011810,2014/12,0,0,15611,1239.93,2.18,4.25,0.25,28.64,1.7,0,0
(주)STX,011810,2015/12,0,0,-1642,1651.71,-2.1,0,0,3.09,0.17,7.19,0.39
(주)STX,011810,2016/12,0,0,-14597,0,-1.99,0,0,0,0,4.4,1.09
(주)STX,011810,2017/12,0,0,20985,1374.49,2.44,11.28,0.79,89.15,6.26,40.4,2.84
(주)STX,011810,2018/12,-133.55,-97.28,471,765.34,-0.98,142.82,40.18,11.95,3.36,0,0
(주)STX,011810,2019/12,0,-460.27,-1664,895.02,0.12,0,0,7.88,2.79,30.55,10.84
(주)STX,011810,2020/12,0,0,-1032,655.62,-0.05,0,0,7.04,3.34,2.57,1.22
(주)STX,011810,2021/12,0,0,-696,451.82,0.98,0,0,6.68,1.51,0,0
(주)STX,011810,2022/12,0,0,-491,624.35,-0.16,0,0,5.85,2.05,0,0
(주)TCC스틸,002710,2003/12,,,,,,,,,,,
(주)TCC스틸,002710,2004/12,,,,,,,,,,,
(주)TCC스틸,002710,2005/12,,,,,,,,,,,
(주)TCC스틸,002710,2006/12,,,,,,,,,,,
(주)TCC스틸,002710,2007/12,0,0,423,108.4,2.78,80.81,40.53,0.6,0.3,0,0
(주)TCC스틸,002710,2008/12,530.78,-37.73,249,115.15,11.96,127.12,40.23,0.55,0.17,1.57,0.5
(주)TCC스틸,002710,2009/12,-71.18,1926.8,935,84.58,4.15,26.44,4.87,2.11,0.39,8.44,1.55
(주)TCC스틸,002710,2010/12,30.19,15.29,974,84.12,4.26,6.65,4.23,0.46,0.29,0,0
(주)TCC스틸,002710,2011/12,-41.84,-67.08,312,101.53,2.22,19.99,9.84,0.69,0.34,0,0
(주)TCC스틸,002710,2012/12,-48.05,-96.47,0,142.04,1.18,23.68,17.1,0.49,0.35,9.16,6.61
(주)TCC스틸,002710,2013/12,0,0,0,164.27,-1.55,214.56,149.32,0.41,0.28,3.96,2.76
(주)TCC스틸,002710,2014/12,0,0,0,191.48,0.07,73.48,47.94,0.37,0.24,5.42,3.53
(주)TCC스틸,002710,2015/12,4502.76,0,0,337.6,3.2,0,0,0.98,0.49,2,0.99
(주)TCC스틸,002710,2016/12,-3.18,0,807,173.78,3.45,4.91,2.67,0.85,0.46,0,0
(주)TCC스틸,002710,2017/12,-47.19,-90.98,0,176.16,2.07,0,0,0.71,0.47,0,0
(주)TCC스틸,002710,2018/12,110.7,537.96,0,171.53,4.13,7.99,4.81,0.64,0.39,4.33,2.61
(주)TCC스틸,002710,2019/12,-24.73,-48.34,237,168.92,2.94,34.42,21.21,0.73,0.45,0,0
(주)TCC스틸,002710,2020/12,-92.45,0,-68,153.25,0.22,0,0,1.51,0.25,0,0
(주)TCC스틸,002710,2021/12,2536.42,0,1242,136.42,4.77,8.64,2.92,2.08,0.7,38.63,13.06
(주)TCC스틸,002710,2022/12,71.82,1.86,1239,143.04,6.43,16.12,8.29,2.24,1.15,0,0
(주)강원랜드,035250,2003/12,,,,,,,,,,,
(주)강원랜드,035250,2004/12,,,,,,,,,,,
(주)강원랜드,035250,2005/12,,,,,,,,,,,
(주)강원랜드,035250,2006/12,,,,,,,,,,,
(주)강원랜드,035250,2007/12,,,,,,20.61,11.84,4.2,2.41,13.92,8
(주)강원랜드,035250,2008/12,,,,,,17.33,6.3,3.61,1.31,14.11,5.13
(주)강원랜드,035250,2009/12,0,0,1902,26.31,38.42,9.87,5.98,2.27,1.37,7.83,4.74
(주)강원랜드,035250,2010/12,19.84,9.28,2088,24.29,42.29,15.46,7.44,3.52,1.69,13.67,6.57
(주)강원랜드,035250,2011/12,-12.08,-10.57,1875,20.11,38.6,17.32,12.62,3.25,2.37,15.89,11.57
(주)강원랜드,035250,2012/12,-17.13,-19.66,1509,22.54,31.24,23.02,16.09,3.06,2.14,14.89,10.41
(주)강원랜드,035250,2013/12,-4.16,-2.82,1468,23.21,28.51,27,18.79,3.33,2.32,18.32,12.75
(주)강원랜드,035250,2014/12,32.25,20.75,1772,24.76,34.29,21.64,16.41,3.09,2.35,15.24,11.55
(주)강원랜드,035250,2015/12,16.02,22.9,2178,23.12,36.44,22.81,14.81,3.51,2.28,16.88,10.96
(주)강원랜드,035250,2016/12,3.9,2.93,2242,22.33,36.46,20.97,16.62,3.13,2.48,15.88,12.59
(주)강원랜드,035250,2017/12,-14.18,-3.73,2159,19.55,33.09,19.36,15.86,2.56,2.1,18.16,14.88
(주)강원랜드,035250,2018/12,-18.87,-32.06,1467,17.97,29.95,24.65,18.2,2.15,1.59,20.02,14.79
(주)강원랜드,035250,2019/12,16.36,12.56,1651,19.38,32.97,22.02,17.63,2.09,1.67,18.07,14.46
(주)강원랜드,035250,2020/12,0,0,-1361,12.15,-90.18,0,0,1.96,1.06,0,0
(주)강원랜드,035250,2021/12,0,0,-52,17.66,-6.68,0,0,1.95,1.43,29.49,21.53
(주)강원랜드,035250,2022/12,0,0,570,22.03,17.12,52.89,41.72,1.84,1.45,14.6,11.52
(주)갤럭시아에스엠,011420,2003/12,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2004/12,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2005/12,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2006/12,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2007/12,,,,,,41.99,25.55,0,0,10617.96,6461.14
(주)갤럭시아에스엠,011420,2008/12,,,,,,0,0,41.51,7.41,33.05,5.9
(주)갤럭시아에스엠,011420,2009/12,,,,,,38.53,15.93,5.64,2.33,0,0
(주)갤럭시아에스엠,011420,2010/12,0,0,44,63.57,1.08,81.39,25.61,8.6,2.71,0,0
(주)갤럭시아에스엠,011420,2011/12,0,0,157,78.49,10.91,21.94,9.15,5.08,2.12,16.63,6.94
(주)갤럭시아에스엠,011420,2012/12,0,0,19,69.76,3.77,267.41,127.13,3.12,1.48,23.05,10.96
(주)갤럭시아에스엠,011420,2013/12,-63.98,0,-83,75.11,1.61,0,0,2.44,1.58,0,0
(주)갤럭시아에스엠,011420,2014/12,0,0,-13,95.1,-0.96,0,0,3.78,1.6,0,0
(주)갤럭시아에스엠,011420,2015/12,0,0,85,38.09,3.36,41.12,13.89,2.23,0.75,35.22,11.9
(주)갤럭시아에스엠,011420,2016/12,-276.76,-183.84,-57,30.32,-7.06,0,0,2.34,1.03,0,0
(주)갤럭시아에스엠,011420,2017/12,0,0,-214,23.06,-9.51,0,0,2.63,1.43,0,0
(주)갤럭시아에스엠,011420,2018/12,0,0,-581,25.62,-46.86,0,0,3.72,1.31,0,0
(주)갤럭시아에스엠,011420,2019/12,0,0,-50,29.56,-1.59,0,0,4.85,1.92,120.21,47.75
(주)갤럭시아에스엠,011420,2020/12,,,,,,63.84,19.4,3.24,0.98,21.89,6.65
(주)갤럭시아에스엠,011420,2021/12,,,,,,28.25,10.44,3.28,1.21,64.52,23.84
(주)갤럭시아에스엠,011420,2022/12,,,,,,18.57,8.81,2.68,1.27,98.29,46.62
(주)경농,002100,2003/12,,,,,,,,,,,
(주)경농,002100,2004/12,,,,,,,,,,,
(주)경농,002100,2005/12,,,,,,,,,,,
(주)경농,002100,2006/12,,,,,,,,,,,
(주)경농,002100,2007/12,,,,,,10.97,5.39,1.37,0.68,7.13,3.5
(주)경농,002100,2008/12,,,,,,13.03,3.66,1.12,0.31,7.66,2.15
(주)경농,002100,2009/12,,,,,,6.27,3.88,0.73,0.45,0,0
(주)경농,002100,2010/12,0,0,503,34.11,9.59,11.62,7.77,0.78,0.52,4.5,3.01
(주)경농,002100,2011/12,0,0,29,21.53,6.33,29.5,18.43,0.66,0.41,6.52,4.07
(주)경농,002100,2012/12,0,0,632,77.55,9.29,11.95,9.27,0.53,0.41,6.54,5.08
(주)경농,002100,2013/12,47.54,23.73,782,56.89,9.57,6.62,4.92,0.58,0.43,5.56,4.13
(주)경농,002100,2014/12,-21.99,-44.35,435,68.5,7.77,15.35,8.18,0.88,0.47,10,5.33
(주)경농,002100,2015/12,-17.35,-10.12,380,81.11,6.17,20.83,15.54,0.82,0.61,0,0
(주)경농,002100,2016/12,-24.3,-3.58,365,74.44,4.49,30.33,17.85,1.04,0.61,20.16,11.87
(주)경농,002100,2017/12,-7.86,55.69,568,74.8,4.09,12.76,10.23,0.85,0.68,10.23,8.2
(주)경농,002100,2018/12,74.84,-45.49,310,77.34,6.95,36.55,12.7,1.97,0.68,75.99,26.41
(주)경농,002100,2019/12,-41.16,-18.01,254,83.71,3.82,74.8,30.72,2.89,1.19,120.26,49.39
(주)경농,002100,2020/12,64.34,177.87,706,75.77,5.75,41.06,11.95,2.27,0.66,50.32,14.64
(주)경농,002100,2021/12,17.34,26.02,890,64.18,6.2,15.53,8.43,1.86,1.01,17.94,9.73
(주)경농,002100,2022/12,144.5,68.9,1503,72.23,11.33,15.87,8.92,1.38,0.77,11.19,6.29
(주)경동나비엔,009450,2003/12,,,,,,,,,,,
(주)경동나비엔,009450,2004/12,,,,,,,,,,,
(주)경동나비엔,009450,2005/12,,,,,,,,,,,
(주)경동나비엔,009450,2006/12,,,,,,,,,,,
(주)경동나비엔,009450,2007/12,0,0,3399,39.33,0.84,8.65,6.16,0.53,0.38,0,0
(주)경동나비엔,009450,2008/12,250.76,0.92,3370,38.65,2.54,10.54,4.35,0.59,0.24,56.6,23.35
(주)경동나비엔,009450,2009/12,27.95,-52.01,1610,44.16,2.75,32.23,10.29,0.87,0.28,5.64,1.8
(주)경동나비엔,009450,2010/12,59.8,110.6,663,48.71,3.62,15.86,10.78,0.72,0.49,5.3,3.61
(주)경동나비엔,009450,2011/12,11.68,20.56,749,56.57,3.64,45.86,5.89,3.2,0.41,34.95,4.49
(주)경동나비엔,009450,2012/12,12.11,-2.36,729,70.42,3.67,18.25,7.47,1.17,0.48,7.46,3.05
(주)경동나비엔,009450,2013/12,42.08,20.9,880,89.44,4.78,28.92,14.46,1.75,0.87,13.24,6.62
(주)경동나비엔,009450,2014/12,-31.94,-17.41,727,111.38,3.14,45.87,23.71,2.62,1.35,0,0
(주)경동나비엔,009450,2015/12,79.9,80.96,1316,95.11,4.73,27.79,14.37,3.04,1.57,14.7,7.6
(주)경동나비엔,009450,2016/12,89.21,122.2,2925,79.99,7.86,28.92,11.77,4.13,1.68,15.17,6.17
(주)경동나비엔,009450,2017/12,4.2,-28.44,2093,96.37,6.98,43.09,23.81,3.32,1.83,52.17,28.83
(주)경동나비엔,009450,2018/12,-14.56,-6.3,1961,108.35,5.61,40.92,19.43,4.09,1.94,0,0
(주)경동나비엔,009450,2019/12,9.86,12.51,2207,102.57,5.79,38.7,20.22,3.27,1.71,20.77,10.85
(주)경동나비엔,009450,2020/12,49.69,49.48,3261,111.02,7.68,41.68,17.57,2.95,1.24,14.47,6.1
(주)경동나비엔,009450,2021/12,-4.18,93.71,5898,107.34,5.83,17.21,10.21,3.13,1.86,15.76,9.35
(주)경동나비엔,009450,2022/12,-7.04,-33.57,3707,96.64,5.15,21.77,11,2.47,1.25,33.38,16.87
(주)경동도시가스,267290,2017/12,,,,,,,,,,,
(주)경동도시가스,267290,2018/12,96.9,91.84,7235,142.84,2.66,7.32,4.46,0.82,0.5,2.07,1.26
(주)경동도시가스,267290,2019/12,-34.23,-28.03,4167,120.84,1.97,9.59,4.91,0.72,0.37,6.95,3.56
(주)경동도시가스,267290,2020/12,-35.36,-22.62,3224,96.16,1.67,7.1,3.78,0.39,0.21,0,0
(주)경동도시가스,267290,2021/12,0,0,3756,140.93,1.86,7.4,4.7,0.46,0.29,1.19,0.75
(주)경동도시가스,267290,2022/12,-6.86,9.31,4105,170.29,1.1,9.42,4.96,0.58,0.31,4.24,2.23
(주)경동인베스트,012320,2003/12,,,,,,,,,,,
(주)경동인베스트,012320,2004/12,,,,,,,,,,,
(주)경동인베스트,012320,2005/12,,,,,,,,,,,
(주)경동인베스트,012320,2006/12,,,,,,,,,,,
(주)경동인베스트,012320,2007/12,0,0,6859,98.47,3.53,12.25,4.9,1.29,0.52,6.96,2.78
(주)경동인베스트,012320,2008/12,70.86,28.03,8782,104.99,4.11,7.17,3.64,0.88,0.45,2.84,1.44
(주)경동인베스트,012320,2009/12,-43.07,-13.13,7629,126.83,2.26,7.26,5.05,0.7,0.48,3.24,2.25
(주)경동인베스트,012320,2010/12,101.55,79.37,12440,117.42,3.33,3.71,3.06,0.43,0.36,1.41,1.16
(주)경동인베스트,012320,2011/12,-20.78,-30.11,8695,145.55,1.94,4.04,2.93,0.5,0.36,2.24,1.63
(주)경동인베스트,012320,2012/12,39.16,41.44,12300,170.97,1.99,4.96,3.2,0.62,0.4,1.82,1.18
(주)경동인베스트,012320,2013/12,1.29,15.8,14243,141.61,1.81,7.46,5.43,0.68,0.5,6.29,4.58
(주)경동인베스트,012320,2014/12,-5.16,47.04,20943,117.43,1.84,10.34,7.38,0.85,0.61,28.21,20.13
