회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원)
(주)케이티앤지,033780,2020/12,1075309488,1337017930,3435384230
(주)케이티앤지,033780,2021/12,852944175,1083423988,3490455808
(주)케이티앤지,033780,2022/12,958039985,1120293986,3694358039
(주)크래프톤,259960,2008/12,,,
(주)크래프톤,259960,2009/12,,,
(주)크래프톤,259960,2010/12,,,
(주)크래프톤,259960,2011/12,,,
(주)크래프톤,259960,2012/12,,,
(주)크래프톤,259960,2013/12,,,
(주)크래프톤,259960,2014/12,,,
(주)크래프톤,259960,2015/12,,,
(주)크래프톤,259960,2016/12,,,
(주)크래프톤,259960,2017/12,,,
(주)크래프톤,259960,2018/12,4726883,-56668257,20131581
(주)크래프톤,259960,2019/12,123903584,-91243624,12102432
(주)크래프톤,259960,2020/12,5151508,-129011890,95437031
(주)크래프톤,259960,2021/12,542202251,696375446,1828373788
(주)크래프톤,259960,2022/12,487142608,737821913,1767775811
(주)포스코인터내셔널,047050,2006/12,,,
(주)포스코인터내셔널,047050,2007/12,101990515,91875432,7816148768
(주)포스코인터내셔널,047050,2008/12,88001342,156330671,11045767821
(주)포스코인터내셔널,047050,2009/12,124614287,171336654,11147952355
(주)포스코인터내셔널,047050,2010/12,2207449,32762150,15664736502
(주)포스코인터내셔널,047050,2011/12,160087808,238795316,18758511490
(주)포스코인터내셔널,047050,2012/12,306041024,140991766,17011373493
(주)포스코인터내셔널,047050,2013/12,132540678,139029659,16601357664
(주)포스코인터내셔널,047050,2014/12,173421149,346906479,19938097326
(주)포스코인터내셔널,047050,2015/12,81850203,344621205,16881039629
(주)포스코인터내셔널,047050,2016/12,123708754,304300747,15417229613
(주)포스코인터내셔널,047050,2017/12,150380940,352814280,20891525634
(주)포스코인터내셔널,047050,2018/12,97771702,385285061,23308796353
(주)포스코인터내셔널,047050,2019/12,191704149,568166155,22743722129
(주)포스코인터내셔널,047050,2020/12,203975391,424553506,19224845261
(주)포스코인터내셔널,047050,2021/12,201230501,365563651,30527682713
(주)포스코인터내셔널,047050,2022/12,289472370,504649815,32566135142
(주)포스코퓨처엠,003670,2006/12,,,
(주)포스코퓨처엠,003670,2007/12,16899407,20796466,290199320
(주)포스코퓨처엠,003670,2008/12,25180724,32097455,446939291
(주)포스코퓨처엠,003670,2009/12,33089195,41487157,574400917
(주)포스코퓨처엠,003670,2010/12,57190515,69891316,756053099
(주)포스코퓨처엠,003670,2011/12,92391379,117064811,1186622662
(주)포스코퓨처엠,003670,2012/12,78553653,93402742,1292356397
(주)포스코퓨처엠,003670,2013/12,59953187,76795244,1280591024
(주)포스코퓨처엠,003670,2014/12,70544020,88235923,1330564357
(주)포스코퓨처엠,003670,2015/12,43978161,53456798,1175271695
(주)포스코퓨처엠,003670,2016/12,59820347,78810682,1076455299
(주)포스코퓨처엠,003670,2017/12,72870347,100675141,1163917966
(주)포스코퓨처엠,003670,2018/12,78552425,101825344,1340983672
(주)포스코퓨처엠,003670,2019/12,89609078,87564073,1434507299
(주)포스코퓨처엠,003670,2020/12,55853976,60449786,1524145793
(주)포스코퓨처엠,003670,2021/12,119124207,120612067,1939523998
(주)포스코퓨처엠,003670,2022/12,114853461,153190221,3041287029
(주)풍산,103140,2008/12,-183839916,83744102,1007833320
(주)풍산,103140,2009/12,147488658,150417370,1745872134
(주)풍산,103140,2010/12,128627922,196540338,2187161209
(주)풍산,103140,2011/12,72020495,138796389,2294060534
(주)풍산,103140,2012/12,85191565,132217972,2341407324
(주)풍산,103140,2013/12,84561088,137733198,2372687343
(주)풍산,103140,2014/12,93309611,129773698,2243350091
(주)풍산,103140,2015/12,78212478,113931195,2040816532
(주)풍산,103140,2016/12,137706574,169550473,2034463841
(주)풍산,103140,2017/12,148534131,187616056,2257262819
(주)풍산,103140,2018/12,61991534,106669084,2162546325
(주)풍산,103140,2019/12,15111280,48680788,1880761562
(주)풍산,103140,2020/12,74466455,95963481,1944436892
(주)풍산,103140,2021/12,243336621,233826825,2556005344
(주)풍산,103140,2022/12,175385732,203168169,3257164379
(주)하나금융지주,086790,2006/12,,,
(주)하나금융지주,086790,2007/12,,,
(주)하나금융지주,086790,2008/12,,,
(주)하나금융지주,086790,2009/12,,,
(주)하나금융지주,086790,2010/12,,,
(주)하나금융지주,086790,2011/12,,,
(주)하나금융지주,086790,2012/12,,,
(주)하나금융지주,086790,2013/12,,,
(주)하나금융지주,086790,2014/12,,,
(주)하나금융지주,086790,2015/12,,,
(주)하나금융지주,086790,2016/12,,,
(주)하나금융지주,086790,2017/12,,,
(주)하나금융지주,086790,2018/12,,,
(주)하나금융지주,086790,2019/12,,,
(주)하나금융지주,086790,2020/12,,,
(주)하나금융지주,086790,2021/12,,,
(주)하나금융지주,086790,2022/12,,,
(주)하나투어,039130,2006/12,,,
(주)하나투어,039130,2007/12,26876063,35909039,199298048
(주)하나투어,039130,2008/12,5030257,9789017,172778721
(주)하나투어,039130,2009/12,-4837022,425039,123899456
(주)하나투어,039130,2010/12,22081598,27161955,217759372
(주)하나투어,039130,2011/12,19514660,22075925,226023534
(주)하나투어,039130,2012/12,29962151,34721023,259175857
(주)하나투어,039130,2013/12,32726832,36540385,297598302
(주)하나투어,039130,2014/12,28120590,31419283,315417922
(주)하나투어,039130,2015/12,28704677,34800812,360011774
(주)하나투어,039130,2016/12,9495828,30377004,385789633
(주)하나투어,039130,2017/12,26013480,46795675,444648863
(주)하나투어,039130,2018/12,13396332,26629690,542073146
(주)하나투어,039130,2019/12,-34655306,5683395,462940363
(주)하나투어,039130,2020/12,-99209807,-76015530,73947230
(주)하나투어,039130,2021/12,-38740747,-97545683,10781802
(주)하나투어,039130,2022/12,-74616787,-90529652,66269096
(주)하이브,352820,2016/12,,,
(주)하이브,352820,2017/12,,,
(주)하이브,352820,2018/12,,,
(주)하이브,352820,2019/12,63867596,85850351,416662609
(주)하이브,352820,2020/12,55506340,86949643,453369548
(주)하이브,352820,2021/12,11228337,29917861,536640323
(주)하이브,352820,2022/12,50478756,3641354,559813543
(주)한샘,009240,2006/12,,,
(주)한샘,009240,2007/12,15757991,14541787,415461823
(주)한샘,009240,2008/12,20970465,25472531,411360387
(주)한샘,009240,2009/12,23178053,27994181,547114937
(주)한샘,009240,2010/12,30671038,37837959,595820265
(주)한샘,009240,2011/12,37964820,48875906,676890921
(주)한샘,009240,2012/12,35195336,41996006,733566771
(주)한샘,009240,2013/12,56056206,73030657,955957542
(주)한샘,009240,2014/12,77578384,101955789,1265508559
(주)한샘,009240,2015/12,107625945,139089010,1631046866
(주)한샘,009240,2016/12,125199405,157558566,1855003163
(주)한샘,009240,2017/12,127662922,161936686,1973868806
(주)한샘,009240,2018/12,68290926,83942684,1847989367
(주)한샘,009240,2019/12,41343472,69059036,1605551061
(주)한샘,009240,2020/12,49883809,99088090,1723926567
(주)한샘,009240,2021/12,50786664,63938356,1773410963
(주)한샘,009240,2022/12,-61761544,-25622721,1539819827
(주)한섬,020000,2006/12,,,
(주)한섬,020000,2007/12,46529023,60113981,318595073
(주)한섬,020000,2008/12,54710473,55241377,334604193
(주)한섬,020000,2009/12,51461045,65715386,386908562
(주)한섬,020000,2010/12,67815681,80031880,446816115
(주)한섬,020000,2011/12,80511184,107830751,501007869
(주)한섬,020000,2012/12,63016013,69834257,489550165
(주)한섬,020000,2013/12,48809930,55981285,462603717
(주)한섬,020000,2014/12,48534000,51768043,509179833
(주)한섬,020000,2015/12,77695416,67209544,615393890
(주)한섬,020000,2016/12,56661713,73823744,710321856
(주)한섬,020000,2017/12,54570669,73256238,765914995
(주)한섬,020000,2018/12,69801795,78365964,766644345
(주)한섬,020000,2019/12,75601722,95748735,994560576
(주)한섬,020000,2020/12,86495695,104834528,1194779636
(주)한섬,020000,2021/12,116511359,159662714,1384773096
(주)한섬,020000,2022/12,125065962,174260144,1537082442
(주)한솔케미칼,014680,2006/12,,,
(주)한솔케미칼,014680,2007/12,5286916,9193898,157934389
(주)한솔케미칼,014680,2008/12,3159769,10837156,190168994
(주)한솔케미칼,014680,2009/12,16959424,18581063,192376780
(주)한솔케미칼,014680,2010/12,14130749,23136164,228250587
(주)한솔케미칼,014680,2011/12,13311992,22691499,278623403
(주)한솔케미칼,014680,2012/12,31162345,25875438,293809915
(주)한솔케미칼,014680,2013/12,21039694,26831664,286157035
(주)한솔케미칼,014680,2014/12,22253003,28195313,277931459
(주)한솔케미칼,014680,2015/12,32669974,42059842,290202958
(주)한솔케미칼,014680,2016/12,51061082,62297930,315815438
(주)한솔케미칼,014680,2017/12,45797407,60519796,341858961
(주)한솔케미칼,014680,2018/12,66327750,87181676,409357852
(주)한솔케미칼,014680,2019/12,72843779,95204897,401866639
(주)한솔케미칼,014680,2020/12,105104428,125133762,457470879
(주)한솔케미칼,014680,2021/12,130174657,166022884,570246565
(주)한솔케미칼,014680,2022/12,120839991,145266257,637646664
(주)한진칼,180640,2013/12,-3691983,12228145,14710852
(주)한진칼,180640,2014/12,22098352,34150681,41815085
(주)한진칼,180640,2015/12,9624397,27533351,41638210
(주)한진칼,180640,2016/12,-114867110,41952950,60147377
(주)한진칼,180640,2017/12,244311538,44665913,58767782
(주)한진칼,180640,2018/12,30906517,46655173,61814665
(주)한진칼,180640,2019/12,30675556,48606135,65099543
(주)한진칼,180640,2020/12,-3415383,19093617,41685803
(주)한진칼,180640,2021/12,-81135628,16910464,33445400
(주)한진칼,180640,2022/12,379175508,24783961,45814235
(주)한화,000880,2006/12,,,
(주)한화,000880,2007/12,217124539,130783281,3466903820
(주)한화,000880,2008/12,293413143,229492555,4942288331
(주)한화,000880,2009/12,561470674,234978469,4675860458
(주)한화,000880,2010/12,129869588,236706548,5230965177
(주)한화,000880,2011/12,69558304,126643691,5426938737
(주)한화,000880,2012/12,69286562,112742889,5242016462
(주)한화,000880,2013/12,53810154,112049360,5340878642
(주)한화,000880,2014/12,95381198,160349788,5057047290
(주)한화,000880,2015/12,36188799,165875656,5098918832
(주)한화,000880,2016/12,106275361,224190373,5101851157
(주)한화,000880,2017/12,160341990,259099930,4639964555
(주)한화,000880,2018/12,284521032,299882394,5224247719
(주)한화,000880,2019/12,100269854,188948784,4433163051
(주)한화,000880,2020/12,128678023,166959712,4000774861
(주)한화,000880,2021/12,131486415,228931991,3935568528
(주)한화,000880,2022/12,286589324,194528476,3879925484
(주)현대미포조선,010620,2006/12,,,
(주)현대미포조선,010620,2007/12,529196727,363101415,2848380430
(주)현대미포조선,010620,2008/12,519141628,536695599,3804734442
(주)현대미포조선,010620,2009/12,378653421,387125452,3710963856
(주)현대미포조선,010620,2010/12,442555357,559391834,3739174099
(주)현대미포조선,010620,2011/12,227864445,351676969,4173777473
(주)현대미포조선,010620,2012/12,111289267,109955901,4003284825
(주)현대미포조선,010620,2013/12,-187912610,-205825798,3487039719
(주)현대미포조선,010620,2014/12,-695284413,-832373230,3365276976
(주)현대미포조선,010620,2015/12,25923462,40649263,3701784128
(주)현대미포조선,010620,2016/12,40224120,164000565,3442178901
(주)현대미포조선,010620,2017/12,426461627,81585612,2441346314
(주)현대미포조선,010620,2018/12,87825804,51667090,2405066642
(주)현대미포조선,010620,2019/12,43103306,57502581,2999488385
(주)현대미포조선,010620,2020/12,-31072186,6579463,2780781151
(주)현대미포조선,010620,2021/12,-159839003,-226552324,2857835280
(주)현대미포조선,010620,2022/12,-41530918,-118392487,3695797868
(주)현대백화점,069960,2006/12,,,
(주)현대백화점,069960,2007/12,182110309,161783402,790613634
(주)현대백화점,069960,2008/12,222326368,169664086,804965080
(주)현대백화점,069960,2009/12,239037381,194886124,838748064
(주)현대백화점,069960,2010/12,190696256,225984438,826501884
(주)현대백화점,069960,2011/12,262674811,268084339,959778417
(주)현대백화점,069960,2012/12,222748284,279221269,1026100820
(주)현대백화점,069960,2013/12,228638050,290801136,1126786722
(주)현대백화점,069960,2014/12,221182751,268785575,1121049622
(주)현대백화점,069960,2015/12,190566910,256049215,1216059039
(주)현대백화점,069960,2016/12,218677800,264658977,1370588692
(주)현대백화점,069960,2017/12,202042281,266114048,1376510551
(주)현대백화점,069960,2018/12,368750632,268416521,1376063517
(주)현대백화점,069960,2019/12,195656742,241377832,1385243797
(주)현대백화점,069960,2020/12,101898547,108743934,1245062784
(주)현대백화점,069960,2021/12,152073562,186253613,1512060769
(주)현대백화점,069960,2022/12,160877945,252210667,1655713149
(주)현대지에프홀딩스,005440,2006/12,,,
(주)현대지에프홀딩스,005440,2007/12,32922795,19917338,460236220
(주)현대지에프홀딩스,005440,2008/12,54207414,17664550,463063068
(주)현대지에프홀딩스,005440,2009/12,45516749,15802118,294520529
(주)현대지에프홀딩스,005440,2010/12,40469445,33036528,395215725
(주)현대지에프홀딩스,005440,2011/12,42955290,45990309,795547334
(주)현대지에프홀딩스,005440,2012/12,51531867,54276333,1168077989
(주)현대지에프홀딩스,005440,2013/12,50790091,52110205,1276037993
(주)현대지에프홀딩스,005440,2014/12,53013510,54345829,1364599706
(주)현대지에프홀딩스,005440,2015/12,57092651,61930542,1476015810
(주)현대지에프홀딩스,005440,2016/12,56783518,62113930,1554226963
(주)현대지에프홀딩스,005440,2017/12,101027059,48911729,1477451922
(주)현대지에프홀딩스,005440,2018/12,80959774,69468555,1514615128
(주)현대지에프홀딩스,005440,2019/12,61645526,67049994,1542730568
(주)현대지에프홀딩스,005440,2020/12,37705777,45121057,1512503414
(주)현대지에프홀딩스,005440,2021/12,60716349,43248182,1671200575
(주)현대지에프홀딩스,005440,2022/12,78342133,74599137,1924028084
(주)현대홈쇼핑,057050,2006/12,,,
(주)현대홈쇼핑,057050,2007/12,50596753,80875383,363098040
(주)현대홈쇼핑,057050,2008/12,59075769,85890114,413954347
(주)현대홈쇼핑,057050,2009/12,95459104,120118299,515693136
(주)현대홈쇼핑,057050,2010/12,113407340,132339003,581417237
(주)현대홈쇼핑,057050,2011/12,142485682,152274551,711443009
(주)현대홈쇼핑,057050,2012/12,103969280,152831462,760488596
(주)현대홈쇼핑,057050,2013/12,195475637,144773902,799862373
(주)현대홈쇼핑,057050,2014/12,147846567,145138434,867891756
(주)현대홈쇼핑,057050,2015/12,97354816,110725400,890760608
(주)현대홈쇼핑,057050,2016/12,103384394,132285229,961339683
(주)현대홈쇼핑,057050,2017/12,87836434,149943798,1021841020
(주)현대홈쇼핑,057050,2018/12,79814735,135447133,973453833
(주)현대홈쇼핑,057050,2019/12,58833557,150430252,1030416793
(주)현대홈쇼핑,057050,2020/12,64280075,155728360,1084990445
(주)현대홈쇼핑,057050,2021/12,44756250,133934122,1080403665
(주)현대홈쇼핑,057050,2022/12,67521538,112712450,1101635299
(주)호텔신라,008770,2006/12,,,
(주)호텔신라,008770,2007/12,17104580,23514518,494988595
(주)호텔신라,008770,2008/12,24942796,53121284,874817509
(주)호텔신라,008770,2009/12,31483537,54129607,1213244245
(주)호텔신라,008770,2010/12,49406843,81255806,1439621966
(주)호텔신라,008770,2011/12,56024651,96032956,1764353262
(주)호텔신라,008770,2012/12,101382395,129254642,2189737806
(주)호텔신라,008770,2013/12,14127724,88471264,2275089386
(주)호텔신라,008770,2014/12,112733501,174639965,2795388800
(주)호텔신라,008770,2015/12,81440566,133523883,2782230572
(주)호텔신라,008770,2016/12,40465633,113059818,3155127701
(주)호텔신라,008770,2017/12,22347808,99426197,3362980926
(주)호텔신라,008770,2018/12,92575919,202870830,3643940422
(주)호텔신라,008770,2019/12,134734038,284427971,4567737437
(주)호텔신라,008770,2020/12,-302061222,-176014934,2814422846
(주)호텔신라,008770,2021/12,-9733755,90568267,3379077455
(주)호텔신라,008770,2022/12,-85681910,36084763,4265984365
(주)화승엔터프라이즈,241590,2015/12,-1205,-1206,0
(주)화승엔터프라이즈,241590,2016/12,34673265,34999689,35967806
(주)화승엔터프라이즈,241590,2017/12,41455935,42594824,43827092
(주)화승엔터프라이즈,241590,2018/12,3042282,3462879,4746450
(주)화승엔터프라이즈,241590,2019/12,6098777,5931919,8160827
(주)화승엔터프라이즈,241590,2020/12,434969,1084933,3950636
(주)화승엔터프라이즈,241590,2021/12,4721558,1773096,4845159
(주)화승엔터프라이즈,241590,2022/12,10765577,3662683,6697506
(주)효성,004800,2006/12,,,
(주)효성,004800,2007/12,166710499,238357500,5425099992
(주)효성,004800,2008/12,136373550,410354039,6925725468
(주)효성,004800,2009/12,338919858,532406661,7039730701
(주)효성,004800,2010/12,210542374,624965559,8198966171
(주)효성,004800,2011/12,108045215,393022672,9283304919
(주)효성,004800,2012/12,192424199,185450273,9284877550
(주)효성,004800,2013/12,-323942727,244852021,9067386153
(주)효성,004800,2014/12,184871797,204746505,8532152674
(주)효성,004800,2015/12,317726270,473349865,8033110020
(주)효성,004800,2016/12,538371676,633192655,7974341128
(주)효성,004800,2017/12,316067279,415424693,8509949686
(주)효성,004800,2018/12,3019515877,-22668487,352310815
(주)효성,004800,2019/12,43810825,54364443,342849813
(주)효성,004800,2020/12,-58985143,56935212,295491357
(주)효성,004800,2021/12,433293273,442577612,1053086491
(주)효성,004800,2022/12,14338747,-29311422,749995534
(주)후성,093370,2006/12,,,
(주)후성,093370,2007/12,8573497,1699123,96628683
(주)후성,093370,2008/12,14525613,3373269,136205781
(주)후성,093370,2009/12,7234662,875801,142634796
(주)후성,093370,2010/12,5890176,7754799,180146667
(주)후성,093370,2011/12,14640318,25689268,237603543
(주)후성,093370,2012/12,18044664,-4618802,215609696
(주)후성,093370,2013/12,-28959760,-14661254,193122393
(주)후성,093370,2014/12,-67234041,-9530092,175167335
(주)후성,093370,2015/12,13702574,14915946,199309201
(주)후성,093370,2016/12,65565456,34113336,186229518
(주)후성,093370,2017/12,30484993,37824351,241243453
(주)후성,093370,2018/12,34509025,45639753,268884514
(주)후성,093370,2019/12,13419127,27244762,241217521
(주)후성,093370,2020/12,10988083,23092516,237239900
(주)후성,093370,2021/12,46971590,56182275,305250826
(주)후성,093370,2022/12,55937358,76175846,413339538
(주)휠라홀딩스,081660,2006/12,,,
(주)휠라홀딩스,081660,2007/12,55515948,36188484,293477075
(주)휠라홀딩스,081660,2008/12,-18326001,43754657,332789280
(주)휠라홀딩스,081660,2009/12,17214818,47601320,357373532
(주)휠라홀딩스,081660,2010/12,44227967,53375834,417627817
(주)휠라홀딩스,081660,2011/12,39609484,54602611,457656374
(주)휠라홀딩스,081660,2012/12,28540193,32655409,423883800
(주)휠라홀딩스,081660,2013/12,17020246,24722843,415153347
(주)휠라홀딩스,081660,2014/12,9602666,11853447,397490448
(주)휠라홀딩스,081660,2015/12,-430366,-4020043,346805095
(주)휠라홀딩스,081660,2016/12,-17845231,-31020650,306179181
(주)휠라홀딩스,081660,2017/12,-3389427,1414941,342462022
(주)휠라홀딩스,081660,2018/12,59872465,56453506,499912857
(주)휠라홀딩스,081660,2019/12,108120895,112224239,612236223
(주)휠라홀딩스,081660,2020/12,-47523925,-8716473,376281
(주)휠라홀딩스,081660,2021/12,90901875,95414767,106259524
(주)휠라홀딩스,081660,2022/12,134496269,137459158,150464018
DB손해보험(주),005830,2006/03,,,
DB손해보험(주),005830,2007/03,,,
DB손해보험(주),005830,2008/03,,,
DB손해보험(주),005830,2009/03,,,
DB손해보험(주),005830,2010/03,,,
DB손해보험(주),005830,2011/03,,,
DB손해보험(주),005830,2012/03,,,
DB손해보험(주),005830,2013/03,,,
DB손해보험(주),005830,2014/12,,,
DB손해보험(주),005830,2015/12,,,
DB손해보험(주),005830,2016/12,,,
DB손해보험(주),005830,2017/12,,,
DB손해보험(주),005830,2018/12,,,
DB손해보험(주),005830,2019/12,,,
DB손해보험(주),005830,2020/12,,,
DB손해보험(주),005830,2021/12,,,
DB손해보험(주),005830,2022/12,,,
HD현대(주),267250,2017/12,219486624,282227537,465241675
HD현대(주),267250,2018/12,130596457,337847947,579338552
HD현대(주),267250,2019/12,590858298,247640973,492651093
HD현대(주),267250,2020/12,86432633,300813982,375932399
HD현대(주),267250,2021/12,502088652,234373280,253751437
HD현대(주),267250,2022/12,219293648,316649815,347229888
KG스틸(주),016380,2006/12,,,
KG스틸(주),016380,2007/12,31405040,-14579353,2263816175
KG스틸(주),016380,2008/12,-91654369,31034731,3134236859
KG스틸(주),016380,2009/12,50168651,7607905,2613614842
KG스틸(주),016380,2010/12,-30107121,104126449,3664182456
KG스틸(주),016380,2011/12,-225325395,10307664,3899744758
KG스틸(주),016380,2012/12,-48844721,11131012,3565729917
KG스틸(주),016380,2013/12,-141813087,21464805,3332942862
KG스틸(주),016380,2014/12,-1341090529,-170063531,2639095928
KG스틸(주),016380,2015/12,-25421390,76043999,1604043537
KG스틸(주),016380,2016/12,-88810885,94071363,1542880719
KG스틸(주),016380,2017/12,-148383192,-32003467,1733421115
KG스틸(주),016380,2018/12,-64063256,-4959122,1750903867
KG스틸(주),016380,2019/12,-30861360,20463279,1688470942
KG스틸(주),016380,2020/12,42433613,85469631,2098691006
KG스틸(주),016380,2021/12,180246917,289648782,3208372156
KG스틸(주),016380,2022/12,526787734,325853385,3676462979
LG이노텍(주),011070,2006/12,,,
LG이노텍(주),011070,2007/12,25176088,10782044,1321353793
LG이노텍(주),011070,2008/12,56410581,50968669,1415644068
LG이노텍(주),011070,2009/12,33172008,13227284,1858470761
LG이노텍(주),011070,2010/12,204439188,104589773,3719351418
LG이노텍(주),011070,2011/12,-164340442,-103380562,4310661065
LG이노텍(주),011070,2012/12,-41089087,-315540,5071753125
LG이노텍(주),011070,2013/12,-50039155,29032632,5504037545
LG이노텍(주),011070,2014/12,58869183,246648552,5840222889
LG이노텍(주),011070,2015/12,43578086,184135102,5691346073
LG이노텍(주),011070,2016/12,12165924,71297286,5321757789
LG이노텍(주),011070,2017/12,180414448,266339127,7149756338
LG이노텍(주),011070,2018/12,128117716,175707522,7607397531
LG이노텍(주),011070,2019/12,80658023,287730671,8042527935
LG이노텍(주),011070,2020/12,186482332,561338855,9290257034
LG이노텍(주),011070,2021/12,789717006,1106099812,14594815510
LG이노텍(주),011070,2022/12,720393793,1016233433,19092897004
LS일렉트릭(주),010120,2006/12,,,
LS일렉트릭(주),010120,2007/12,110727918,156650526,1293646222
LS일렉트릭(주),010120,2008/12,94779253,148967956,1419482942
LS일렉트릭(주),010120,2009/12,169715729,164109835,1446199449
LS일렉트릭(주),010120,2010/12,116046144,163032267,1409828572
LS일렉트릭(주),010120,2011/12,58827629,111205436,1402034913
LS일렉트릭(주),010120,2012/12,100886002,151189188,1651122711
LS일렉트릭(주),010120,2013/12,110778939,170138720,1765837122
LS일렉트릭(주),010120,2014/12,93904072,155115263,1827656625
LS일렉트릭(주),010120,2015/12,69452478,147877294,1753118434
LS일렉트릭(주),010120,2016/12,57881723,97392379,1712375142
LS일렉트릭(주),010120,2017/12,94808192,143061115,1807454521
LS일렉트릭(주),010120,2018/12,119393549,174805721,1905119904
LS일렉트릭(주),010120,2019/12,109361356,154683110,1810062924
LS일렉트릭(주),010120,2020/12,106202772,113217221,1854586052
LS일렉트릭(주),010120,2021/12,71012344,114654515,1877447872
LS일렉트릭(주),010120,2022/12,67416946,138175647,2283473364
SK이노베이션(주),096770,2007/12,344338822,604162636,14862294474
SK이노베이션(주),096770,2008/12,888084899,1891497413,45737325810
SK이노베이션(주),096770,2009/12,679761794,907753366,35827543834
SK이노베이션(주),096770,2010/12,881923619,1420311334,43863584885
SK이노베이션(주),096770,2011/12,1703394396,408227538,1526206664
SK이노베이션(주),096770,2012/12,953729175,1217521574,2349804656
SK이노베이션(주),096770,2013/12,237032450,358535587,1493807904
SK이노베이션(주),096770,2014/12,138616777,353886769,1589720863
SK이노베이션(주),096770,2015/12,-5617027,384714884,1667199695
SK이노베이션(주),096770,2016/12,-344199209,68162028,1199714934
SK이노베이션(주),096770,2017/12,1600004912,1709168894,3103342788
SK이노베이션(주),096770,2018/12,1675000252,2052445917,3679762542
SK이노베이션(주),096770,2019/12,792139635,1292755280,3006128697
SK이노베이션(주),096770,2020/12,1592008115,1329452478,3808247747
SK이노베이션(주),096770,2021/12,1317007178,679056388,3986068370
SK이노베이션(주),096770,2022/12,453183233,611371885,1983533544
고려아연(주),010130,2006/12,,,
고려아연(주),010130,2007/12,421705787,493477757,2570809731
고려아연(주),010130,2008/12,282718612,492715148,2454242872
고려아연(주),010130,2009/12,413690954,385851261,2575311865
고려아연(주),010130,2010/12,516275255,614941519,3129065097
고려아연(주),010130,2011/12,676786476,879079686,4857562193
고려아연(주),010130,2012/12,596362414,765097937,4926649428
고려아연(주),010130,2013/12,467666897,613165058,4232415605
고려아연(주),010130,2014/12,462447445,634092973,4214904855
고려아연(주),010130,2015/12,490113815,636975990,4087039959
고려아연(주),010130,2016/12,537489126,688385343,5044841798
고려아연(주),010130,2017/12,530648641,761189745,5452393303
고려아연(주),010130,2018/12,460562560,647503325,5527738464
고려아연(주),010130,2019/12,567066366,729247694,5218822665
고려아연(주),010130,2020/12,561284702,780769550,5652149468
고려아연(주),010130,2021/12,753966394,924590389,7162506078
고려아연(주),010130,2022/12,656193706,931364084,8081377635
그랜드코리아레저(주),114090,2006/12,,,
그랜드코리아레저(주),114090,2007/12,41133445,56778350,325179039
그랜드코리아레저(주),114090,2008/12,60206002,84330191,391397654
그랜드코리아레저(주),114090,2009/12,100941340,129348796,488823843
그랜드코리아레저(주),114090,2010/12,73838705,97730991,482429501
그랜드코리아레저(주),114090,2011/12,63303582,135221854,524911870
그랜드코리아레저(주),114090,2012/12,144055181,146412038,502404460
그랜드코리아레저(주),114090,2013/12,137569887,191127939,561327447
그랜드코리아레저(주),114090,2014/12,116513611,147762333,540680448
그랜드코리아레저(주),114090,2015/12,91731838,118377541,505663483
그랜드코리아레저(주),114090,2016/12,114342570,151182943,548230023
그랜드코리아레저(주),114090,2017/12,80538567,108168511,501295524
그랜드코리아레저(주),114090,2018/12,77616246,104906124,480339214
그랜드코리아레저(주),114090,2019/12,72039234,96362078,490752464
그랜드코리아레저(주),114090,2020/12,-65068231,-89798315,184462332
그랜드코리아레저(주),114090,2021/12,-114207594,-147004722,85086861
그랜드코리아레저(주),114090,2022/12,-23538919,-14794588,262110551
금호석유화학(주),011780,2006/12,,,
금호석유화학(주),011780,2007/12,134180659,160753245,2124530865
금호석유화학(주),011780,2008/12,-19745679,281295264,3182489831
금호석유화학(주),011780,2009/12,-614839361,116181190,2801661890
금호석유화학(주),011780,2010/12,194384488,387344319,3886336827
금호석유화학(주),011780,2011/12,343319757,623545509,5292118911
금호석유화학(주),011780,2012/12,96116038,214783770,4872724692
금호석유화학(주),011780,2013/12,-30966632,160460360,4193220007
금호석유화학(주),011780,2014/12,83308973,188389510,3766992357
금호석유화학(주),011780,2015/12,77469141,144299098,3159552412
금호석유화학(주),011780,2016/12,29416871,133250068,3138617263
금호석유화학(주),011780,2017/12,135421885,216351104,3926050763
금호석유화학(주),011780,2018/12,182630029,285065167,3899573264
금호석유화학(주),011780,2019/12,262497365,299921864,3699122524
금호석유화학(주),011780,2020/12,434323599,514923325,3489720117
금호석유화학(주),011780,2021/12,986986525,1342782403,5501282084
금호석유화학(주),011780,2022/12,575138552,656205503,5086855586
금호타이어(주),073240,2006/12,,,
금호타이어(주),073240,2007/12,-24226630,111588524,2029308656
금호타이어(주),073240,2008/12,-200356273,36259997,2398560312
금호타이어(주),073240,2009/12,-776168112,-213579533,1894699703
금호타이어(주),073240,2010/12,143744,171136617,2701990231
금호타이어(주),073240,2011/12,106114927,254128745,3247967259
금호타이어(주),073240,2012/12,126809690,272126100,3342328372
금호타이어(주),073240,2013/12,63878745,238254827,2914256623
금호타이어(주),073240,2014/12,122887201,272284398,2755119349
금호타이어(주),073240,2015/12,-46286979,39128627,2396367413
금호타이어(주),073240,2016/12,13073721,94004199,2353871598
