회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),*주당순손익(IFRS)(원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),자본(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
(주)BNK금융지주,138930,2011/03,,,,,,
(주)BNK금융지주,138930,2012/03,,,,,,
(주)BNK금융지주,138930,2013/03,,,,,,
(주)BNK금융지주,138930,2014/03,,,,,,
(주)BNK금융지주,138930,2015/03,,,,,,
(주)BNK금융지주,138930,2016/03,,,,,,
(주)BNK금융지주,138930,2017/03,,,,,,
(주)BNK금융지주,138930,2018/03,,,,,,
(주)BNK금융지주,138930,2019/03,,,,,,
(주)BNK금융지주,138930,2020/03,,,,,,
(주)BNK금융지주,138930,2021/03,,,,,,
(주)BNK금융지주,138930,2022/03,,,,,,
(주)DB하이텍,000990,2007/03,14424004,0,825633552,309053311,402291151,27480271
(주)DB하이텍,000990,2008/03,-16952010,-520,2356600964,388784892,864024004,1746982
(주)DB하이텍,000990,2009/03,-85234407,-2617,2395531436,325524224,767682983,-43261765
(주)DB하이텍,000990,2010/03,1891133,57,1874496498,320979251,602989594,-860488
(주)DB하이텍,000990,2011/03,-2247337,-58,995104444,147257072,361416926,6749343
(주)DB하이텍,000990,2012/03,-16315329,-421,916576731,142781554,278611530,-4147473
(주)DB하이텍,000990,2013/03,-21361475,-532,890590501,121200159,253192428,-7207578
(주)DB하이텍,000990,2014/03,-18175642,-452,862604485,118573696,179174138,855296
(주)DB하이텍,000990,2015/03,62631489,1551,802495303,145499879,200909213,18266100
(주)DB하이텍,000990,2016/03,33207278,768,728111477,183876313,310864566,40709450
(주)DB하이텍,000990,2017/03,33567077,776,641739803,190460700,398017530,51547324
(주)DB하이텍,000990,2018/03,11470987,265,552974964,138444869,457789151,12644659
(주)DB하이텍,000990,2019/03,17731904,408,524943617,159579695,545463724,22337067
(주)DB하이텍,000990,2020/03,54944580,1265,461161575,225803046,685219714,64702579
(주)DB하이텍,000990,2021/03,47748124,1099,365828281,243736209,828906779,60553506
(주)DB하이텍,000990,2022/03,136776990,3147,438890527,395024843,1223175304,181508852
(주)JB금융지주,175330,2014/03,,,,,,
(주)JB금융지주,175330,2015/03,,,,,,
(주)JB금융지주,175330,2016/03,,,,,,
(주)JB금융지주,175330,2017/03,,,,,,
(주)JB금융지주,175330,2018/03,,,,,,
(주)JB금융지주,175330,2019/03,,,,,,
(주)JB금융지주,175330,2020/03,,,,,,
(주)JB금융지주,175330,2021/03,,,,,,
(주)JB금융지주,175330,2022/03,,,,,,
(주)KB금융지주,105560,2009/03,,,,,,
(주)KB금융지주,105560,2010/03,,,,,,
(주)KB금융지주,105560,2011/03,,,,,,
(주)KB금융지주,105560,2012/03,,,,,,
(주)KB금융지주,105560,2013/03,,,,,,
(주)KB금융지주,105560,2014/03,,,,,,
(주)KB금융지주,105560,2015/03,,,,,,
(주)KB금융지주,105560,2016/03,,,,,,
(주)KB금융지주,105560,2017/03,,,,,,
(주)KB금융지주,105560,2018/03,,,,,,
(주)KB금융지주,105560,2019/03,,,,,,
(주)KB금융지주,105560,2020/03,,,,,,
(주)KB금융지주,105560,2021/03,,,,,,
(주)KB금융지주,105560,2022/03,,,,,,
(주)강원랜드,035250,2007/03,84210098,0,506396549,285113746,1362761739,112262904
(주)강원랜드,035250,2008/03,88975496,421,629098550,295612068,1508392478,118567606
(주)강원랜드,035250,2009/03,93932514,458,626789139,309601168,1573759625,136702356
(주)강원랜드,035250,2010/03,112616329,550,673551973,336674198,1803119113,154501913
(주)강원랜드,035250,2011/03,105325251,517,720131964,333466611,2004393440,147673355
(주)강원랜드,035250,2012/03,97376454,479,745507162,346262256,2192402079,126652794
(주)강원랜드,035250,2013/03,93164879,459,673552981,341188236,2319813522,120808959
(주)강원랜드,035250,2014/03,109732506,541,680664155,372854423,2485481627,140806901
(주)강원랜드,035250,2015/03,135367314,668,836459784,424913099,2678209817,172293152
(주)강원랜드,035250,2016/03,143140672,706,949089839,436284779,2946674369,179637603
(주)강원랜드,035250,2017/03,129977706,641,854644856,422769140,3190585941,164082642
(주)강원랜드,035250,2018/03,91400677,451,903911012,378276015,3395816550,126947045
(주)강원랜드,035250,2019/03,102776776,507,823539626,376758154,3507332452,125524969
(주)강원랜드,035250,2020/03,-156188175,-770,992768569,235830996,3376310770,-186572823
(주)강원랜드,035250,2021/03,-38787499,-191,388539095,97365357,3205474919,-59366592
(주)강원랜드,035250,2022/03,-5697589,-28,549307689,226675460,3243073259,10864806
(주)녹십자,006280,2007/03,10106978,0,150806016,98502526,186901328,13052544
(주)녹십자,006280,2008/03,10402362,1176,202167477,111054273,237340884,11799317
(주)녹십자,006280,2009/03,7690920,869,301650145,117999462,263002606,12870009
(주)녹십자,006280,2010/03,65075569,7237,268768603,286803198,411571494,88417211
(주)녹십자,006280,2011/03,12493331,1277,207064610,142611742,541265041,15514639
(주)녹십자,006280,2012/03,15142788,1498,174847248,151347133,619436714,19150003
(주)녹십자,006280,2013/03,17865316,1767,242560118,157606868,678646543,9110130
(주)녹십자,006280,2014/03,12670283,1096,261186587,174180264,817501345,12383786
(주)녹십자,006280,2015/03,11242262,972,390090331,183682913,866132434,10372623
(주)녹십자,006280,2016/03,5648037,488,404679533,208530937,946519409,7063778
(주)녹십자,006280,2017/03,4315741,378,441271222,231584540,977648388,8014738
(주)녹십자,006280,2018/03,15923488,1395,524456007,249268197,1031850593,12269745
(주)녹십자,006280,2019/03,3154884,276,570257221,235289371,1049194564,290787
(주)녹십자,006280,2020/03,1760953,154,702951802,254426741,1037348340,6426497
(주)녹십자,006280,2021/03,14170391,1242,775200505,211063232,1100171932,637560
(주)녹십자,006280,2022/03,4707268,412,696902309,264415269,1207245812,7152583
(주)녹십자홀딩스,005250,2007/03,3148478,0,184523596,11716822,198395821,4874861
(주)녹십자홀딩스,005250,2008/03,318972,266,183125192,9646333,207670738,1672652
(주)녹십자홀딩스,005250,2009/03,119594,98,195451696,9386125,214752466,2911261
(주)녹십자홀딩스,005250,2010/03,36138988,10198,215255111,42319006,341235164,38534193
(주)녹십자홀딩스,005250,2011/03,11079658,2563,348251548,14489525,508680277,14236147
(주)녹십자홀딩스,005250,2012/03,78820969,1835,157885350,12859669,574674399,8460257
(주)녹십자홀딩스,005250,2013/03,11745033,272,151199282,13114124,533207826,9041009
(주)녹십자홀딩스,005250,2014/03,7182522,159,206485027,14115116,568043552,9849052
(주)녹십자홀딩스,005250,2015/03,10917775,239,165778913,15848024,564274690,9945399
(주)녹십자홀딩스,005250,2016/03,10605138,234,286971872,26374731,553696055,13854360
(주)녹십자홀딩스,005250,2017/03,11993239,264,285615631,33437319,572394856,14308453
(주)녹십자홀딩스,005250,2018/03,21763124,479,372339043,39470778,592058278,13806195
(주)녹십자홀딩스,005250,2019/03,8468727,187,346209730,19233171,582804077,11313614
(주)녹십자홀딩스,005250,2020/03,10700202,236,340480003,22830527,587403488,16300259
(주)녹십자홀딩스,005250,2021/03,34499728,760,478620441,33127260,650382105,24627661
(주)녹십자홀딩스,005250,2022/03,14624576,322,411563125,31727195,651165671,23490169
(주)농심,004370,2007/03,30374752,0,568164773,402670792,951395241,33536676
(주)농심,004370,2008/03,31126377,5383,620572215,412025206,1037724280,33979617
(주)농심,004370,2009/03,30380414,5254,635383399,460579239,1128008537,33914203
(주)농심,004370,2010/03,42594686,7366,643536330,481776545,1223594994,38382187
(주)농심,004370,2011/03,31680939,5479,727146721,503338145,1477416256,37862897
(주)농심,004370,2012/03,-80600517,-13938,811055751,496124439,1375803217,31270663
(주)농심,004370,2013/03,26212681,4533,690433870,481854672,1444096410,30154760
(주)농심,004370,2014/03,28932732,5003,653364926,478259184,1512993253,31632951
(주)농심,004370,2015/03,23761268,4109,624388603,466356279,1542191540,26301252
(주)농심,004370,2016/03,143526425,24820,614599365,478039687,1750174673,28687956
(주)농심,004370,2017/03,27066600,4681,542435174,459376065,1795288053,26144932
(주)농심,004370,2018/03,28348414,4902,510667693,469268274,1852174819,28325036
(주)농심,004370,2019/03,23520548,4067,569063199,481378911,1895100197,22909785
(주)농심,004370,2020/03,39142673,6769,636447239,553936186,1932476471,47161110
(주)농심,004370,2021/03,18153205,3139,541580670,504619050,1977337843,11086639
(주)농심,004370,2022/03,27354365,4730,539573487,568952691,2037945158,26285675
(주)대우건설,047040,2007/03,121786808,0,3366384373,1371042269,2732281079,127015447
(주)대우건설,047040,2008/03,52062778,161,5281441700,1302671376,2900588992,59679000
(주)대우건설,047040,2009/03,11397609,36,6486955640,1540943451,3136611327,53994170
(주)대우건설,047040,2010/03,2931204,9,6014161740,1638318717,3011092901,58255431
(주)대우건설,047040,2011/03,48531785,118,6374465879,1583634259,3318853302,72030304
(주)대우건설,047040,2012/03,36258259,88,5630408746,1614489497,3400974246,51417956
(주)대우건설,047040,2013/03,28971452,71,6215251996,2031484627,3454429241,109341418
(주)대우건설,047040,2014/03,63924876,156,7442855399,2073015615,2695862032,119488976
(주)대우건설,047040,2015/03,23746321,58,7256750163,2193276190,2602943996,63928233
(주)대우건설,047040,2016/03,-18461090,-45,7205901474,2550336537,2747244593,62566664
(주)대우건설,047040,2017/03,201682773,491,7161859937,2600036761,2189947891,221190782
(주)대우건설,047040,2018/03,103272111,251,6730866457,2554512027,2083133566,168242161
(주)대우건설,047040,2019/03,53747605,131,6886869631,1933251298,2261582442,86336626
(주)대우건설,047040,2020/03,57958541,141,6826758904,1931518114,2264306196,118483765
(주)대우건설,047040,2021/03,154762016,377,6414588429,1866179349,2533524511,217871328
(주)대우건설,047040,2022/03,148168964,361,6504252258,2121328484,2875996898,199650946
(주)대웅,003090,2007/06,6575006,0,9038707,12809886,164181072,5330162
(주)대웅,003090,2008/06,7200405,1273,6773470,15676720,189577351,7747268
(주)대웅,003090,2009/06,11895878,1454,6435402,15740153,233556666,8116734
(주)대웅,003090,2010/06,2222196,272,12495860,15172276,251463335,2604968
(주)대웅,003090,2011/03,4133546,505,16506038,12814758,268146549,4564356
(주)대웅,003090,2012/03,14796804,1809,22632504,13583762,279390748,15173760
(주)대웅,003090,2013/03,4720010,560,24576945,14166241,286623278,4714364
(주)대웅,003090,2014/03,5433654,638,21506589,13964364,294134723,5565155
(주)대웅,003090,2015/03,5027618,590,22321681,14801598,299855255,5133947
(주)대웅,003090,2016/03,-1745082,-204,25956019,13901612,303851960,4926117
(주)대웅,003090,2017/03,5252235,608,21671759,14557575,312506433,5221866
(주)대웅,003090,2018/03,4251958,98,21709552,13074042,318383433,3856631
(주)대웅,003090,2019/03,5129233,119,26493323,14448940,327620031,5355367
(주)대웅,003090,2020/03,35524326,840,22777830,45140112,351891696,35626207
(주)대웅,003090,2021/03,43684806,1040,22762739,55047562,389712055,44935308
(주)대웅,003090,2022/03,5041875,121,22713628,16975862,396551534,5474429
(주)대웅제약,069620,2007/06,12360062,0,107950632,113316137,218539170,17000631
(주)대웅제약,069620,2008/06,13439933,1430,147561379,132147040,270117753,16234227
(주)대웅제약,069620,2009/06,7379888,782,196785249,146802871,274911165,11602637
(주)대웅제약,069620,2010/06,-11147883,-1158,222662640,172759548,295738905,31032964
(주)대웅제약,069620,2011/03,13735203,1404,166172564,172938424,323741594,18715013
(주)대웅제약,069620,2012/03,11901252,1188,124539759,172256391,361575734,12636487
(주)대웅제약,069620,2013/03,12254171,1187,112804461,162601084,392962634,16866702
(주)대웅제약,069620,2014/03,12462023,1207,135411726,169473291,443840103,14891283
(주)대웅제약,069620,2015/03,12457263,1207,244501275,191866657,451583011,14677480
(주)대웅제약,069620,2016/03,4231603,410,333101309,190451874,489384144,5469892
(주)대웅제약,069620,2017/03,5038588,488,502048995,205262605,516741823,9764423
(주)대웅제약,069620,2018/03,5009409,485,513827337,215852606,546304813,8018815
(주)대웅제약,069620,2019/03,4445726,431,542872979,238132896,537337157,10196791
(주)대웅제약,069620,2020/03,-1154478,-111,543745693,228382831,575242181,1250938
(주)대웅제약,069620,2021/03,-23326481,-2159,671658245,241689488,570926606,20190279
(주)대웅제약,069620,2022/03,17516616,1582,650780173,272169156,638552972,26772626
(주)대한항공,003490,2007/03,130776717,0,9733722000,2030904997,4513952978,151375568
(주)대한항공,003490,2008/03,-325450146,-4822,10725246576,2264732670,4023622449,19595343
(주)대한항공,003490,2009/03,-526316645,-7793,14014336146,2264382676,2349506340,6598890
(주)대한항공,003490,2010/03,171540440,2540,13616184001,2598988450,3191993192,220167253
(주)대한항공,003490,2011/03,189547252,2807,15008757382,2719251969,2751760468,145177294
(주)대한항공,003490,2012/03,-81258614,-1203,18506493630,2880152103,2108257274,-114668856
(주)대한항공,003490,2013/03,-313385358,-4627,19291340956,2835366366,2106773987,-141444996
(주)대한항공,003490,2014/03,-127208972,-2168,19354959322,2843320993,2130918837,17036602
(주)대한항공,003490,2015/03,15873927,256,19672847143,2816192332,2521767150,185876603
(주)대한항공,003490,2016/03,-111421367,-1507,20305748660,2811162934,2180253709,307778398
(주)대한항공,003490,2017/03,563122200,7186,20060753680,2810670108,2681603653,184792877
(주)대한항공,003490,2018/03,23312673,242,20491704329,3017276278,3595884043,176788781
(주)대한항공,003490,2019/03,-34237214,-357,22959038248,3049831443,2962982074,148202751
(주)대한항공,003490,2020/03,-692029099,-7213,23478843502,2352288253,2089167512,-56649502
(주)대한항공,003490,2021/03,-28761212,-147,19550448229,1749786816,6646546422,124474761
(주)대한항공,003490,2022/03,543853418,1554,19159999774,2805198786,7520711613,788449103
(주)더블유게임즈,192080,2016/03,6057028,357,14381332,37578077,366411277,5956388
(주)더블유게임즈,192080,2017/03,11135573,685,25183472,41254119,378984147,16342511
(주)더블유게임즈,192080,2018/03,13767159,850,23315219,44479408,413180371,14279836
(주)더블유게임즈,192080,2019/03,27107910,1608,52326606,50377861,552371605,19995443
(주)더블유게임즈,192080,2020/03,31703405,1880,48053032,47225372,716485696,19386766
(주)더블유게임즈,192080,2021/03,32628535,1922,50837733,57457867,748978717,22267078
(주)더블유게임즈,192080,2022/03,26005953,1532,145900044,47882385,890069560,13307781
(주)동서,026960,2007/03,20808812,0,82448765,56846330,434298384,6666934
(주)동서,026960,2008/03,28594954,973,90741977,67988510,496380172,7879055
(주)동서,026960,2009/03,30585457,1041,88701773,74553634,565534614,10261633
(주)동서,026960,2010/03,35438338,1206,87036987,82240339,647873846,10804984
(주)동서,026960,2011/03,60803465,2070,87371769,100491005,736177688,12259583
(주)동서,026960,2012/03,65050564,2214,103060321,106233973,793170946,12340853
(주)동서,026960,2013/03,66089100,1125,109004678,106454266,844698066,11237628
(주)동서,026960,2014/03,65449122,659,96687547,107130566,886881109,10833318
(주)동서,026960,2015/03,65659564,661,99951725,116046368,925736268,10464473
(주)동서,026960,2016/03,42043693,424,122261668,114479898,1094546209,8391226
(주)동서,026960,2017/03,39358422,396,133037695,123590935,1147078045,8271462
(주)동서,026960,2018/03,38424428,388,135932649,127438746,1189289701,8010451
(주)동서,026960,2019/03,38776572,393,149992450,114105238,1234372190,7597353
(주)동서,026960,2020/03,37569418,381,123643536,107895550,1306958471,7370867
(주)동서,026960,2021/03,35034495,355,122103924,122702265,1349949652,9770223
(주)동서,026960,2022/03,35634569,361,131538133,128792087,1399429288,10423104
(주)두산,000150,2007/03,6045888,0,1849623267,441610496,639595042,12906090
(주)두산,000150,2008/03,-14771487,-830,1519124693,417243139,706701422,11856138
(주)두산,000150,2009/03,205045089,8839,1105081849,249001157,1782094679,-92947383
(주)두산,000150,2010/03,53713961,2309,913781620,354888763,1793085326,63271766
(주)두산,000150,2011/03,86436389,3717,1049294709,488005590,4425911725,97773431
(주)두산,000150,2012/03,52679595,2428,1290518628,519575111,1963775964,80264780
(주)두산,000150,2013/03,54600515,2578,1152845094,460461115,1923358439,71250795
(주)두산,000150,2014/03,61812968,2952,1442868759,503884091,1972448342,80268802
(주)두산,000150,2015/03,60203421,2943,1545255146,513356296,2100901371,84888367
(주)두산,000150,2016/03,32282064,1630,1635417431,453593168,2024067545,71054490
(주)두산,000150,2017/03,86449326,4396,1654596532,611569368,2076064042,108112959
(주)두산,000150,2018/03,105480205,5364,1884399643,696849211,2349985992,124439908
(주)두산,000150,2019/03,15693626,796,2627953242,663102871,2293297077,37460742
(주)두산,000150,2020/03,66043120,3710,2823913683,558083408,2143206122,60589421
(주)두산,000150,2021/03,78567906,4414,2564823252,408763396,2709238414,38253846
(주)두산,000150,2022/03,29198619,1640,2268941762,261460529,3035172249,17514101
(주)메리츠금융지주,138040,2011/06,,,,,,
(주)메리츠금융지주,138040,2012/06,,,,,,
(주)메리츠금융지주,138040,2013/06,,,,,,
(주)메리츠금융지주,138040,2014/03,,,,,,
(주)메리츠금융지주,138040,2015/03,,,,,,
(주)메리츠금융지주,138040,2016/03,,,,,,
(주)메리츠금융지주,138040,2017/03,,,,,,
(주)메리츠금융지주,138040,2018/03,,,,,,
(주)메리츠금융지주,138040,2019/03,,,,,,
(주)메리츠금융지주,138040,2020/03,,,,,,
(주)메리츠금융지주,138040,2021/03,,,,,,
(주)메리츠금융지주,138040,2022/03,,,,,,
(주)보령,003850,2007/03,2036135,0,58598025,48178214,109613230,2283118
(주)보령,003850,2008/03,2496608,862,52764342,50962204,117244102,2959471
(주)보령,003850,2009/03,1836381,621,50462680,63906907,120547446,2814387
(주)보령,003850,2010/03,3066868,494,75660600,71913195,125731858,3572166
(주)보령,003850,2011/03,3896869,597,111031997,75557538,139012446,5831193
(주)보령,003850,2012/03,2062546,303,131916517,75840161,139360521,1804703
(주)보령,003850,2013/03,962094,136,121693712,66324829,145794704,531657
(주)보령,003850,2014/03,5879583,792,106957077,76368636,164261531,5218504
(주)보령,003850,2015/03,5363882,690,110133202,86899983,181511731,5949526
(주)보령,003850,2016/03,3195019,391,136202010,88857567,197413875,4316885
(주)보령,003850,2017/03,2664170,313,225567335,99850686,196302583,4864144
(주)보령,003850,2018/03,6498838,156,161480431,111695105,243194237,8838933
(주)보령,003850,2019/03,8870915,211,219187136,118738698,263756973,9431967
(주)보령,003850,2020/03,8339880,198,207297790,134211630,290568584,13403850
(주)보령,003850,2021/03,17100903,345,307076291,135830160,356334355,13758731
(주)보령,003850,2022/03,13670822,207,366728210,170565117,468724605,18690311
(주)비지에프리테일,282330,2018/03,23357631,1352,875067115,1316148225,365281928,27840776
(주)비지에프리테일,282330,2019/03,22794014,1319,1536585062,1349443843,470326417,28580777
(주)비지에프리테일,282330,2020/03,16362226,947,1564989728,1392117726,563045770,23213207
(주)비지에프리테일,282330,2021/03,18597182,1077,1715778646,1497685428,648468893,24610107
(주)비지에프리테일,282330,2022/03,26622426,1541,1858249620,1686552788,756029968,38831783
(주)셀트리온,068270,2007/03,633762,0,17837783,11603545,23966407,801889
(주)셀트리온,068270,2008/03,178189,31,26157325,12008833,24808694,483670
(주)셀트리온,068270,2009/03,11688299,115,301636707,40754501,232428139,18017184
(주)셀트리온,068270,2010/03,18376310,179,278651848,34885826,305244516,22361192
(주)셀트리온,068270,2011/03,40074118,345,388796585,60035511,813574597,39289910
(주)셀트리온,068270,2012/03,41545883,360,556191718,79840817,932053798,43442075
(주)셀트리온,068270,2013/03,34247307,344,1014888043,80556878,1086557840,44067759
(주)셀트리온,068270,2014/03,18302743,181,889917290,74984317,1112096849,35572189
(주)셀트리온,068270,2015/03,25388716,237,896009237,81742716,1287506542,39821736
(주)셀트리온,068270,2016/03,7856556,68,597434606,90920168,1901367920,25466006
(주)셀트리온,068270,2017/03,68249097,558,676063394,175832739,2183934474,90788301
(주)셀트리온,068270,2018/03,84910100,682,730496056,220474273,2610525134,116681249
(주)셀트리온,068270,2019/03,63185196,498,716441997,191506967,2652450003,75855652
(주)셀트리온,068270,2020/03,113627351,851,917822698,345694202,3011162715,126206476
(주)셀트리온,068270,2021/03,190085165,1394,1320087495,384571881,3605626042,196117947
(주)셀트리온,068270,2022/03,135835324,979,1475592113,538603257,3842109064,153613343
(주)신세계,004170,2007/03,100251696,0,4768266772,2059523321,2919047952,165681616
(주)신세계,004170,2008/03,131482875,6971,5133742034,2223461463,3407581717,198920634
(주)신세계,004170,2009/03,128082610,6791,6448372233,2486001883,3961790702,210096772
(주)신세계,004170,2010/03,156992842,8324,6128681672,2768404929,4563336393,240384896
(주)신세계,004170,2011/03,176103134,4669,15175019309,370145465,-1159657794,54836717
(주)신세계,004170,2012/03,44216199,4495,1757644271,368049244,2048749494,59922478
(주)신세계,004170,2013/03,40466050,4114,3143811699,385357740,2194437121,45367987
(주)신세계,004170,2014/03,40116933,4078,3124375294,382392420,2282534244,45999041
(주)신세계,004170,2015/03,60594447,6160,3101535282,372287610,2379747101,46111159
(주)신세계,004170,2016/03,40160091,4083,2744648417,377897210,2897092404,44320147
(주)신세계,004170,2017/03,27762013,2822,2853220739,414577781,2990168016,52082902
(주)신세계,004170,2018/03,56803259,5775,2994618140,425662408,3148038773,59204348
(주)신세계,004170,2019/03,668845277,67997,3583554946,374998530,3782579399,53382357
(주)신세계,004170,2020/03,67659338,6878,3383460628,331086953,3714515116,22589204
(주)신세계,004170,2021/03,147640398,15010,3971223869,399534862,3734180811,61170296
(주)신세계,004170,2022/03,101808835,10350,4309925598,442991147,3826609313,87259709
(주)신세계인터내셔날,031430,2012/03,9069993,1270,173726304,200066201,367449034,9071723
(주)신세계인터내셔날,031430,2013/03,2892074,405,255349752,184456574,400574021,4473098
(주)신세계인터내셔날,031430,2014/03,4966352,696,345147551,201167279,428278809,5904578
(주)신세계인터내셔날,031430,2015/03,7948858,1113,388229598,211739819,431575207,6904027
(주)신세계인터내셔날,031430,2016/03,-3400473,-476,393211438,216899841,427877401,2899425
(주)신세계인터내셔날,031430,2017/03,6944292,973,421562619,236428480,436794264,4453268
(주)신세계인터내셔날,031430,2018/03,9935086,1391,406630784,265263839,455713084,13173056
(주)신세계인터내셔날,031430,2019/03,27711804,3881,505891916,327344117,496023430,29593927
(주)신세계인터내셔날,031430,2020/03,30334597,4249,500503185,293191707,547875021,14832485
(주)신세계인터내셔날,031430,2021/03,22290457,3122,477183748,310507009,593116753,20875264
(주)신세계인터내셔날,031430,2022/03,30350573,850,412261513,321795959,648447940,29912615
(주)신한금융지주회사,055550,2007/03,,,,,,
(주)신한금융지주회사,055550,2008/03,,,,,,
(주)신한금융지주회사,055550,2009/03,,,,,,
(주)신한금융지주회사,055550,2010/03,,,,,,
(주)신한금융지주회사,055550,2011/03,,,,,,
(주)신한금융지주회사,055550,2012/03,,,,,,
(주)신한금융지주회사,055550,2013/03,,,,,,
(주)신한금융지주회사,055550,2014/03,,,,,,
(주)신한금융지주회사,055550,2015/03,,,,,,
(주)신한금융지주회사,055550,2016/03,,,,,,
(주)신한금융지주회사,055550,2017/03,,,,,,
(주)신한금융지주회사,055550,2018/03,,,,,,
(주)신한금융지주회사,055550,2019/03,,,,,,
(주)신한금융지주회사,055550,2020/03,,,,,,
(주)신한금융지주회사,055550,2021/03,,,,,,
(주)신한금융지주회사,055550,2022/03,,,,,,
(주)아모레퍼시픽,090430,2007/03,72723832,0,296035833,363681157,839467153,97885550
(주)아모레퍼시픽,090430,2008/03,75559102,12704,362841087,390744235,1002681368,100534296
(주)아모레퍼시픽,090430,2009/03,84509572,14236,383797862,462814270,1172921880,111175303
(주)아모레퍼시픽,090430,2010/03,109942162,18567,422492446,535748858,1365421075,132473781
(주)아모레퍼시픽,090430,2011/03,110908730,16077,630235851,633128654,1926283605,145935688
(주)아모레퍼시픽,090430,2012/03,109417791,15861,587729176,666189046,2189196055,145081899
(주)아모레퍼시픽,090430,2013/03,90929984,13181,610842417,703998169,2390777452,139378045
(주)아모레퍼시픽,090430,2014/03,112777388,16348,609016345,771392888,2637931276,161353146
(주)아모레퍼시픽,090430,2015/03,183049902,2654,755021133,983279686,2990116772,237923052
(주)아모레퍼시픽,090430,2016/03,232618113,3372,892899233,1149906954,3451004867,296126747
(주)아모레퍼시픽,090430,2017/03,182420544,2644,901874185,1181315553,3877241145,263046231
(주)아모레퍼시픽,090430,2018/03,136465811,1978,868931778,1018446918,4074644218,184247873
(주)아모레퍼시픽,090430,2019/03,114708189,1664,612795460,1032649382,4240069992,160895265
(주)아모레퍼시픽,090430,2020/03,106679820,1557,520447485,841631177,4412528821,102762852
(주)아모레퍼시픽,090430,2021/03,109925460,1605,465662052,899849155,4472802473,134815278
(주)아모레퍼시픽,090430,2022/03,88066231,1277,493237364,796422858,4743206171,115866021
(주)아모레퍼시픽그룹,002790,2007/03,18727377,0,165371970,32646146,1228180790,20748718
(주)아모레퍼시픽그룹,002790,2008/03,24930939,3313,137885835,23882237,1275148829,22349014
(주)아모레퍼시픽그룹,002790,2009/03,32116209,4279,119270197,31618543,1350091764,29870229
(주)아모레퍼시픽그룹,002790,2010/03,42145568,5625,118364044,42439048,1421976524,40420482
(주)아모레퍼시픽그룹,002790,2011/03,21769805,2695,79489531,24258286,1557381880,22731836
(주)아모레퍼시픽그룹,002790,2012/03,27602221,3409,82380193,28895264,1571427756,26375865
(주)아모레퍼시픽그룹,002790,2013/03,29968283,3694,68678058,33927235,1614377127,30181889
(주)아모레퍼시픽그룹,002790,2014/03,53861615,6659,71817590,57732670,1633313760,51207978
(주)아모레퍼시픽그룹,002790,2015/03,42434035,524,71052954,47056245,1651021007,40214553
(주)아모레퍼시픽그룹,002790,2016/03,50326768,621,76659456,59863495,1666492428,52209760
(주)아모레퍼시픽그룹,002790,2017/03,64498819,774,84199867,77314929,1686926437,64514215
(주)아모레퍼시픽그룹,002790,2018/03,47440991,569,83764715,53694190,1710504742,46653886
(주)아모레퍼시픽그룹,002790,2019/03,48315271,580,70988474,51559646,1725170642,45296690
(주)아모레퍼시픽그룹,002790,2020/03,35435013,384,78396242,41152654,1992405031,34935786
(주)아모레퍼시픽그룹,002790,2021/03,42512194,463,85457217,29554714,1964142425,23992669
(주)아모레퍼시픽그룹,002790,2022/03,29640238,326,111936029,33140505,2023387900,27059938
(주)에스원,012750,2007/03,23181108,0,193615874,178585819,395117976,30813304
(주)에스원,012750,2008/03,32403715,943,221882278,185767568,475119681,39113439
(주)에스원,012750,2009/03,31239388,905,234636731,179780839,553521981,35717264
(주)에스원,012750,2010/03,30208285,873,232468626,195750595,611504562,34093697
(주)에스원,012750,2011/03,31148485,924,277402735,226141807,641678230,36833523
(주)에스원,012750,2012/03,30107460,892,308797909,241939231,702120948,32937668
(주)에스원,012750,2013/03,23480299,695,284523298,258057664,725166244,26515395
(주)에스원,012750,2014/03,29221102,866,694449046,370018953,773716985,38955979
(주)에스원,012750,2015/03,28554746,845,461383052,412243661,836933079,38987335
(주)에스원,012750,2016/03,37684880,1115,390348441,431054897,987402160,51616032
(주)에스원,012750,2017/03,39051395,1155,375518135,467386718,1093132564,56676293
(주)에스원,012750,2018/03,45778257,1354,457022614,476458320,1215190896,55966888
(주)에스원,012750,2019/03,35987820,1064,500759342,486149112,1207535217,45086022
(주)에스원,012750,2020/03,34873542,1031,505108550,525851614,1268623240,48092456
(주)에스원,012750,2021/03,37573980,1111,544941429,552971135,1319614599,50915185
(주)에스원,012750,2022/03,39901848,1180,555522302,581800411,1360999523,55533259
(주)에프앤에프,383220,2022/03,102062821,2668,511597746,407005620,643863434,140755944
(주)엔씨소프트,036570,2007/03,14121309,0,39781429,57473725,434568117,13563472
(주)엔씨소프트,036570,2008/03,8074313,412,52348577,60097327,427653631,13740792
(주)엔씨소프트,036570,2009/03,34765491,1853,85202669,103123180,464728835,43366940
(주)엔씨소프트,036570,2010/03,58236834,2960,148991871,132149057,680377267,71018753
(주)엔씨소프트,036570,2011/03,47469890,2401,206767899,126930972,840250527,52601733
(주)엔씨소프트,036570,2012/03,28332945,1428,185993764,115863813,995222683,29474532
(주)엔씨소프트,036570,2013/03,35275661,1770,180444450,124772966,1060295000,37139574
