회사명,거래소코드,회계년도,정상영업이익증가율(IFRS),순이익증가율(IFRS),1주당순이익(IFRS)(원),부채비율(IFRS),매출액정상영업이익률(IFRS)
(주)DB하이텍,000990,2003/12,,,,,
(주)DB하이텍,000990,2004/12,,,,,
(주)DB하이텍,000990,2005/12,,,,,
(주)DB하이텍,000990,2006/12,,,,,
(주)DB하이텍,000990,2007/12,0,0,-682,263.15,-1.11
(주)DB하이텍,000990,2008/12,0,0,-8646,287.47,-6.57
(주)DB하이텍,000990,2009/12,0,0,-5361,288.09,-11.31
(주)DB하이텍,000990,2010/12,0,0,-5435,261.8,-61.14
(주)DB하이텍,000990,2011/12,0,0,-2414,305.87,-7.48
(주)DB하이텍,000990,2012/12,0,0,-799,318.52,-2.47
(주)DB하이텍,000990,2013/12,0,0,-1823,431.96,-1.9
(주)DB하이텍,000990,2014/12,0,0,-1450,636.17,7.98
(주)DB하이텍,000990,2015/12,174.49,0,3131,262.19,18.66
(주)DB하이텍,000990,2016/12,38.12,-30.96,2034,176.13,22.22
(주)DB하이텍,000990,2017/12,-17.13,-15.45,1719,121.4,20.94
(주)DB하이텍,000990,2018/12,-20.7,27.8,2192,93.66,16.87
(주)DB하이텍,000990,2019/12,60.48,27.42,2790,68.82,22.44
(주)DB하이텍,000990,2020/12,32.03,36.73,3814,48.29,25.56
(주)DB하이텍,000990,2021/12,66.79,91.31,7293,39.99,32.84
(주)DB하이텍,000990,2022/12,92.65,76.24,12852,29.48,45.88
(주)HJ중공업,097230,2007/12,,,,,
(주)HJ중공업,097230,2008/12,0,0,1331,196.27,13.26
(주)HJ중공업,097230,2009/12,-9.69,-17.61,1086,231.29,14.28
(주)HJ중공업,097230,2010/12,-77.89,0,-824,215.95,3.73
(주)HJ중공업,097230,2011/12,-41.65,0,-2409,212.4,2.57
(주)HJ중공업,097230,2012/12,-51.91,0,271,218.65,1.44
(주)HJ중공업,097230,2013/12,0,0,-3299,223.6,-5.66
(주)HJ중공업,097230,2014/12,0,0,-2771,210.45,-5.91
(주)HJ중공업,097230,2015/12,0,0,-2544,236.72,-4.79
(주)HJ중공업,097230,2016/12,0,0,-3215,333.73,2.56
(주)HJ중공업,097230,2017/12,75.76,0,-2820,487.9,4.99
(주)HJ중공업,097230,2018/12,0,0,-9087,0,-3.77
(주)HJ중공업,097230,2019/12,0,0,-1249,897.14,4.79
(주)HJ중공업,097230,2020/12,-33.7,0,919,583.21,3.01
(주)HJ중공업,097230,2021/12,0,0,-1681,450.92,-6.4
(주)HJ중공업,097230,2022/12,0,0,-603,565.7,0.36
(주)MH에탄올,023150,2003/12,,,,,
(주)MH에탄올,023150,2004/12,,,,,
(주)MH에탄올,023150,2005/12,,,,,
(주)MH에탄올,023150,2006/12,,,,,
(주)MH에탄올,023150,2007/12,0,0,496,71.65,18.07
(주)MH에탄올,023150,2008/12,-3.2,0,-923,151,16.27
(주)MH에탄올,023150,2009/12,5.92,0,188,146.41,16.98
(주)MH에탄올,023150,2010/12,23.78,247.91,655,140.84,21.27
(주)MH에탄올,023150,2011/12,-24.99,-26.85,479,142.03,15.99
(주)MH에탄올,023150,2012/12,-5.64,-23.28,367,137.09,14.33
(주)MH에탄올,023150,2013/12,48.04,0,-1661,160.02,20.84
(주)MH에탄올,023150,2014/12,-9.36,0,640,62.36,17.86
(주)MH에탄올,023150,2015/12,26.84,67.7,1059,36.69,22.02
(주)MH에탄올,023150,2016/12,7.06,5.04,1128,13.86,24.29
(주)MH에탄올,023150,2017/12,-11.99,-27.43,824,66.06,21.65
(주)MH에탄올,023150,2018/12,-13.63,11.02,955,60.15,19.23
(주)MH에탄올,023150,2019/12,-13.29,0,-752,69.91,16.66
(주)MH에탄올,023150,2020/12,5.24,0,178,69.27,16.07
(주)MH에탄올,023150,2021/12,-55.39,327.07,759,70.07,8.01
(주)MH에탄올,023150,2022/12,-84.07,15.11,873,76.34,1.14
(주)SH에너지화학,002360,2003/06,,,,,
(주)SH에너지화학,002360,2004/06,,,,,
(주)SH에너지화학,002360,2005/06,,,,,
(주)SH에너지화학,002360,2006/12,,,,,
(주)SH에너지화학,002360,2007/12,0,0,256,48.74,2
(주)SH에너지화학,002360,2008/12,-62.3,0,-104,44.62,0.73
(주)SH에너지화학,002360,2009/12,483.14,0,41,42.64,4.34
(주)SH에너지화학,002360,2010/12,0,0,-59.1,53.52,-4.92
(주)SH에너지화학,002360,2011/12,0,0,28.5,58.74,2.89
(주)SH에너지화학,002360,2012/12,-42.37,-65.88,9.7,57.95,1.5
(주)SH에너지화학,002360,2013/12,150.58,348.43,44,57.61,3.13
(주)SH에너지화학,002360,2014/12,181.47,221.57,140,30.81,8.93
(주)SH에너지화학,002360,2015/12,12.95,-18.82,114,25.69,10.71
(주)SH에너지화학,002360,2016/12,3.06,39.04,158.5,19.28,11.01
(주)SH에너지화학,002360,2017/12,-44.11,-49.33,80.3,16.59,7.14
(주)SH에너지화학,002360,2018/12,-78.68,-68.93,25,16.17,1.56
(주)SH에너지화학,002360,2019/12,0,0,-28.5,24.38,-1.71
(주)SH에너지화학,002360,2020/12,0,0,-65.4,29.79,-7.78
(주)SH에너지화학,002360,2021/12,0,0,6.9,29.78,0.52
(주)SH에너지화학,002360,2022/12,-23.94,63.47,11.2,33.11,0.34
(주)SIMPAC,009160,2003/12,,,,,
(주)SIMPAC,009160,2004/12,,,,,
(주)SIMPAC,009160,2005/12,,,,,
(주)SIMPAC,009160,2006/12,,,,,
(주)SIMPAC,009160,2007/12,0,0,519,82.7,10.57
(주)SIMPAC,009160,2008/12,-23.8,108.08,1024,79.16,6.77
(주)SIMPAC,009160,2009/12,31.92,-46.32,555,69.88,9.6
(주)SIMPAC,009160,2010/12,86.29,8.71,557,91.14,12.13
(주)SIMPAC,009160,2011/12,24.95,42.4,785,90.56,12.8
(주)SIMPAC,009160,2012/12,-7.57,6.23,833,72.84,11.31
(주)SIMPAC,009160,2013/12,-6.2,-14.75,711,76.77,11.61
(주)SIMPAC,009160,2014/12,-21.08,-46.77,378,61.51,8.24
(주)SIMPAC,009160,2015/12,26.12,90.33,719,67.82,11.09
(주)SIMPAC,009160,2016/12,-9.41,-15.45,613,59.96,9.92
(주)SIMPAC,009160,2017/12,-34.73,-56.62,282,53.28,6.88
(주)SIMPAC,009160,2018/12,-48.35,774.43,1513,52.83,2.68
(주)SIMPAC,009160,2019/12,16.94,-81.55,190,45.2,2.15
(주)SIMPAC,009160,2020/12,-18.28,128.57,452,51.22,2.53
(주)SIMPAC,009160,2021/12,1062.71,148.33,1165,62.24,16.33
(주)SIMPAC,009160,2022/12,8.59,-27.24,862,51.63,17.26
(주)SNT에너지,100840,2008/12,,,,,
(주)SNT에너지,100840,2009/12,0,0,5273,72.09,24.09
(주)SNT에너지,100840,2010/12,-90.64,-90.96,485,51.69,1.93
(주)SNT에너지,100840,2011/12,0,0,-648,72.18,-3.38
(주)SNT에너지,100840,2012/12,0,0,1298,59.73,6.56
(주)SNT에너지,100840,2013/12,11.05,78.15,2285,57.28,8.37
(주)SNT에너지,100840,2014/12,-18.01,-30.42,1590,46.6,5.68
(주)SNT에너지,100840,2015/12,146.18,139.96,3815,36.64,13.04
(주)SNT에너지,100840,2016/12,-96.48,-93.86,234,51.45,0.47
(주)SNT에너지,100840,2017/12,1506.66,176.05,647,28.42,10.43
(주)SNT에너지,100840,2018/12,0,-60.16,257,21.5,-1.36
(주)SNT에너지,100840,2019/12,0,698.64,2027,34.96,7.24
(주)SNT에너지,100840,2020/12,54.72,-35.47,1360,40.37,9.88
(주)SNT에너지,100840,2021/12,-39.64,37.53,2025,31.22,8.29
(주)SNT에너지,100840,2022/12,-83.32,-49.67,988,56.02,1.25
(주)SNT홀딩스,036530,2003/12,,,,,
(주)SNT홀딩스,036530,2004/12,,,,,
(주)SNT홀딩스,036530,2005/12,,,,,
(주)SNT홀딩스,036530,2006/12,,,,,
(주)SNT홀딩스,036530,2007/12,0,0,1705,33.34,11.06
(주)SNT홀딩스,036530,2008/12,-15.8,20.13,2000,9.59,44.29
(주)SNT홀딩스,036530,2009/12,47.1,-18.98,1117,10.12,67.9
(주)SNT홀딩스,036530,2010/12,-99.15,-72.09,312,0.16,8.89
(주)SNT홀딩스,036530,2011/12,0,20.71,385,0.07,-187.79
(주)SNT홀딩스,036530,2012/12,0,56.27,619,0.09,76.8
(주)SNT홀딩스,036530,2013/12,3.4,-11.02,543,0.12,78.44
(주)SNT홀딩스,036530,2014/12,-13.83,-14.05,462,0.1,77.46
(주)SNT홀딩스,036530,2015/12,12.63,302.89,1811,2.05,79.29
(주)SNT홀딩스,036530,2016/12,19.05,-75.07,438,0.07,81.48
(주)SNT홀딩스,036530,2017/12,-32.48,-39.73,264,0.07,72.82
(주)SNT홀딩스,036530,2018/12,-0.18,49.03,386,0.05,73.94
(주)SNT홀딩스,036530,2019/12,66.76,48.67,602,0.06,81.62
(주)SNT홀딩스,036530,2020/12,155.5,148.28,1543,0.07,90.77
(주)SNT홀딩스,036530,2021/12,-28.17,-27.93,1141,0.16,87.32
(주)SNT홀딩스,036530,2022/12,13.57,15.03,1316,0.2,88.5
(주)STX,011810,2003/12,,,,,
(주)STX,011810,2004/12,,,,,
(주)STX,011810,2005/12,,,,,
(주)STX,011810,2006/12,,,,,
(주)STX,011810,2007/12,0,0,2456,210.37,10.76
(주)STX,011810,2008/12,-45.49,-71.97,648,134.54,3.04
(주)STX,011810,2009/12,0,0,-4312,198.73,-4.29
(주)STX,011810,2010/12,0,0,182,202.02,2.27
(주)STX,011810,2011/12,-14.85,843.67,1557,183.54,1.48
(주)STX,011810,2012/12,-71.26,0,-408,187.21,0.43
(주)STX,011810,2013/12,0,0,-27673,0,-3.55
(주)STX,011810,2014/12,0,0,13720,1850,1.81
(주)STX,011810,2015/12,0,0,-1791,1362.39,-1.2
(주)STX,011810,2016/12,0,0,-14556,0,-7.22
(주)STX,011810,2017/12,0,0,21097,1063.93,1.89
(주)STX,011810,2018/12,0,-98.51,260,618.11,-0.52
(주)STX,011810,2019/12,0,0,-1884,814.2,-1.11
(주)STX,011810,2020/12,0,0,-841,1303.36,-0.94
(주)STX,011810,2021/12,0,0,-733,547.76,1.19
(주)STX,011810,2022/12,-74.42,0,-541,784.41,0.22
(주)TCC스틸,002710,2003/12,,,,,
(주)TCC스틸,002710,2004/12,,,,,
(주)TCC스틸,002710,2005/12,,,,,
(주)TCC스틸,002710,2006/12,,,,,
(주)TCC스틸,002710,2007/12,0,0,457,101.46,2.86
(주)TCC스틸,002710,2008/12,579.55,-42.26,249,106.44,12.75
(주)TCC스틸,002710,2009/12,-69.69,1926.8,935,75.47,4.6
(주)TCC스틸,002710,2010/12,24.13,13.93,963,80.33,4.75
(주)TCC스틸,002710,2011/12,-35.7,-50.1,468,98.3,2.75
(주)TCC스틸,002710,2012/12,-7.16,-38.4,269,109.12,2.65
(주)TCC스틸,002710,2013/12,-28.5,-90.69,24,111.44,1.99
(주)TCC스틸,002710,2014/12,30.19,161.02,58,119.57,2.71
(주)TCC스틸,002710,2015/12,34.06,0,-6539,331.91,4.16
(주)TCC스틸,002710,2016/12,-8.78,0,737,170.86,4.19
(주)TCC스틸,002710,2017/12,-49.14,0,-111,177.7,2.03
(주)TCC스틸,002710,2018/12,141.22,0,360,172.63,4.64
(주)TCC스틸,002710,2019/12,-22.38,-73.61,94,177.19,3.73
(주)TCC스틸,002710,2020/12,-80.93,0,-143,165.86,0.75
(주)TCC스틸,002710,2021/12,859.31,0,1248,142.17,5.68
(주)TCC스틸,002710,2022/12,85.29,-19.89,979,149.87,8.14
(주)강원랜드,035250,2003/12,,,,,
(주)강원랜드,035250,2004/12,,,,,
(주)강원랜드,035250,2005/12,,,,,
(주)강원랜드,035250,2006/12,,,,,
(주)강원랜드,035250,2007/12,0,0,1383,28.85,39.21
(주)강원랜드,035250,2008/12,12.58,5.63,1472,27.28,40.96
(주)강원랜드,035250,2009/12,-1.22,26.11,1902,26.29,38.54
(주)강원랜드,035250,2010/12,21.29,11.4,2128,24.12,42.95
(주)강원랜드,035250,2011/12,-11.17,-9.45,1935,19.84,39.65
(주)강원랜드,035250,2012/12,-16.82,-24.63,1461,22.33,32.24
(주)강원랜드,035250,2013/12,-4.37,-1.14,1446,23.04,29.37
(주)강원랜드,035250,2014/12,32.05,24.11,1795,24.46,35.27
(주)강원랜드,035250,2015/12,14.74,18.32,2123,23.04,37.03
(주)강원랜드,035250,2016/12,3.48,5.7,2244,22.23,36.88
(주)강원랜드,035250,2017/12,-14.25,-3.93,2156,19.47,33.43
(주)강원랜드,035250,2018/12,-18.84,-31.98,1467,17.93,30.28
(주)강원랜드,035250,2019/12,15.61,12.88,1655,19.31,33.13
(주)강원랜드,035250,2020/12,0,0,-1375,12.06,-90.24
(주)강원랜드,035250,2021/12,0,0,-59,17.49,-6.71
(주)강원랜드,035250,2022/12,0,0,572,21.86,17.17
(주)갤럭시아에스엠,011420,2003/12,,,,,
(주)갤럭시아에스엠,011420,2004/12,,,,,
(주)갤럭시아에스엠,011420,2005/12,,,,,
(주)갤럭시아에스엠,011420,2006/12,,,,,
(주)갤럭시아에스엠,011420,2007/12,0,0,226,434.08,14.02
(주)갤럭시아에스엠,011420,2008/12,1.82,0,-186,180.38,12.1
(주)갤럭시아에스엠,011420,2009/12,-66.94,0,101,103.49,4.55
(주)갤럭시아에스엠,011420,2010/12,-0.64,-33.76,67,58.42,5.07
(주)갤럭시아에스엠,011420,2011/12,138,128.39,153,65.9,16.13
(주)갤럭시아에스엠,011420,2012/12,-68.96,-92.54,11,59.7,4.28
(주)갤럭시아에스엠,011420,2013/12,-59.2,0,-72,52,2.11
(주)갤럭시아에스엠,011420,2014/12,0,0,-47,73.18,-1.55
(주)갤럭시아에스엠,011420,2015/12,0,0,117,32.63,4.8
(주)갤럭시아에스엠,011420,2016/12,0,0,-57,24.48,-7.06
(주)갤럭시아에스엠,011420,2017/12,0,0,-214,20.9,-9.02
(주)갤럭시아에스엠,011420,2018/12,0,0,-569,24.41,-30.36
(주)갤럭시아에스엠,011420,2019/12,0,0,-50,29.56,-2.7
(주)갤럭시아에스엠,011420,2020/12,0,0,36,37.82,7.04
(주)갤럭시아에스엠,011420,2021/12,151.06,274.19,134,23.75,11.95
(주)갤럭시아에스엠,011420,2022/12,20.92,25.3,167,73.59,13.87
(주)경농,002100,2003/12,,,,,
(주)경농,002100,2004/12,,,,,
(주)경농,002100,2005/12,,,,,
(주)경농,002100,2006/12,,,,,
(주)경농,002100,2007/12,0,0,858,44.28,15.32
(주)경농,002100,2008/12,-30.43,-22.93,663,45.75,9.77
(주)경농,002100,2009/12,22.16,45.02,970,35.14,11.21
(주)경농,002100,2010/12,-14.62,-43.45,549,34,10.03
(주)경농,002100,2011/12,-42.73,-66.75,182,21.04,6.8
(주)경농,002100,2012/12,70.38,108.93,381,34.3,10.68
(주)경농,002100,2013/12,17.23,108.68,795,32.14,11.78
(주)경농,002100,2014/12,-14.42,-32.58,535,36.61,10.41
(주)경농,002100,2015/12,-35.02,-30.01,364,53.19,6.63
(주)경농,002100,2016/12,-20.79,-11.06,323,50.87,5.05
(주)경농,002100,2017/12,25.65,99.95,646,47.01,6.34
(주)경농,002100,2018/12,67.19,-16.69,538,52.37,10.38
(주)경농,002100,2019/12,-22.6,-26.54,395,55.69,7.76
(주)경농,002100,2020/12,0.91,48.11,585,51.62,7.16
(주)경농,002100,2021/12,24.09,134,1370,46.13,8.42
(주)경농,002100,2022/12,82.29,-23.6,1047,51.44,13.24
(주)경동나비엔,009450,2003/12,,,,,
(주)경동나비엔,009450,2004/12,,,,,
(주)경동나비엔,009450,2005/12,,,,,
(주)경동나비엔,009450,2006/12,,,,,
(주)경동나비엔,009450,2007/12,0,0,3393,41.16,0.83
(주)경동나비엔,009450,2008/12,228.32,1.19,3373,36.37,2.34
(주)경동나비엔,009450,2009/12,32.58,-52.24,1604,43.16,2.73
(주)경동나비엔,009450,2010/12,28.29,61.1,505,47.6,2.94
(주)경동나비엔,009450,2011/12,54.01,58.65,751,56.61,3.95
(주)경동나비엔,009450,2012/12,-7.87,-2.44,730,67.3,3.4
(주)경동나비엔,009450,2013/12,27.65,0.4,732,86.68,3.98
(주)경동나비엔,009450,2014/12,8.66,-1.83,719,97.1,4.21
(주)경동나비엔,009450,2015/12,29.36,112.73,1530,75.4,4.64
(주)경동나비엔,009450,2016/12,75.83,48.21,2268,65.39,7.23
(주)경동나비엔,009450,2017/12,-12.45,-43.11,1291,76.28,5.62
(주)경동나비엔,009450,2018/12,-8.38,40.06,1808,83.28,4.75
(주)경동나비엔,009450,2019/12,33.63,-10.27,1622,81.34,5.98
(주)경동나비엔,009450,2020/12,15.97,-7.75,1479,90.27,6.09
(주)경동나비엔,009450,2021/12,1.73,229.72,4554,84.94,4.86
(주)경동나비엔,009450,2022/12,26.92,-29.84,3023,75.88,5.99
(주)경동도시가스,267290,2017/12,,,,,
(주)경동도시가스,267290,2018/12,0,0,7210,143.41,2.68
(주)경동도시가스,267290,2019/12,-35.66,-28.33,4135,121.34,1.95
(주)경동도시가스,267290,2020/12,-35.5,-22.75,3194,96.46,1.64
(주)경동도시가스,267290,2021/12,50.28,17.99,3768,141.35,1.84
(주)경동도시가스,267290,2022/12,-6.62,5.81,3988,171.22,1.09
(주)경동인베스트,012320,2003/12,,,,,
(주)경동인베스트,012320,2004/12,,,,,
(주)경동인베스트,012320,2005/12,,,,,
(주)경동인베스트,012320,2006/12,,,,,
(주)경동인베스트,012320,2007/12,0,0,6758,91.69,3.39
(주)경동인베스트,012320,2008/12,64.82,29.95,8782,91.91,3.85
(주)경동인베스트,012320,2009/12,-25.52,-13.13,7629,107.8,2.74
(주)경동인베스트,012320,2010/12,84.48,71.78,11913,107.06,3.66
(주)경동인베스트,012320,2011/12,18.69,20.57,14366,127.94,3.1
(주)경동인베스트,012320,2012/12,-7.96,13.71,16337,149.17,2.14
(주)경동인베스트,012320,2013/12,-9.35,-18.74,13276,124.72,1.75
(주)경동인베스트,012320,2014/12,-18.96,-3.06,12870,96.34,1.58
(주)경동인베스트,012320,2015/12,-51.38,0,-1750,68.89,1.36
(주)경동인베스트,012320,2016/12,27.97,0,4833,62.48,2.31
(주)경동인베스트,012320,2017/12,0,-55.68,3061,2.66,-368.5
(주)경동인베스트,012320,2018/12,0,-78.27,693,2.69,-2.17
(주)경동인베스트,012320,2019/12,0,0,-404,2.68,-1.11
(주)경동인베스트,012320,2020/12,0,0,598,0.47,6.07
(주)경동인베스트,012320,2021/12,32.13,-72.72,164,0.39,6.97
(주)경동인베스트,012320,2022/12,248.95,0,-3407,0.47,18.77
(주)경방,000050,2003/12,,,,,
(주)경방,000050,2004/12,,,,,
(주)경방,000050,2005/12,,,,,
(주)경방,000050,2006/12,,,,,
(주)경방,000050,2007/12,0,0,29318,33.34,-8.64
(주)경방,000050,2008/12,0,0,-7243,92.27,0.71
(주)경방,000050,2009/12,0,0,3144,92.15,-5.41
(주)경방,000050,2010/12,0,267.71,11560,92.43,17.92
(주)경방,000050,2011/12,-56.99,0,-884,96.85,7.76
(주)경방,000050,2012/12,-61.5,0,-3432,94.36,3.1
(주)경방,000050,2013/12,335.67,0,6071,83.97,13.56
(주)경방,000050,2014/12,-10.6,-5.75,5193,95.68,12.49
(주)경방,000050,2015/12,20.36,51.76,7881,87.49,12.55
(주)경방,000050,2016/12,10.22,43.38,1130,79.22,13.56
(주)경방,000050,2017/12,-7.44,-17.1,937,68.65,13.68
(주)경방,000050,2018/12,-1.11,13.7,1070,68.21,13.96
(주)경방,000050,2019/12,-0.01,-23.89,831,75,15.37
(주)경방,000050,2020/12,-34.89,17.04,996,59.64,11.22
(주)경방,000050,2021/12,13.04,-10.4,912,58.36,10.55
(주)경방,000050,2022/12,28.66,0,-103,50.19,13.68
(주)경보제약,214390,2003/12,,,,,
(주)경보제약,214390,2004/12,,,,,
(주)경보제약,214390,2005/12,,,,,
(주)경보제약,214390,2006/12,,,,,
(주)경보제약,214390,2007/12,,,,,
(주)경보제약,214390,2008/12,,,,,
(주)경보제약,214390,2009/12,,,,,
(주)경보제약,214390,2010/12,,,,,
(주)경보제약,214390,2011/12,,,,,
(주)경보제약,214390,2012/12,,,,,
(주)경보제약,214390,2013/12,0,0,8399,116.53,16.16
(주)경보제약,214390,2014/12,5.55,-52.09,4036,145.92,16.3
(주)경보제약,214390,2015/12,-7.36,202.34,1147,59.17,14.4
(주)경보제약,214390,2016/12,-39.16,-51.34,531,57.44,8.35
(주)경보제약,214390,2017/12,57.67,41.38,751,44.77,12.83
(주)경보제약,214390,2018/12,-29.77,-26.98,549,48.73,8.58
(주)경보제약,214390,2019/12,-64.13,-59.7,221,59.43,3.23
(주)경보제약,214390,2020/12,39.83,77.94,393,62.27,4.02
(주)경보제약,214390,2021/12,0,0,-314,62.65,-3.88
(주)경보제약,214390,2022/12,0,0,26,67.39,0.71
(주)경인양행,012610,2003/12,,,,,
(주)경인양행,012610,2004/12,,,,,
(주)경인양행,012610,2005/12,,,,,
(주)경인양행,012610,2006/12,,,,,
(주)경인양행,012610,2007/12,0,0,1443,71.36,2.79
(주)경인양행,012610,2008/12,210.36,203.19,3547,62.47,6.41
(주)경인양행,012610,2009/12,-38.53,-10.13,312,46.35,3.83
(주)경인양행,012610,2010/12,-85.83,-70.9,91,59.06,0.47
(주)경인양행,012610,2011/12,167.74,-17.18,76,54.72,1.46
(주)경인양행,012610,2012/12,60.26,60.49,121,48.69,2.13
(주)경인양행,012610,2013/12,301.69,175.44,318,54.19,6.6
(주)경인양행,012610,2014/12,-9.17,-26.26,233,43.39,5.76
(주)경인양행,012610,2015/12,-99.32,-98.82,3,47.27,0.04
(주)경인양행,012610,2016/12,2843.16,3370.58,94,51.83,1.23
(주)경인양행,012610,2017/12,-92.76,-85.74,13,55.58,0.08
(주)경인양행,012610,2018/12,7421.82,1296.59,186,73.99,5.38
(주)경인양행,012610,2019/12,18.38,-35.34,118,89.5,5.78
(주)경인양행,012610,2020/12,0,0,-250,101.53,-2.54
(주)경인양행,012610,2021/12,0,0,435,121.84,5.83
(주)경인양행,012610,2022/12,-32.15,-57.4,185,86.51,4.44
(주)광명전기,017040,2003/11,,,,,
(주)광명전기,017040,2004/11,,,,,
(주)광명전기,017040,2005/12,,,,,
(주)광명전기,017040,2006/12,,,,,
(주)광명전기,017040,2007/12,0,0,22,46.44,0.89
(주)광명전기,017040,2008/12,58.43,0,-12,67.25,1
(주)광명전기,017040,2009/12,246.97,0,7,58.52,3.23
(주)광명전기,017040,2010/12,22.43,0,-6,74.56,3.19
(주)광명전기,017040,2011/12,-31.82,0,-2,75.46,2.56
(주)광명전기,017040,2012/12,140.34,0,-36,89.02,4.5
(주)광명전기,017040,2013/12,136.76,0,122,73.51,9.35
(주)광명전기,017040,2014/12,21.63,31.64,161,77.36,8.87
(주)광명전기,017040,2015/12,-62.61,-50.67,79,51.13,4.13
(주)광명전기,017040,2016/12,-0.54,353.52,360,45.25,3.94
(주)광명전기,017040,2017/12,-1.68,0,-31,50.86,3.57
(주)광명전기,017040,2018/12,-20.88,0,73,41.11,3.06
(주)광명전기,017040,2019/12,146.15,103.31,149,49.27,5.85
(주)광명전기,017040,2020/12,-35.32,-24.39,113,51.25,4.2
(주)광명전기,017040,2021/12,-50.86,-6.2,106,46.27,1.89
(주)광명전기,017040,2022/12,86.72,-9.49,96,46.33,3.33
(주)광주신세계,037710,2003/12,,,,,
(주)광주신세계,037710,2004/12,,,,,
(주)광주신세계,037710,2005/12,,,,,
(주)광주신세계,037710,2006/12,,,,,
(주)광주신세계,037710,2007/12,0,0,17115,37.61,19.79
(주)광주신세계,037710,2008/12,7.51,13.54,19433,29.15,20.68
(주)광주신세계,037710,2009/12,10.08,17.45,22825,27.12,22.57
(주)광주신세계,037710,2010/12,16.97,21.43,27717,25.71,24.37
(주)광주신세계,037710,2011/12,16.3,17.89,32676,22.74,26.82
(주)광주신세계,037710,2012/12,-1.21,2.85,33606,19.09,27.21
(주)광주신세계,037710,2013/12,-3.79,-9.67,30356,60.6,27.1
(주)광주신세계,037710,2014/12,-7.41,-13.04,26397,45.5,25.31
(주)광주신세계,037710,2015/12,5.67,8.68,28688,34.21,26.68
(주)광주신세계,037710,2016/12,2.33,-0.76,28471,22.69,26.64
(주)광주신세계,037710,2017/12,0.43,5.03,29904,13.06,26.85
(주)광주신세계,037710,2018/12,-11.05,-5.75,28183,12.17,37.03
(주)광주신세계,037710,2019/12,10.05,5.71,29953,13.8,35.58
(주)광주신세계,037710,2020/12,-12.33,-9.46,27120,12.34,32.75
(주)광주신세계,037710,2021/12,25.43,21.39,32922,14.28,35.65
(주)광주신세계,037710,2022/12,8.24,8.69,7157,15.64,35.48
(주)국동,005320,2003/12,,,,,
(주)국동,005320,2004/12,,,,,
(주)국동,005320,2005/12,,,,,
(주)국동,005320,2006/12,,,,,
(주)국동,005320,2007/12,0,0,-461,141.34,-0.45
(주)국동,005320,2008/12,0,0,-834,216.06,-1.63
(주)국동,005320,2009/12,0,0,-1081,344.77,2.64
(주)국동,005320,2010/12,11.11,0,245,257.57,2.65
(주)국동,005320,2011/12,0,0,-3409,1469.67,-5.8
(주)국동,005320,2012/12,0,0,69,1190.51,1.98
(주)국동,005320,2013/12,88.57,804.19,561,575.8,3.57
(주)국동,005320,2014/12,66.84,97.66,1060,272.43,4.84
(주)국동,005320,2015/12,20.45,13.41,1187,195.78,6.71
(주)국동,005320,2016/12,14.62,-17.7,816,114.92,6.19
(주)국동,005320,2017/12,0,0,-540,94.5,-1.85
(주)국동,005320,2018/12,0,0,101,93.3,1.23
(주)국동,005320,2019/12,0,0,-325,78.21,-8.21
(주)국동,005320,2020/12,0,0,-26,103.36,17.91
(주)국동,005320,2021/12,0,0,-39,36.63,-2.15
(주)국동,005320,2022/12,0,0,-24,48.11,4.07
(주)국보,001140,2003/12,,,,,
(주)국보,001140,2004/12,,,,,
(주)국보,001140,2005/12,,,,,
(주)국보,001140,2006/12,,,,,
(주)국보,001140,2007/12,0,0,269,231.61,2.27
(주)국보,001140,2008/12,-13.95,0,-402,244.46,1.7
(주)국보,001140,2009/12,51.2,0,490,231.35,2.8
(주)국보,001140,2010/12,-2.97,44.61,708,177.25,2.43
(주)국보,001140,2011/12,-29.54,0,-175,187.58,1.57
(주)국보,001140,2012/12,-41.84,0,-1902,196.8,0.99
(주)국보,001140,2013/12,-39.5,0,-3740,242.92,0.6
(주)국보,001140,2014/12,0,0,-6585,317.44,-2.22
(주)국보,001140,2015/12,0,0,-3653,368.4,-2.57
(주)국보,001140,2016/12,0,0,-4996,487,-0.65
(주)국보,001140,2017/12,0,0,-2010,335.3,-4.57
(주)국보,001140,2018/12,0,0,-2400,293.84,-6.93
(주)국보,001140,2019/12,0,0,-504,368.02,-2.61
(주)국보,001140,2020/12,0,0,-263,137.72,-14.14
(주)국보,001140,2021/12,0,0,-267,135.58,-16.33
(주)국보,001140,2022/12,0,0,-355,97.75,-15.16
(주)금비,008870,2003/09,,,,,
(주)금비,008870,2004/09,,,,,
(주)금비,008870,2005/09,,,,,
(주)금비,008870,2006/09,,,,,
(주)금비,008870,2007/09,0,0,7208,19.97,9.5
(주)금비,008870,2008/09,-71.19,-85.46,1048,20.52,2.61
(주)금비,008870,2009/09,161.63,187.79,3017,20.16,6.95
(주)금비,008870,2010/09,-79.01,-48.07,1567,20.3,1.56
(주)금비,008870,2011/09,122.78,-33.87,1036,75.94,2.78
(주)금비,008870,2012/09,-77.02,-83.81,168,72.32,0.7
(주)금비,008870,2013/09,12.91,125.66,374,73.65,0.8
(주)금비,008870,2014/09,0,0,-1313,86.69,-2
(주)금비,008870,2015/09,0,0,3480,88.44,8.38
(주)금비,008870,2016/09,-8.13,114.11,7452,93.49,7.18
