회사명,거래소코드,회계년도,당기순이익(손실)(IFRS연결)(천원),*주당순손익(IFRS연결)(원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(3개월)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원)
(주)케이티앤지,033780,2013/03,198348922,0,1988757236,896037665,5006047062,248826331
(주)케이티앤지,033780,2014/03,188191571,0,2010365711,963666176,5151120430,260144518
(주)케이티앤지,033780,2015/03,308779421,0,1829493314,1136911912,5584340230,428534978
(주)케이티앤지,033780,2016/03,284715826,0,2521199691,1091342580,6160111549,392964456
(주)케이티앤지,033780,2017/03,235160814,0,2422561131,1178747511,6853151871,395455574
(주)케이티앤지,033780,2018/03,249368781,0,2587808249,1067590374,7499346572,311368375
(주)케이티앤지,033780,2019/03,273835114,0,2847524834,1184981697,7929226574,348164855
(주)케이티앤지,033780,2020/03,293875030,0,2486211035,1178410308,8373223292,315013652
(주)케이티앤지,033780,2021/03,272607801,0,2980436407,1263901254,8785953170,317681948
(주)케이티앤지,033780,2022/03,263375647,0,2898910677,1402567496,8913051112,333006974
(주)크래프톤,259960,2017/03,,,,,,
(주)크래프톤,259960,2018/03,,,,,,
(주)크래프톤,259960,2019/03,93298507,0,695053784,255650393,92509780,99118884
(주)크래프톤,259960,2020/03,293982889,0,470363396,508163342,885192415,352419535
(주)크래프톤,259960,2021/03,194018137,4780,676633251,460993100,1421055063,227177957
(주)크래프톤,259960,2022/03,245232310,0,923082086,523007204,4846828747,311887050
(주)포스코인터내셔널,047050,2007/03,,,,,,
(주)포스코인터내셔널,047050,2008/03,,,,,,
(주)포스코인터내셔널,047050,2009/03,,,,,,
(주)포스코인터내셔널,047050,2010/03,,,,,,
(주)포스코인터내셔널,047050,2011/03,2722591,0,6110930841,4575585875,1573616965,70797658
(주)포스코인터내셔널,047050,2012/03,7605875,0,7287483450,4564156002,1893991797,60775538
(주)포스코인터내셔널,047050,2013/03,24902359,0,5792402448,4071332149,2203300844,43581378
(주)포스코인터내셔널,047050,2014/03,26188442,0,6508536152,4927986631,2236775288,64376793
(주)포스코인터내셔널,047050,2015/03,85338694,0,6999759362,4525517382,2396299807,110832993
(주)포스코인터내셔널,047050,2016/03,66697817,0,5612552003,3883049706,2427062311,97685011
(주)포스코인터내셔널,047050,2017/03,92016499,0,6427221105,5224458528,2765342136,110305469
(주)포스코인터내셔널,047050,2018/03,86113059,0,6914864450,6170974238,2865648523,150178605
(주)포스코인터내셔널,047050,2019/03,68819632,0,7270954527,6175050655,2898133091,164391345
(주)포스코인터내셔널,047050,2020/03,64267428,0,6480901814,5510964736,3042065540,145752062
(주)포스코인터내셔널,047050,2021/03,92857298,0,6377843869,7087036467,3176767755,126902597
(주)포스코인터내셔널,047050,2022/03,163129060,0,9374250286,9912253023,3965389371,216047156
(주)포스코퓨처엠,003670,2007/03,,,,,,
(주)포스코퓨처엠,003670,2008/03,,,,,,
(주)포스코퓨처엠,003670,2009/03,,,,,,
(주)포스코퓨처엠,003670,2010/03,,,,,,
(주)포스코퓨처엠,003670,2011/03,,,,,,
(주)포스코퓨처엠,003670,2012/03,,,,,,
(주)포스코퓨처엠,003670,2013/03,10422802,0,200767164,312328846,403263436,13194000
(주)포스코퓨처엠,003670,2014/03,18971904,0,196898769,337308093,463184429,23831287
(주)포스코퓨처엠,003670,2015/03,9549978,0,209633986,326302714,512418398,15739698
(주)포스코퓨처엠,003670,2016/03,3035836,0,179241197,278016825,528605562,12272285
(주)포스코퓨처엠,003670,2017/03,22980649,0,167077115,285872893,571565899,30542868
(주)포스코퓨처엠,003670,2018/03,31489953,0,182637359,336918446,663636794,23068843
(주)포스코퓨처엠,003670,2019/03,32906557,0,253178248,355326970,768165225,21919839
(주)포스코퓨처엠,003670,2020/03,14234541,0,682333290,387519526,997725925,15959835
(주)포스코퓨처엠,003670,2021/03,39774945,0,1114546642,467239503,2333722327,34133169
(주)포스코퓨처엠,003670,2022/03,35995680,0,1507326256,664569703,2462824553,25543366
(주)풍산,103140,2009/03,,,,,,
(주)풍산,103140,2010/03,,,,,,
(주)풍산,103140,2011/03,43531765,0,1724672722,700653409,953824532,76889542
(주)풍산,103140,2012/03,17820499,0,1852533648,669317671,949778539,38644052
(주)풍산,103140,2013/03,16969663,0,1807940284,713777443,976370092,27586060
(주)풍산,103140,2014/03,15627657,0,1824352464,685776199,996983348,18728988
(주)풍산,103140,2015/03,-5063745,0,1752681580,660300098,1027713958,4286144
(주)풍산,103140,2016/03,22750471,0,1584649782,613771053,1099331794,39337334
(주)풍산,103140,2017/03,56459695,0,1537406944,707343715,1255241741,81682571
(주)풍산,103140,2018/03,37201704,0,1491790938,669582834,1326813161,45178622
(주)풍산,103140,2019/03,9107940,0,1333044129,580193299,1378347084,15760670
(주)풍산,103140,2020/03,-3216170,0,1236842532,581182705,1375052259,-1648882
(주)풍산,103140,2021/03,45473228,0,1259841874,725197242,1482543773,62431431
(주)풍산,103140,2022/03,43455396,0,1601827240,1050921748,1684834700,69265636
(주)하나금융지주,086790,2007/03,,,,,,
(주)하나금융지주,086790,2008/03,,,,,,
(주)하나금융지주,086790,2009/03,,,,,,
(주)하나금융지주,086790,2010/03,,,,,,
(주)하나금융지주,086790,2011/03,,,,,,
(주)하나금융지주,086790,2012/03,,,,,,
(주)하나금융지주,086790,2013/03,,,,,,
(주)하나금융지주,086790,2014/03,,,,,,
(주)하나금융지주,086790,2015/03,,,,,,
(주)하나금융지주,086790,2016/03,,,,,,
(주)하나금융지주,086790,2017/03,,,,,,
(주)하나금융지주,086790,2018/03,,,,,,
(주)하나금융지주,086790,2019/03,,,,,,
(주)하나금융지주,086790,2020/03,,,,,,
(주)하나금융지주,086790,2021/03,,,,,,
(주)하나금융지주,086790,2022/03,,,,,,
(주)하나투어,039130,2007/03,,,,,,
(주)하나투어,039130,2008/03,,,,,,
(주)하나투어,039130,2009/03,,,,,,
(주)하나투어,039130,2010/03,,,,,,
(주)하나투어,039130,2011/03,,,,,,
(주)하나투어,039130,2012/03,,,,,,
(주)하나투어,039130,2013/03,11317293,0,174266337,86660176,188368165,13515036
(주)하나투어,039130,2014/03,7799397,0,212434933,93686203,196313205,9109104
(주)하나투어,039130,2015/03,12789807,0,227130507,118181341,197459848,16845183
(주)하나투어,039130,2016/03,3840825,0,288806169,148974880,212756066,9604431
(주)하나투어,039130,2017/03,4922288,0,319420425,171325785,205992781,10300408
(주)하나투어,039130,2018/03,7630393,0,357196356,229340284,246269250,12012207
(주)하나투어,039130,2019/03,9400059,0,751880639,222852420,242843031,13164550
(주)하나투어,039130,2020/03,-34538439,0,655726383,110505861,310005152,-27503693
(주)하나투어,039130,2021/03,-43245144,0,576844237,6995785,82798967,-41673704
(주)하나투어,039130,2022/03,-29164884,0,359604780,9809140,29863277,-29657262
(주)하이브,352820,2021/03,17243678,0,685539668,178333528,1215845769,22770442
(주)하이브,352820,2022/03,30658508,0,1856995725,284973925,3143741943,37066809
(주)한샘,009240,2007/03,,,,,,
(주)한샘,009240,2008/03,,,,,,
(주)한샘,009240,2009/03,,,,,,
(주)한샘,009240,2010/03,,,,,,
(주)한샘,009240,2011/03,,,,,,
(주)한샘,009240,2012/03,,,,,,
(주)한샘,009240,2013/03,13564641,0,217030576,197573240,218276588,16811055
(주)한샘,009240,2014/03,16916657,0,271075293,296920067,268404851,22441898
(주)한샘,009240,2015/03,22349883,0,313456187,380043584,344611237,29067453
(주)한샘,009240,2016/03,24155629,0,350193454,430928516,440420132,30349489
(주)한샘,009240,2017/03,30731294,0,380919491,513123791,481777827,39048844
(주)한샘,009240,2018/03,18580010,0,520046816,488014079,506485542,8740813
(주)한샘,009240,2019/03,11560537,0,560281929,442508665,566588602,18536869
(주)한샘,009240,2020/03,11948203,0,659010567,492614042,605944729,17143967
(주)한샘,009240,2021/03,19865497,0,628877470,553054686,624868130,25158694
(주)한샘,009240,2022/03,17525342,0,607544815,525954421,608618259,10011115
(주)한섬,020000,2007/03,,,,,,
(주)한섬,020000,2008/03,,,,,,
(주)한섬,020000,2009/03,,,,,,
(주)한섬,020000,2010/03,,,,,,
(주)한섬,020000,2011/03,,,,,,
(주)한섬,020000,2012/03,,,,,,
(주)한섬,020000,2013/03,16658384,0,140989650,119922753,769652901,18490930
(주)한섬,020000,2014/03,13507878,0,208542261,128612419,801557712,14904315
(주)한섬,020000,2015/03,15918912,0,267517140,151565061,833784162,17744911
(주)한섬,020000,2016/03,19159936,872,116304208,173642556,843928112,23988950
(주)한섬,020000,2017/03,24841722,1131,475257505,244460129,898393706,27536305
(주)한섬,020000,2018/03,23106485,1052,272189380,330495938,940312458,29098018
(주)한섬,020000,2019/03,25438578,0,213548097,312525644,1010185885,33939467
(주)한섬,020000,2020/03,21604140,983,240416037,271498725,1056941761,29260320
(주)한섬,020000,2021/03,32526217,0,293606584,333333805,1148561490,45220703
(주)한섬,020000,2022/03,42757817,0,391725332,391472608,1269779163,59122602
(주)한솔케미칼,014680,2007/03,,,,,,
(주)한솔케미칼,014680,2008/03,,,,,,
(주)한솔케미칼,014680,2009/03,,,,,,
(주)한솔케미칼,014680,2010/03,,,,,,
(주)한솔케미칼,014680,2011/03,,,,,,
(주)한솔케미칼,014680,2012/03,,,,,,
(주)한솔케미칼,014680,2013/03,5517990,498,195554644,74798974,184125914,7122604
(주)한솔케미칼,014680,2014/03,3842575,347,249837582,79507691,197105342,5529421
(주)한솔케미칼,014680,2015/03,9742417,879,264446768,88256183,219113357,11866999
(주)한솔케미칼,014680,2016/03,21104078,1903,297077491,100019076,266516105,19848937
(주)한솔케미칼,014680,2017/03,16313727,1471,420049042,133708172,343244530,23494032
(주)한솔케미칼,014680,2018/03,19116036,0,362841708,133398169,400019211,21999475
(주)한솔케미칼,014680,2019/03,23609533,0,412084896,143260018,457386159,28222704
(주)한솔케미칼,014680,2020/03,35247237,0,384837721,146616873,528003479,35178364
(주)한솔케미칼,014680,2021/03,43613509,0,476960020,177038868,649208559,52240980
(주)한솔케미칼,014680,2022/03,44185482,0,399608942,222228145,787206304,54120176
(주)한진칼,180640,2014/03,19062437,0,728143998,154416831,809307314,22741532
(주)한진칼,180640,2015/03,-32057280,0,838171754,175628185,1627596118,29597168
(주)한진칼,180640,2016/03,-42700456,0,1016199292,244599646,1386781689,39966204
(주)한진칼,180640,2017/03,173076387,0,1118613187,296319363,1254955557,43355167
(주)한진칼,180640,2018/03,44736206,0,1031259974,348534660,1717292157,65267548
(주)한진칼,180640,2019/03,6216829,0,1371000983,357118738,1669729860,59849615
(주)한진칼,180640,2020/03,-280659038,0,1196260234,193750991,1118329278,-33976777
(주)한진칼,180640,2021/03,-99832557,0,1997443410,74581281,1566819869,-65482027
(주)한진칼,180640,2022/03,90713483,0,1987223234,108592501,1912514636,-45513330
(주)한화,000880,2007/03,,,,,,
(주)한화,000880,2008/03,,,,,,
(주)한화,000880,2009/03,,,,,,
(주)한화,000880,2010/03,,,,,,
(주)한화,000880,2011/03,-20784000,0,9669132000,2699148000,5050650000,72464000
(주)한화,000880,2012/03,84611000,0,9994952000,2700726000,5091217000,79348000
(주)한화,000880,2013/03,91163000,0,96725932000,9225768000,10876891000,142004000
(주)한화,000880,2014/03,50207938,0,104678847164,9178675662,10829357738,211474372
(주)한화,000880,2015/03,95306097,0,115017379492,9203311358,12560006376,265377945
(주)한화,000880,2016/03,399950000,0,133893326000,12038571000,14175257000,410772000
(주)한화,000880,2017/03,616201000,0,141641226000,13346494000,14703675000,645831000
(주)한화,000880,2018/03,530656000,0,145512101000,11510313000,15114044000,523632000
(주)한화,000880,2019/03,173887000,0,155358710000,11908833000,17423585000,259538000
(주)한화,000880,2020/03,184694000,0,168431971000,14461933000,18007880000,296427000
(주)한화,000880,2021/03,819935000,0,173845776000,12838170000,18991839000,848468000
(주)한화,000880,2022/03,290637000,0,182771475000,13148068000,18473530000,466454000
(주)현대미포조선,010620,2007/03,,,,,,
(주)현대미포조선,010620,2008/03,,,,,,
(주)현대미포조선,010620,2009/03,,,,,,
(주)현대미포조선,010620,2010/03,,,,,,
(주)현대미포조선,010620,2011/03,146838635,0,4678704553,1207856176,4745158703,153976272
(주)현대미포조선,010620,2012/03,42777409,0,3695750207,1087334333,3717152693,38406025
(주)현대미포조선,010620,2013/03,15283218,0,5875509071,907877606,3199746777,-9997759
(주)현대미포조선,010620,2014/03,-38176911,0,6467733768,965399826,2987310643,-80793645
(주)현대미포조선,010620,2015/03,23730054,0,9159258021,1073328449,1965512038,16703763
(주)현대미포조선,010620,2016/03,50037732,0,8340989284,1144378918,1933792653,57624378
(주)현대미포조선,010620,2017/03,35937081,0,7393843484,985606257,2380322459,51225674
(주)현대미포조선,010620,2018/03,90368688,0,7108898691,545396306,2421554012,22975072
(주)현대미포조선,010620,2019/03,23912808,0,1157502611,705008028,2314356836,26168964
(주)현대미포조선,010620,2020/03,41092998,0,1100316573,777276201,2385635898,33642627
(주)현대미포조선,010620,2021/03,29939784,0,1173692563,684661243,2401306993,17550364
(주)현대미포조선,010620,2022/03,-39458411,0,2031353014,875958748,2167058709,-61835011
(주)현대백화점,069960,2007/03,,,,,,
(주)현대백화점,069960,2008/03,,,,,,
(주)현대백화점,069960,2009/03,,,,,,
(주)현대백화점,069960,2010/03,,,,,,
(주)현대백화점,069960,2011/03,111470105,0,1293289109,347755034,2547924527,121505112
(주)현대백화점,069960,2012/03,106270944,0,1859155892,390893756,2988321724,126311143
(주)현대백화점,069960,2013/03,99630864,0,2068292669,385697142,3308569703,104781163
(주)현대백화점,069960,2014/03,87373327,0,1982029635,393931776,3606636977,98666201
(주)현대백화점,069960,2015/03,80079840,0,2064558906,395762464,3829157969,92014485
(주)현대백화점,069960,2016/03,86213917,0,2128090162,458550806,4090802802,102361442
(주)현대백화점,069960,2017/03,119118130,0,2143717552,495156931,4397517566,138460758
(주)현대백화점,069960,2018/03,91253971,0,2219632896,451902163,4632723799,102769401
(주)현대백화점,069960,2019/03,67147271,0,2492393436,521021333,4853949806,75095307
(주)현대백화점,069960,2020/03,23887141,0,2901121434,449563994,4966509011,14895805
(주)현대백화점,069960,2021/03,55848425,0,4018721012,683225361,5043642375,64995532
(주)현대백화점,069960,2022/03,75426443,0,3963550683,934385942,5281878286,88871928
(주)현대지에프홀딩스,005440,2007/03,,,,,,
(주)현대지에프홀딩스,005440,2008/03,,,,,,
(주)현대지에프홀딩스,005440,2009/03,,,,,,
(주)현대지에프홀딩스,005440,2010/03,,,,,,
(주)현대지에프홀딩스,005440,2011/03,,,,,,
(주)현대지에프홀딩스,005440,2012/03,,,,,,
(주)현대지에프홀딩스,005440,2013/03,29333332,0,484210864,416397569,1366571717,16228791
(주)현대지에프홀딩스,005440,2014/03,28971784,0,478259226,454640917,1412319975,19245828
(주)현대지에프홀딩스,005440,2015/03,29514943,0,555708923,511646364,1465198066,23115795
(주)현대지에프홀딩스,005440,2016/03,32513019,0,479213810,549829102,1520046158,25145082
(주)현대지에프홀딩스,005440,2017/03,38999145,0,566025781,613741816,1626602046,28904735
(주)현대지에프홀딩스,005440,2018/03,36751334,0,774977117,831693326,2040220477,38716943
(주)현대지에프홀딩스,005440,2019/03,36406011,0,801174010,779181000,2150985114,26913169
(주)현대지에프홀딩스,005440,2020/03,41125999,0,850445744,834711261,2060000641,31059746
(주)현대지에프홀딩스,005440,2021/03,36589345,0,921406131,827275877,2266324252,22237363
(주)현대지에프홀딩스,005440,2022/03,32780162,0,868598826,932276310,2209061707,23436562
(주)현대홈쇼핑,057050,2011/03,,,,,,
(주)현대홈쇼핑,057050,2012/03,,,,,,
(주)현대홈쇼핑,057050,2013/03,,,,,,
(주)현대홈쇼핑,057050,2014/03,,,,,,
(주)현대홈쇼핑,057050,2015/03,,,,,,
(주)현대홈쇼핑,057050,2016/03,39883813,3367,349397381,234934029,1376884097,38158011
(주)현대홈쇼핑,057050,2017/03,46632582,3982,391652371,260950959,1472804095,42296238
(주)현대홈쇼핑,057050,2018/03,45623697,3904,386597239,254467063,1573671859,35397363
(주)현대홈쇼핑,057050,2019/03,39141239,0,948889432,532577943,1702845428,33621768
(주)현대홈쇼핑,057050,2020/03,35492780,3060,801694601,537189080,1720665435,28927139
(주)현대홈쇼핑,057050,2021/03,48424847,4230,796337376,579003875,1823234776,41104693
(주)현대홈쇼핑,057050,2022/03,43646895,3813,815549532,539892628,1897511025,36327514
(주)호텔신라,008770,2007/03,,,,,,
(주)호텔신라,008770,2008/03,,,,,,
(주)호텔신라,008770,2009/03,,,,,,
(주)호텔신라,008770,2010/03,,,,,,
(주)호텔신라,008770,2011/03,,,,,,
(주)호텔신라,008770,2012/03,,,,,,
(주)호텔신라,008770,2013/03,-20096448,-520,982849188,477976643,655710189,7374272
(주)호텔신라,008770,2014/03,11555957,293,1035073068,594054320,686301816,21741712
(주)호텔신라,008770,2015/03,15543499,395,1215954723,828511565,735787054,33642693
(주)호텔신라,008770,2016/03,12622779,324,1492247654,888927169,663663384,19297457
(주)호텔신라,008770,2017/03,2702476,71,1308332251,1021127263,649411208,9988335
(주)호텔신라,008770,2018/03,31729769,0,1452320819,1125501228,686095524,44171802
(주)호텔신라,008770,2019/03,51942662,0,2890664274,1343209924,805579050,81687765
(주)호텔신라,008770,2020/03,-73557201,0,2481310711,943683524,837493375,-66812873
(주)호텔신라,008770,2021/03,-1499973,0,2230670629,727157139,548431574,26572930
(주)호텔신라,008770,2022/03,-7681176,0,2146726290,1094396772,566900109,15140007
(주)화승엔터프라이즈,241590,2017/03,5759576,0,224143038,165655426,188286611,7711364
(주)화승엔터프라이즈,241590,2018/03,2960334,0,448969270,184486008,262709310,6099268
(주)화승엔터프라이즈,241590,2019/03,6532357,0,512887488,232641248,308341981,9166664
(주)화승엔터프라이즈,241590,2020/03,-5718164,0,673920802,284432606,513853603,18157896
(주)화승엔터프라이즈,241590,2021/03,5609597,0,650679941,303127465,549811254,11087841
(주)화승엔터프라이즈,241590,2022/03,4738411,0,866211320,376335804,600757892,6857890
(주)효성,004800,2007/03,,,,,,
(주)효성,004800,2008/03,,,,,,
(주)효성,004800,2009/03,,,,,,
(주)효성,004800,2010/03,,,,,,
(주)효성,004800,2011/03,-26229078,0,9654958920,2792363123,3064767640,44177586
(주)효성,004800,2012/03,30464233,0,10960419956,3069729139,2951663325,59262719
(주)효성,004800,2013/03,-11389233,0,11299406947,2913343833,2930383380,96019703
(주)효성,004800,2014/03,-5612478,0,11080419577,2791761282,2628919975,109361633
(주)효성,004800,2015/03,116593843,0,10926563218,2792865946,2991953320,222202488
(주)효성,004800,2016/03,126854103,0,10601240182,2813124020,3486017334,222297660
(주)효성,004800,2017/03,161082174,0,10196309378,2871160788,3735843068,232264177
(주)효성,004800,2018/03,64884417,0,11134496566,3098560085,3741616372,162228928
(주)효성,004800,2019/03,25150966,0,4021758161,740360028,2616118238,40916392
(주)효성,004800,2020/03,-2945009,0,4050528081,676939178,2595815831,12456411
(주)효성,004800,2021/03,91683673,0,2142505799,686891610,2500947827,100631459
(주)효성,004800,2022/03,46229337,0,2494428466,910415750,2870677041,94245953
(주)후성,093370,2007/03,,,,,,
(주)후성,093370,2008/03,,,,,,
(주)후성,093370,2009/03,,,,,,
(주)후성,093370,2010/03,,,,,,
(주)후성,093370,2011/03,,,,,,
(주)후성,093370,2012/03,,,,,,
(주)후성,093370,2013/03,-3331900,0,169837255,49570649,158630002,-4166437
(주)후성,093370,2014/03,-923752,0,167955371,46546284,130936121,-1352389
(주)후성,093370,2015/03,2134660,0,171724340,48312232,63573570,2774774
(주)후성,093370,2016/03,7572019,0,156793532,60225157,104791885,8489744
(주)후성,093370,2017/03,12852362,0,129318023,59465885,174009009,10517075
(주)후성,093370,2018/03,6694315,0,113617124,69464671,218477746,9815460
(주)후성,093370,2019/03,3976987,0,222729066,63656162,251986455,5981647
(주)후성,093370,2020/03,-2611085,0,286953861,60008535,243551895,-3086010
(주)후성,093370,2021/03,-6422615,0,301888321,63219183,238593746,-469015
(주)후성,093370,2022/03,47624572,0,338016105,158587621,333465464,52371494
(주)휠라홀딩스,081660,2009/03,,,,,,
(주)휠라홀딩스,081660,2010/03,8719789,1640,531769708,127830420,159080014,18168949
(주)휠라홀딩스,081660,2011/03,13165261,0,491959056,181384042,308988760,19201275
(주)휠라홀딩스,081660,2012/03,42668788,0,558426634,171776363,343150921,23988530
(주)휠라홀딩스,081660,2013/03,13878328,0,514276138,170564186,425424604,21705111
(주)휠라홀딩스,081660,2014/03,20827272,0,507782263,199263731,520674929,29602789
(주)휠라홀딩스,081660,2015/03,-29420503,0,550397525,215171515,537707461,27656676
(주)휠라홀딩스,081660,2016/03,7339841,0,506506876,168202301,475043493,6305280
(주)휠라홀딩스,081660,2017/03,25539120,0,2041501489,653700824,1211029534,48881743
(주)휠라홀딩스,081660,2018/03,79736264,0,1926367296,676917107,1301398031,84932154
(주)휠라홀딩스,081660,2019/03,96210050,0,2057267579,834576236,1606202890,115849977
(주)휠라홀딩스,081660,2020/03,39500143,0,2246792848,789900936,1874749896,67142216
(주)휠라홀딩스,081660,2021/03,134200693,0,1955655166,988280982,2041015537,183568949
(주)휠라홀딩스,081660,2022/03,123091718,0,2217667058,1073562816,2365717700,168793815
DB손해보험(주),005830,2007/06,,,,,,
DB손해보험(주),005830,2008/06,,,,,,
DB손해보험(주),005830,2009/06,,,,,,
DB손해보험(주),005830,2010/06,,,,,,
DB손해보험(주),005830,2011/06,,,,,,
DB손해보험(주),005830,2012/06,,,,,,
DB손해보험(주),005830,2013/06,,,,,,
DB손해보험(주),005830,2014/03,,,,,,
DB손해보험(주),005830,2015/03,,,,,,
DB손해보험(주),005830,2016/03,,,,,,
DB손해보험(주),005830,2017/03,,,,,,
DB손해보험(주),005830,2018/03,,,,,,
DB손해보험(주),005830,2019/03,,,,,,
DB손해보험(주),005830,2020/03,,,,,,
DB손해보험(주),005830,2021/03,,,,,,
DB손해보험(주),005830,2022/03,,,,,,
HD현대(주),267250,2018/03,235994615,0,10999445343,6290742656,10580725932,327970268
HD현대(주),267250,2019/03,97636604,0,13071962759,6491453606,10421690628,144453870
HD현대(주),267250,2020/03,-360372001,0,13212587397,5716315071,11438626848,-487234067
HD현대(주),267250,2021/03,294425360,0,16712483111,6075482391,11109458132,534297902
HD현대(주),267250,2022/03,550102335,0,42427452509,11296643300,20687478158,805027774
KG스틸(주),016380,2007/03,,,,,,
KG스틸(주),016380,2008/03,,,,,,
KG스틸(주),016380,2009/03,,,,,,
KG스틸(주),016380,2010/03,,,,,,
KG스틸(주),016380,2011/03,-18077586,0,3770334803,1078373514,1715000532,27503040
KG스틸(주),016380,2012/03,-49611448,0,3841675611,974394386,1519048651,-17947568
KG스틸(주),016380,2013/03,-44060275,0,3760166169,925512394,1405183881,7064167
KG스틸(주),016380,2014/03,-63280057,0,3866246687,914613312,1259933140,-23931421
KG스틸(주),016380,2015/03,-43589112,0,3190197690,626622953,38806902,563070
KG스틸(주),016380,2016/03,-24020545,0,2625655559,533849623,179907159,36965875
KG스틸(주),016380,2017/03,21204659,0,2627572173,666232740,146005372,23856084
KG스틸(주),016380,2018/03,-48746342,0,2593352555,616948663,118865905,-19246808
KG스틸(주),016380,2019/03,-47570399,0,2545578485,611853639,13683645,-9112016
KG스틸(주),016380,2020/03,4480192,0,1456394105,596218435,895814899,28676051
KG스틸(주),016380,2021/03,27940361,0,1337087844,647803001,990628769,48467809
KG스틸(주),016380,2022/03,68247333,0,1616600165,982829918,1208276622,95925104
LG이노텍(주),011070,2009/03,,,,,,
LG이노텍(주),011070,2010/03,47401856,0,2230924171,774899968,951949599,42395332
LG이노텍(주),011070,2011/03,-9530267,0,2880820961,1099274273,1450271736,-7369064
LG이노텍(주),011070,2012/03,-2432253,0,3076836539,1233979113,1320340113,23863085
LG이노텍(주),011070,2013/03,-6505981,0,3743593769,1550949746,1265164826,15828428
LG이노텍(주),011070,2014/03,16427862,810,3195100941,1458828644,1341326668,63093001
LG이노텍(주),011070,2015/03,28123392,1188,2467557310,1541267152,1710351743,69035801
LG이노텍(주),011070,2016/03,-12118537,-512,2079296537,1195035108,1732854877,404494
LG이노텍(주),011070,2017/03,36566546,1545,2246991537,1644733826,1785401334,66827925
LG이노텍(주),011070,2018/03,-9698365,-410,3237201617,1720530001,1946527602,16825818
LG이노텍(주),011070,2019/03,-32995326,0,3441938128,1368629571,2086955865,-11412580
LG이노텍(주),011070,2020/03,80572280,3405,3463020095,2010875217,2294919448,137960248
LG이노텍(주),011070,2021/03,251412828,10624,3883880344,3070252186,2692057605,346822941
LG이노텍(주),011070,2022/03,267521330,11305,4617166976,3951735501,3555189506,367057057
LS일렉트릭(주),010120,2007/03,,,,,,
LS일렉트릭(주),010120,2008/03,,,,,,
LS일렉트릭(주),010120,2009/03,,,,,,
LS일렉트릭(주),010120,2010/03,,,,,,
LS일렉트릭(주),010120,2011/03,22622101,0,966896692,499190525,725656532,35818358
LS일렉트릭(주),010120,2012/03,20743716,0,1006112745,452875190,781975452,33060100
LS일렉트릭(주),010120,2013/03,12725090,0,1181906862,529225971,824427644,32647755
LS일렉트릭(주),010120,2014/03,21277006,0,1246651077,558777178,914970131,35077918
LS일렉트릭(주),010120,2015/03,5007630,0,1234276130,486049878,960416999,17379059
LS일렉트릭(주),010120,2016/03,17155048,0,1250594710,500844497,1002332218,34889422
LS일렉트릭(주),010120,2017/03,19310188,0,1182355262,559412440,1055579440,35877232
LS일렉트릭(주),010120,2018/03,42790950,0,1195365150,591570182,1159684780,55416098
LS일렉트릭(주),010120,2019/03,26302376,0,1103424697,518534047,1292551669,28664690
LS일렉트릭(주),010120,2020/03,21704310,0,1244073147,635611195,1353605573,40465834
LS일렉트릭(주),010120,2021/03,15728826,0,1156024684,589388870,1402944016,23352049
LS일렉트릭(주),010120,2022/03,33476399,0,1481774667,729663878,1481215826,40566280
SK이노베이션(주),096770,2008/03,,,,,,
SK이노베이션(주),096770,2009/03,,,,,,
SK이노베이션(주),096770,2010/03,,,,,,
SK이노베이션(주),096770,2011/03,909030321,0,20393914518,17068423741,12190562572,1191970650
SK이노베이션(주),096770,2012/03,648455320,0,21003486177,18834272904,15161259982,926888436
SK이노베이션(주),096770,2013/03,272170647,0,18704493735,18108157882,16526490320,695868312
SK이노베이션(주),096770,2014/03,96288363,0,19363372118,16878034679,16740307306,225688492
SK이노베이션(주),096770,2015/03,304282547,0,16682723626,12045538727,16328214640,321208395
SK이노베이션(주),096770,2016/03,566298670,0,14643350727,9458197490,17144676408,844795205
SK이노베이션(주),096770,2017/03,859945481,0,14835842005,11387072318,18398747982,1004272828
SK이노베이션(주),096770,2018/03,472725978,0,14405622573,12166106137,19271793627,711582500
SK이노베이션(주),096770,2019/03,211525813,0,19891597490,12848630916,19483322468,331058635
SK이노베이션(주),096770,2020/03,-1552157818,0,22166510057,11162996354,16352967928,-1775186072
SK이노베이션(주),096770,2021/03,-368113918,0,27670088752,9239757265,15317093360,502539294
SK이노베이션(주),096770,2022/03,863299294,0,33946316074,16261507571,20593451863,1649074738
고려아연(주),010130,2007/03,,,,,,
고려아연(주),010130,2008/03,,,,,,
고려아연(주),010130,2009/03,,,,,,
고려아연(주),010130,2010/03,,,,,,
고려아연(주),010130,2011/03,186251190,0,1127063803,1225125486,2936221706,234784659
고려아연(주),010130,2012/03,170791024,0,1140071656,1337077104,3599084036,216057524
고려아연(주),010130,2013/03,127781491,0,1112196269,1172338265,4060707978,172589036
고려아연(주),010130,2014/03,124553238,0,891973548,1164974097,4362241510,158686618
고려아연(주),010130,2015/03,131892717,0,775376727,1135570373,4816905841,172760384
고려아연(주),010130,2016/03,147040329,0,867197903,1351933741,5199221040,187259258
고려아연(주),010130,2017/03,169230672,0,787646246,1573838852,5637260914,236320611
